arc_zone_id,superzone_id,aggregation_weight,aggregation_method
131,35,1.0,grid_cluster_contiguous
132,35,1.0,grid_cluster_contiguous
133,38,1.0,grid_cluster_contiguous
134,38,1.0,grid_cluster_contiguous
135,35,1.0,grid_cluster_contiguous
136,33,1.0,grid_cluster_contiguous
137,32,1.0,grid_cluster_contiguous
138,32,1.0,grid_cluster_contiguous
139,32,1.0,grid_cluster_contiguous
140,31,1.0,grid_cluster_contiguous
141,38,1.0,grid_cluster_contiguous
142,38,1.0,grid_cluster_contiguous
143,38,1.0,grid_cluster_contiguous
144,38,1.0,grid_cluster_contiguous
145,38,1.0,grid_cluster_contiguous
146,38,1.0,grid_cluster_contiguous
147,39,1.0,grid_cluster_contiguous
148,39,1.0,grid_cluster_contiguous
149,39,1.0,grid_cluster_contiguous
150,38,1.0,grid_cluster_contiguous
151,38,1.0,grid_cluster_contiguous
152,39,1.0,grid_cluster_contiguous
153,39,1.0,grid_cluster_contiguous
154,38,1.0,grid_cluster_contiguous
155,38,1.0,grid_cluster_contiguous
156,38,1.0,grid_cluster_contiguous
157,38,1.0,grid_cluster_contiguous
158,38,1.0,grid_cluster_contiguous
159,38,1.0,grid_cluster_contiguous
160,38,1.0,grid_cluster_contiguous
161,38,1.0,grid_cluster_contiguous
162,38,1.0,grid_cluster_contiguous
163,38,1.0,grid_cluster_contiguous
164,38,1.0,grid_cluster_contiguous
165,38,1.0,grid_cluster_contiguous
166,35,1.0,grid_cluster_contiguous
167,35,1.0,grid_cluster_contiguous
168,35,1.0,grid_cluster_contiguous
169,35,1.0,grid_cluster_contiguous
170,2,1.0,own_superzone_top_demand
171,35,1.0,grid_cluster_contiguous
172,35,1.0,grid_cluster_contiguous
173,35,1.0,grid_cluster_contiguous
174,36,1.0,grid_cluster_contiguous
175,36,1.0,grid_cluster_contiguous
176,36,1.0,grid_cluster_contiguous
177,36,1.0,grid_cluster_contiguous
178,36,1.0,grid_cluster_contiguous
179,35,1.0,grid_cluster_contiguous
180,36,1.0,grid_cluster_contiguous
181,35,1.0,grid_cluster_contiguous
182,35,1.0,grid_cluster_contiguous
183,35,1.0,grid_cluster_contiguous
184,35,1.0,grid_cluster_contiguous
185,35,1.0,grid_cluster_contiguous
186,35,1.0,grid_cluster_contiguous
187,40,1.0,grid_cluster_contiguous
188,35,1.0,grid_cluster_contiguous
189,40,1.0,grid_cluster_contiguous
190,35,1.0,grid_cluster_contiguous
191,35,1.0,grid_cluster_contiguous
192,35,1.0,grid_cluster_contiguous
193,35,1.0,grid_cluster_contiguous
194,38,1.0,grid_cluster_contiguous
195,38,1.0,grid_cluster_contiguous
196,38,1.0,grid_cluster_contiguous
197,38,1.0,grid_cluster_contiguous
198,38,1.0,grid_cluster_contiguous
199,41,1.0,grid_cluster_contiguous
200,38,1.0,grid_cluster_contiguous
201,38,1.0,grid_cluster_contiguous
202,38,1.0,grid_cluster_contiguous
203,38,1.0,grid_cluster_contiguous
204,41,1.0,grid_cluster_contiguous
205,41,1.0,grid_cluster_contiguous
206,41,1.0,grid_cluster_contiguous
207,41,1.0,grid_cluster_contiguous
208,41,1.0,grid_cluster_contiguous
209,41,1.0,grid_cluster_contiguous
210,41,1.0,grid_cluster_contiguous
211,41,1.0,grid_cluster_contiguous
212,41,1.0,grid_cluster_contiguous
213,41,1.0,grid_cluster_contiguous
214,41,1.0,grid_cluster_contiguous
215,41,1.0,grid_cluster_contiguous
216,41,1.0,grid_cluster_contiguous
217,42,1.0,grid_cluster_contiguous
218,42,1.0,grid_cluster_contiguous
219,42,1.0,grid_cluster_contiguous
220,43,1.0,grid_cluster_contiguous
221,42,1.0,grid_cluster_contiguous
222,42,1.0,grid_cluster_contiguous
223,42,1.0,grid_cluster_contiguous
224,41,1.0,grid_cluster_contiguous
225,41,1.0,grid_cluster_contiguous
226,41,1.0,grid_cluster_contiguous
227,41,1.0,grid_cluster_contiguous
228,42,1.0,grid_cluster_contiguous
229,42,1.0,grid_cluster_contiguous
230,42,1.0,grid_cluster_contiguous
231,42,1.0,grid_cluster_contiguous
232,42,1.0,grid_cluster_contiguous
233,42,1.0,grid_cluster_contiguous
234,42,1.0,grid_cluster_contiguous
235,42,1.0,grid_cluster_contiguous
236,41,1.0,grid_cluster_contiguous
237,41,1.0,grid_cluster_contiguous
238,41,1.0,grid_cluster_contiguous
239,41,1.0,grid_cluster_contiguous
240,41,1.0,grid_cluster_contiguous
241,41,1.0,grid_cluster_contiguous
242,41,1.0,grid_cluster_contiguous
243,41,1.0,grid_cluster_contiguous
244,41,1.0,grid_cluster_contiguous
245,41,1.0,grid_cluster_contiguous
246,41,1.0,grid_cluster_contiguous
247,41,1.0,grid_cluster_contiguous
248,41,1.0,grid_cluster_contiguous
249,41,1.0,grid_cluster_contiguous
250,41,1.0,grid_cluster_contiguous
251,41,1.0,grid_cluster_contiguous
252,41,1.0,grid_cluster_contiguous
253,41,1.0,grid_cluster_contiguous
254,41,1.0,grid_cluster_contiguous
255,41,1.0,grid_cluster_contiguous
256,41,1.0,grid_cluster_contiguous
257,41,1.0,grid_cluster_contiguous
258,41,1.0,grid_cluster_contiguous
259,41,1.0,grid_cluster_contiguous
260,41,1.0,grid_cluster_contiguous
261,41,1.0,grid_cluster_contiguous
262,41,1.0,grid_cluster_contiguous
263,41,1.0,grid_cluster_contiguous
264,44,1.0,grid_cluster_contiguous
265,45,1.0,grid_cluster_contiguous
266,42,1.0,grid_cluster_contiguous
267,42,1.0,grid_cluster_contiguous
268,42,1.0,grid_cluster_contiguous
269,42,1.0,grid_cluster_contiguous
270,42,1.0,grid_cluster_contiguous
271,42,1.0,grid_cluster_contiguous
272,42,1.0,grid_cluster_contiguous
273,42,1.0,grid_cluster_contiguous
274,46,1.0,grid_cluster_contiguous
275,45,1.0,grid_cluster_contiguous
276,45,1.0,grid_cluster_contiguous
277,45,1.0,grid_cluster_contiguous
278,45,1.0,grid_cluster_contiguous
279,45,1.0,grid_cluster_contiguous
280,44,1.0,grid_cluster_contiguous
281,44,1.0,grid_cluster_contiguous
282,44,1.0,grid_cluster_contiguous
283,44,1.0,grid_cluster_contiguous
284,44,1.0,grid_cluster_contiguous
285,41,1.0,grid_cluster_contiguous
286,41,1.0,grid_cluster_contiguous
287,3,1.0,own_superzone_top_demand
288,41,1.0,grid_cluster_contiguous
289,41,1.0,grid_cluster_contiguous
290,41,1.0,grid_cluster_contiguous
291,44,1.0,grid_cluster_contiguous
292,44,1.0,grid_cluster_contiguous
293,44,1.0,grid_cluster_contiguous
294,44,1.0,grid_cluster_contiguous
295,44,1.0,grid_cluster_contiguous
296,44,1.0,grid_cluster_contiguous
297,4,1.0,own_superzone_top_demand
298,44,1.0,grid_cluster_contiguous
299,44,1.0,grid_cluster_contiguous
300,44,1.0,grid_cluster_contiguous
301,44,1.0,grid_cluster_contiguous
302,44,1.0,grid_cluster_contiguous
303,5,1.0,own_superzone_top_demand
304,44,1.0,grid_cluster_contiguous
305,44,1.0,grid_cluster_contiguous
306,45,1.0,grid_cluster_contiguous
307,45,1.0,grid_cluster_contiguous
308,45,1.0,grid_cluster_contiguous
309,45,1.0,grid_cluster_contiguous
310,45,1.0,grid_cluster_contiguous
311,45,1.0,grid_cluster_contiguous
312,45,1.0,grid_cluster_contiguous
313,46,1.0,grid_cluster_contiguous
314,46,1.0,grid_cluster_contiguous
315,46,1.0,grid_cluster_contiguous
316,46,1.0,grid_cluster_contiguous
317,46,1.0,grid_cluster_contiguous
318,46,1.0,grid_cluster_contiguous
319,46,1.0,grid_cluster_contiguous
320,46,1.0,grid_cluster_contiguous
321,46,1.0,grid_cluster_contiguous
322,46,1.0,grid_cluster_contiguous
323,45,1.0,grid_cluster_contiguous
324,45,1.0,grid_cluster_contiguous
325,45,1.0,grid_cluster_contiguous
326,45,1.0,grid_cluster_contiguous
327,45,1.0,grid_cluster_contiguous
328,45,1.0,grid_cluster_contiguous
329,45,1.0,grid_cluster_contiguous
330,45,1.0,grid_cluster_contiguous
331,45,1.0,grid_cluster_contiguous
332,45,1.0,grid_cluster_contiguous
333,47,1.0,grid_cluster_contiguous
334,45,1.0,grid_cluster_contiguous
335,45,1.0,grid_cluster_contiguous
336,45,1.0,grid_cluster_contiguous
337,45,1.0,grid_cluster_contiguous
338,44,1.0,grid_cluster_contiguous
339,45,1.0,grid_cluster_contiguous
340,45,1.0,grid_cluster_contiguous
341,44,1.0,grid_cluster_contiguous
342,44,1.0,grid_cluster_contiguous
343,44,1.0,grid_cluster_contiguous
344,44,1.0,grid_cluster_contiguous
345,44,1.0,grid_cluster_contiguous
346,6,1.0,own_superzone_top_demand
347,44,1.0,grid_cluster_contiguous
348,44,1.0,grid_cluster_contiguous
349,44,1.0,grid_cluster_contiguous
350,44,1.0,grid_cluster_contiguous
351,44,1.0,grid_cluster_contiguous
352,44,1.0,grid_cluster_contiguous
353,44,1.0,grid_cluster_contiguous
354,44,1.0,grid_cluster_contiguous
355,44,1.0,grid_cluster_contiguous
356,48,1.0,grid_cluster_contiguous
357,48,1.0,grid_cluster_contiguous
358,44,1.0,grid_cluster_contiguous
359,44,1.0,grid_cluster_contiguous
360,44,1.0,grid_cluster_contiguous
361,48,1.0,grid_cluster_contiguous
362,48,1.0,grid_cluster_contiguous
363,48,1.0,grid_cluster_contiguous
364,47,1.0,grid_cluster_contiguous
365,47,1.0,grid_cluster_contiguous
366,47,1.0,grid_cluster_contiguous
367,7,1.0,own_superzone_top_demand
368,47,1.0,grid_cluster_contiguous
369,47,1.0,grid_cluster_contiguous
370,47,1.0,grid_cluster_contiguous
371,47,1.0,grid_cluster_contiguous
372,47,1.0,grid_cluster_contiguous
373,47,1.0,grid_cluster_contiguous
374,47,1.0,grid_cluster_contiguous
375,47,1.0,grid_cluster_contiguous
376,47,1.0,grid_cluster_contiguous
377,47,1.0,grid_cluster_contiguous
378,47,1.0,grid_cluster_contiguous
379,47,1.0,grid_cluster_contiguous
380,47,1.0,grid_cluster_contiguous
381,47,1.0,grid_cluster_contiguous
382,47,1.0,grid_cluster_contiguous
383,47,1.0,grid_cluster_contiguous
384,47,1.0,grid_cluster_contiguous
385,47,1.0,grid_cluster_contiguous
386,47,1.0,grid_cluster_contiguous
387,49,1.0,grid_cluster_contiguous
388,47,1.0,grid_cluster_contiguous
389,47,1.0,grid_cluster_contiguous
390,47,1.0,grid_cluster_contiguous
391,46,1.0,grid_cluster_contiguous
392,49,1.0,grid_cluster_contiguous
393,46,1.0,grid_cluster_contiguous
394,46,1.0,grid_cluster_contiguous
395,46,1.0,grid_cluster_contiguous
396,46,1.0,grid_cluster_contiguous
397,49,1.0,grid_cluster_contiguous
398,49,1.0,grid_cluster_contiguous
399,49,1.0,grid_cluster_contiguous
400,49,1.0,grid_cluster_contiguous
401,49,1.0,grid_cluster_contiguous
402,49,1.0,grid_cluster_contiguous
403,49,1.0,grid_cluster_contiguous
404,49,1.0,grid_cluster_contiguous
405,49,1.0,grid_cluster_contiguous
406,49,1.0,grid_cluster_contiguous
407,49,1.0,grid_cluster_contiguous
408,49,1.0,grid_cluster_contiguous
409,49,1.0,grid_cluster_contiguous
410,49,1.0,grid_cluster_contiguous
411,49,1.0,grid_cluster_contiguous
412,49,1.0,grid_cluster_contiguous
413,49,1.0,grid_cluster_contiguous
414,49,1.0,grid_cluster_contiguous
415,49,1.0,grid_cluster_contiguous
416,49,1.0,grid_cluster_contiguous
417,47,1.0,grid_cluster_contiguous
418,49,1.0,grid_cluster_contiguous
419,49,1.0,grid_cluster_contiguous
420,49,1.0,grid_cluster_contiguous
421,49,1.0,grid_cluster_contiguous
422,49,1.0,grid_cluster_contiguous
423,49,1.0,grid_cluster_contiguous
424,49,1.0,grid_cluster_contiguous
425,49,1.0,grid_cluster_contiguous
426,49,1.0,grid_cluster_contiguous
427,49,1.0,grid_cluster_contiguous
428,49,1.0,grid_cluster_contiguous
429,49,1.0,grid_cluster_contiguous
430,50,1.0,grid_cluster_contiguous
431,50,1.0,grid_cluster_contiguous
432,49,1.0,grid_cluster_contiguous
433,49,1.0,grid_cluster_contiguous
434,49,1.0,grid_cluster_contiguous
435,49,1.0,grid_cluster_contiguous
436,49,1.0,grid_cluster_contiguous
437,49,1.0,grid_cluster_contiguous
438,49,1.0,grid_cluster_contiguous
439,51,1.0,grid_cluster_contiguous
440,51,1.0,grid_cluster_contiguous
441,51,1.0,grid_cluster_contiguous
442,51,1.0,grid_cluster_contiguous
443,51,1.0,grid_cluster_contiguous
444,51,1.0,grid_cluster_contiguous
445,51,1.0,grid_cluster_contiguous
446,51,1.0,grid_cluster_contiguous
447,51,1.0,grid_cluster_contiguous
448,51,1.0,grid_cluster_contiguous
449,51,1.0,grid_cluster_contiguous
450,51,1.0,grid_cluster_contiguous
451,52,1.0,grid_cluster_contiguous
452,51,1.0,grid_cluster_contiguous
453,51,1.0,grid_cluster_contiguous
454,52,1.0,grid_cluster_contiguous
455,52,1.0,grid_cluster_contiguous
456,47,1.0,grid_cluster_contiguous
457,52,1.0,grid_cluster_contiguous
458,52,1.0,grid_cluster_contiguous
459,52,1.0,grid_cluster_contiguous
460,52,1.0,grid_cluster_contiguous
461,52,1.0,grid_cluster_contiguous
462,52,1.0,grid_cluster_contiguous
463,52,1.0,grid_cluster_contiguous
464,52,1.0,grid_cluster_contiguous
465,52,1.0,grid_cluster_contiguous
466,52,1.0,grid_cluster_contiguous
467,52,1.0,grid_cluster_contiguous
468,47,1.0,grid_cluster_contiguous
469,47,1.0,grid_cluster_contiguous
470,47,1.0,grid_cluster_contiguous
471,47,1.0,grid_cluster_contiguous
472,47,1.0,grid_cluster_contiguous
473,47,1.0,grid_cluster_contiguous
474,47,1.0,grid_cluster_contiguous
475,47,1.0,grid_cluster_contiguous
476,47,1.0,grid_cluster_contiguous
477,47,1.0,grid_cluster_contiguous
478,47,1.0,grid_cluster_contiguous
479,47,1.0,grid_cluster_contiguous
480,47,1.0,grid_cluster_contiguous
481,47,1.0,grid_cluster_contiguous
482,47,1.0,grid_cluster_contiguous
483,47,1.0,grid_cluster_contiguous
484,8,1.0,own_superzone_top_demand
485,47,1.0,grid_cluster_contiguous
486,47,1.0,grid_cluster_contiguous
487,47,1.0,grid_cluster_contiguous
488,47,1.0,grid_cluster_contiguous
489,47,1.0,grid_cluster_contiguous
490,47,1.0,grid_cluster_contiguous
491,47,1.0,grid_cluster_contiguous
492,47,1.0,grid_cluster_contiguous
493,47,1.0,grid_cluster_contiguous
494,47,1.0,grid_cluster_contiguous
495,47,1.0,grid_cluster_contiguous
496,47,1.0,grid_cluster_contiguous
497,47,1.0,grid_cluster_contiguous
498,47,1.0,grid_cluster_contiguous
499,47,1.0,grid_cluster_contiguous
500,47,1.0,grid_cluster_contiguous
501,47,1.0,grid_cluster_contiguous
502,47,1.0,grid_cluster_contiguous
503,47,1.0,grid_cluster_contiguous
504,47,1.0,grid_cluster_contiguous
505,47,1.0,grid_cluster_contiguous
506,47,1.0,grid_cluster_contiguous
507,47,1.0,grid_cluster_contiguous
508,47,1.0,grid_cluster_contiguous
509,47,1.0,grid_cluster_contiguous
510,47,1.0,grid_cluster_contiguous
511,47,1.0,grid_cluster_contiguous
512,47,1.0,grid_cluster_contiguous
513,47,1.0,grid_cluster_contiguous
514,47,1.0,grid_cluster_contiguous
515,47,1.0,grid_cluster_contiguous
516,47,1.0,grid_cluster_contiguous
517,48,1.0,grid_cluster_contiguous
518,48,1.0,grid_cluster_contiguous
519,48,1.0,grid_cluster_contiguous
520,48,1.0,grid_cluster_contiguous
521,48,1.0,grid_cluster_contiguous
522,48,1.0,grid_cluster_contiguous
523,48,1.0,grid_cluster_contiguous
524,48,1.0,grid_cluster_contiguous
525,48,1.0,grid_cluster_contiguous
526,44,1.0,grid_cluster_contiguous
527,44,1.0,grid_cluster_contiguous
528,48,1.0,grid_cluster_contiguous
529,48,1.0,grid_cluster_contiguous
530,48,1.0,grid_cluster_contiguous
531,48,1.0,grid_cluster_contiguous
532,48,1.0,grid_cluster_contiguous
533,48,1.0,grid_cluster_contiguous
534,48,1.0,grid_cluster_contiguous
535,48,1.0,grid_cluster_contiguous
536,48,1.0,grid_cluster_contiguous
537,48,1.0,grid_cluster_contiguous
538,48,1.0,grid_cluster_contiguous
539,48,1.0,grid_cluster_contiguous
540,48,1.0,grid_cluster_contiguous
541,48,1.0,grid_cluster_contiguous
542,48,1.0,grid_cluster_contiguous
543,48,1.0,grid_cluster_contiguous
544,48,1.0,grid_cluster_contiguous
545,48,1.0,grid_cluster_contiguous
546,47,1.0,grid_cluster_contiguous
547,47,1.0,grid_cluster_contiguous
548,9,1.0,own_superzone_top_demand
549,48,1.0,grid_cluster_contiguous
550,48,1.0,grid_cluster_contiguous
551,48,1.0,grid_cluster_contiguous
552,48,1.0,grid_cluster_contiguous
553,47,1.0,grid_cluster_contiguous
554,47,1.0,grid_cluster_contiguous
555,47,1.0,grid_cluster_contiguous
556,48,1.0,grid_cluster_contiguous
557,48,1.0,grid_cluster_contiguous
558,48,1.0,grid_cluster_contiguous
559,48,1.0,grid_cluster_contiguous
560,48,1.0,grid_cluster_contiguous
561,48,1.0,grid_cluster_contiguous
562,48,1.0,grid_cluster_contiguous
563,48,1.0,grid_cluster_contiguous
564,48,1.0,grid_cluster_contiguous
565,48,1.0,grid_cluster_contiguous
566,48,1.0,grid_cluster_contiguous
567,48,1.0,grid_cluster_contiguous
568,48,1.0,grid_cluster_contiguous
569,48,1.0,grid_cluster_contiguous
570,48,1.0,grid_cluster_contiguous
571,48,1.0,grid_cluster_contiguous
572,48,1.0,grid_cluster_contiguous
573,48,1.0,grid_cluster_contiguous
574,48,1.0,grid_cluster_contiguous
575,48,1.0,grid_cluster_contiguous
576,48,1.0,grid_cluster_contiguous
577,48,1.0,grid_cluster_contiguous
578,48,1.0,grid_cluster_contiguous
579,48,1.0,grid_cluster_contiguous
580,48,1.0,grid_cluster_contiguous
581,53,1.0,grid_cluster_contiguous
582,53,1.0,grid_cluster_contiguous
583,53,1.0,grid_cluster_contiguous
584,48,1.0,grid_cluster_contiguous
585,48,1.0,grid_cluster_contiguous
586,53,1.0,grid_cluster_contiguous
587,53,1.0,grid_cluster_contiguous
588,53,1.0,grid_cluster_contiguous
589,53,1.0,grid_cluster_contiguous
590,48,1.0,grid_cluster_contiguous
591,53,1.0,grid_cluster_contiguous
592,53,1.0,grid_cluster_contiguous
593,53,1.0,grid_cluster_contiguous
594,53,1.0,grid_cluster_contiguous
595,48,1.0,grid_cluster_contiguous
596,48,1.0,grid_cluster_contiguous
597,48,1.0,grid_cluster_contiguous
598,48,1.0,grid_cluster_contiguous
599,48,1.0,grid_cluster_contiguous
600,53,1.0,grid_cluster_contiguous
601,53,1.0,grid_cluster_contiguous
602,53,1.0,grid_cluster_contiguous
603,53,1.0,grid_cluster_contiguous
604,53,1.0,grid_cluster_contiguous
605,53,1.0,grid_cluster_contiguous
606,53,1.0,grid_cluster_contiguous
607,53,1.0,grid_cluster_contiguous
608,53,1.0,grid_cluster_contiguous
609,53,1.0,grid_cluster_contiguous
610,53,1.0,grid_cluster_contiguous
611,53,1.0,grid_cluster_contiguous
612,53,1.0,grid_cluster_contiguous
613,53,1.0,grid_cluster_contiguous
614,53,1.0,grid_cluster_contiguous
615,53,1.0,grid_cluster_contiguous
616,53,1.0,grid_cluster_contiguous
617,53,1.0,grid_cluster_contiguous
618,53,1.0,grid_cluster_contiguous
619,53,1.0,grid_cluster_contiguous
620,53,1.0,grid_cluster_contiguous
621,53,1.0,grid_cluster_contiguous
622,53,1.0,grid_cluster_contiguous
623,53,1.0,grid_cluster_contiguous
624,53,1.0,grid_cluster_contiguous
625,53,1.0,grid_cluster_contiguous
626,53,1.0,grid_cluster_contiguous
627,53,1.0,grid_cluster_contiguous
628,53,1.0,grid_cluster_contiguous
629,53,1.0,grid_cluster_contiguous
630,53,1.0,grid_cluster_contiguous
631,53,1.0,grid_cluster_contiguous
632,53,1.0,grid_cluster_contiguous
633,53,1.0,grid_cluster_contiguous
634,53,1.0,grid_cluster_contiguous
635,53,1.0,grid_cluster_contiguous
636,53,1.0,grid_cluster_contiguous
637,53,1.0,grid_cluster_contiguous
638,53,1.0,grid_cluster_contiguous
639,53,1.0,grid_cluster_contiguous
640,53,1.0,grid_cluster_contiguous
641,53,1.0,grid_cluster_contiguous
642,53,1.0,grid_cluster_contiguous
643,53,1.0,grid_cluster_contiguous
644,53,1.0,grid_cluster_contiguous
645,53,1.0,grid_cluster_contiguous
646,53,1.0,grid_cluster_contiguous
647,53,1.0,grid_cluster_contiguous
648,53,1.0,grid_cluster_contiguous
649,53,1.0,grid_cluster_contiguous
650,53,1.0,grid_cluster_contiguous
651,53,1.0,grid_cluster_contiguous
652,53,1.0,grid_cluster_contiguous
653,53,1.0,grid_cluster_contiguous
654,53,1.0,grid_cluster_contiguous
655,53,1.0,grid_cluster_contiguous
656,53,1.0,grid_cluster_contiguous
657,53,1.0,grid_cluster_contiguous
658,53,1.0,grid_cluster_contiguous
659,53,1.0,grid_cluster_contiguous
660,53,1.0,grid_cluster_contiguous
661,53,1.0,grid_cluster_contiguous
662,52,1.0,grid_cluster_contiguous
663,52,1.0,grid_cluster_contiguous
664,52,1.0,grid_cluster_contiguous
665,52,1.0,grid_cluster_contiguous
666,10,1.0,own_superzone_top_demand
667,53,1.0,grid_cluster_contiguous
668,53,1.0,grid_cluster_contiguous
669,52,1.0,grid_cluster_contiguous
670,52,1.0,grid_cluster_contiguous
671,52,1.0,grid_cluster_contiguous
672,52,1.0,grid_cluster_contiguous
673,52,1.0,grid_cluster_contiguous
674,52,1.0,grid_cluster_contiguous
675,52,1.0,grid_cluster_contiguous
676,52,1.0,grid_cluster_contiguous
677,52,1.0,grid_cluster_contiguous
678,52,1.0,grid_cluster_contiguous
679,52,1.0,grid_cluster_contiguous
680,52,1.0,grid_cluster_contiguous
681,52,1.0,grid_cluster_contiguous
682,52,1.0,grid_cluster_contiguous
683,52,1.0,grid_cluster_contiguous
684,52,1.0,grid_cluster_contiguous
685,52,1.0,grid_cluster_contiguous
686,52,1.0,grid_cluster_contiguous
687,52,1.0,grid_cluster_contiguous
688,52,1.0,grid_cluster_contiguous
689,52,1.0,grid_cluster_contiguous
690,52,1.0,grid_cluster_contiguous
691,52,1.0,grid_cluster_contiguous
692,52,1.0,grid_cluster_contiguous
693,52,1.0,grid_cluster_contiguous
694,52,1.0,grid_cluster_contiguous
695,52,1.0,grid_cluster_contiguous
696,52,1.0,grid_cluster_contiguous
697,52,1.0,grid_cluster_contiguous
