o_zone_id,d_zone_id,volume
31,32,504.5500000000003
31,33,635.5800000000005
31,35,725.6700000000004
31,34,414.98000000000013
31,38,725.1200000000003
31,39,404.9400000000003
31,36,206.27000000000004
31,41,283.32000000000005
31,42,43.83
31,45,36.22
31,7,4.609999999999999
31,47,64.22
31,48,28.61
31,40,97.83
31,44,78.61
31,70,125.27
31,89,527.6900000000003
31,91,127.05
31,95,531.3600000000005
31,96,1175.4800000000002
31,43,119.71
31,17,25.61
31,46,96.44
31,98,39.22
31,37,130.22
31,111,1.0
31,22,35.21
31,56,2.61
31,110,2.0
31,90,450.7400000000003
31,103,76.22
31,88,54.61
31,27,20.289999999999996
31,132,91.47999999999999
31,2,69.05
31,3,32.0
31,4,14.61
31,5,2.0
31,49,13.61
31,8,7.0
31,52,44.0
31,55,6.61
31,12,23.0
31,69,55.22
31,71,54.0
31,75,34.0
31,13,16.22
31,77,3.0
31,14,41.22
31,92,36.0
31,15,27.83
31,97,31.61
31,93,2.61
31,101,10.0
31,104,36.61
31,133,66.68
31,131,342.5000000000002
31,137,33.50000000000001
31,151,15.439999999999996
31,142,20.38
31,143,10.659999999999997
31,138,11.739999999999998
31,28,2.3800000000000003
31,29,3.7800000000000002
31,30,3.130000000000001
31,53,17.22
31,10,2.0
31,54,11.61
31,51,2.0
31,59,11.0
31,62,6.0
31,61,2.0
31,76,6.0
31,80,2.0
31,78,4.0
31,16,26.0
31,50,4.0
31,18,18.61
31,19,22.61
31,73,5.609999999999999
31,20,2.0
31,102,23.0
31,21,12.219999999999999
31,121,4.0
31,94,6.0
31,87,55.61
31,135,22.0
31,130,16.14
31,100,8.0
31,134,50.52000000000002
31,107,1.06
31,144,0.78
31,126,2.9200000000000013
31,140,6.52
32,31,644.8500000000006
32,33,1748.2499999999973
32,35,1400.3699999999994
32,34,772.5200000000003
32,36,261.6400000000001
32,38,1031.5500000000006
32,39,320.0100000000001
32,2,80.92999999999999
32,41,303.93000000000006
32,42,38.0
32,3,27.0
32,44,93.05
32,5,13.0
32,6,10.0
32,7,14.0
32,8,15.0
32,48,35.0
32,47,40.22
32,52,49.61
32,60,2.0
32,40,109.05
32,69,62.61
32,71,55.0
32,72,10.0
32,75,49.22
32,13,32.0
32,78,2.0
32,90,216.88000000000005
32,89,298.5400000000001
32,88,38.61
32,91,93.83
32,95,211.9100000000001
32,96,381.7700000000004
32,43,117.44
32,17,13.0
32,46,63.61
32,93,9.0
32,19,30.0
32,70,138.44
32,37,131.44
32,98,83.83
32,108,2.0
32,22,49.78999999999999
32,67,2.0
32,94,2.0
32,132,128.64999999999998
32,133,188.25
32,131,253.94000000000005
32,129,23.61
32,103,142.27
32,141,4.1
32,130,17.62
32,87,21.0
32,26,2.0
32,105,8.799999999999997
32,142,15.119999999999996
32,27,12.170000000000002
32,137,15.219999999999995
32,28,2.7800000000000007
32,150,0.48
32,144,1.36
32,114,0.68
32,116,0.7
32,126,2.5800000000000005
32,124,0.58
32,140,4.700000000000001
32,49,11.0
32,53,16.0
32,10,8.0
32,54,10.219999999999999
32,59,10.0
32,12,30.61
32,74,2.0
32,76,4.609999999999999
32,77,9.0
32,15,20.61
32,16,25.0
32,97,26.61
32,18,28.61
32,100,8.0
32,102,27.0
32,104,51.83
32,143,6.200000000000001
32,138,23.589999999999996
32,151,17.369999999999997
32,107,3.7000000000000006
32,29,3.0200000000000005
32,30,1.4800000000000002
32,139,0.48
32,134,179.15999999999997
32,1,11.61
32,4,6.609999999999999
32,45,31.61
32,58,5.0
32,11,6.0
32,61,2.0
32,14,21.0
32,20,9.61
32,21,11.0
32,106,4.579999999999998
32,101,10.0
32,135,39.61
32,113,0.66
32,121,0.2
32,125,1.2000000000000002
33,31,282.60000000000036
33,32,1002.6400000000012
33,35,3690.350000000002
33,34,4900.929999999997
33,36,1329.9099999999996
33,37,403.08000000000015
33,38,1009.7100000000011
33,39,249.4700000000001
33,2,112.92999999999999
33,41,684.3000000000003
33,42,60.44
33,3,83.61
33,44,193.44000000000003
33,45,59.22
33,47,102.44
33,53,44.22
33,52,123.83
33,55,16.0
33,51,10.0
33,61,3.0
33,40,193.27000000000004
33,70,254.10000000000008
33,71,121.83
33,72,25.22
33,79,12.0
33,89,263.93000000000006
33,14,33.0
33,92,8.0
33,91,107.27
33,15,15.219999999999999
33,90,128.1
33,95,221.5700000000002
33,43,137.82999999999998
33,17,23.61
33,46,124.61
33,97,38.61
33,49,13.219999999999999
33,98,135.66
33,102,65.22
33,22,127.13000000000002
33,134,147.63999999999982
33,131,151.47000000000003
33,96,265.37000000000006
33,138,71.64000000000003
33,137,111.24999999999994
33,103,531.8900000000004
33,142,15.61999999999999
33,87,19.61
33,151,55.47000000000005
33,27,21.159999999999997
33,132,58.12999999999999
33,29,12.139999999999999
33,119,0.9600000000000001
33,30,6.980000000000001
33,140,7.699999999999994
33,1,34.83
33,69,145.66000000000003
33,75,59.61
33,88,25.0
33,21,31.22
33,143,11.599999999999989
33,130,9.699999999999996
33,133,109.60999999999993
33,150,3.5000000000000004
33,136,2.3200000000000007
33,10,14.219999999999999
33,48,80.61
33,104,86.05
33,129,23.22
33,28,13.659999999999998
33,106,8.819999999999995
33,107,6.879999999999998
33,144,4.44
33,114,3.780000000000001
33,126,9.519999999999996
33,124,1.8600000000000003
33,8,30.61
33,86,6.0
33,4,24.0
32,57,8.0
32,62,3.0
32,147,0.1
32,55,6.0
32,146,0.2
32,136,0.38
32,68,0.30000000000000004
31,58,6.609999999999999
31,60,4.0
31,67,3.0
31,106,1.1300000000000001
31,68,0.2
32,79,3.0
32,115,0.1
32,122,0.1
32,148,7.0
32,92,9.61
32,73,6.0
32,24,21.0
32,25,3.0
32,63,1.0
33,135,99.49
33,12,51.44
33,13,57.61
33,77,9.0
33,16,12.61
33,18,62.61
33,73,17.83
33,101,26.22
33,25,13.44
33,105,19.290000000000003
33,116,3.120000000000001
33,139,2.9600000000000004
33,5,23.0
33,57,21.61
33,58,8.0
33,24,70.36999999999999
33,125,0.96
33,11,12.0
33,76,6.0
33,94,6.609999999999999
33,121,1.18
33,9,10.0
33,63,5.609999999999999
33,54,10.61
33,19,41.61
33,20,8.0
33,56,6.0
33,148,2.61
33,7,13.0
33,93,8.0
34,31,176.49000000000004
34,32,339.64000000000016
34,33,5200.879999999988
34,35,3056.0400000000004
34,36,4234.710000000004
34,37,1724.4499999999973
34,38,712.1100000000005
34,41,1253.2999999999997
34,3,136.22
34,44,322.54000000000013
34,5,39.61
34,45,83.83
34,7,24.0
34,48,140.66
34,40,344.98000000000013
34,69,269.9300000000001
34,70,632.9600000000004
34,71,186.82999999999998
34,72,60.0
34,13,117.44
34,75,126.05
34,81,12.0
34,89,260.27000000000004
34,90,148.83
34,88,25.0
34,91,105.27
34,95,202.70999999999998
34,39,260.98000000000013
34,43,189.49
34,18,101.44
34,98,483.8100000000002
34,73,47.22
34,101,122.66
34,102,345.4200000000002
34,104,455.20000000000016
34,22,166.13000000000002
34,129,25.61
34,134,234.64999999999984
34,133,101.59999999999998
34,131,225.68999999999997
34,96,190.10000000000008
34,137,953.1200000000015
34,103,4660.689999999999
34,135,914.0700000000007
34,24,972.8800000000003
34,25,331.96000000000015
34,143,27.610000000000028
34,27,54.38999999999999
34,132,137.82999999999993
34,138,310.58000000000015
34,151,324.6600000000005
34,105,65.43000000000008
34,28,61.86
34,106,48.18000000000007
34,114,8.479999999999992
34,116,9.219999999999992
34,126,32.18000000000006
33,6,19.61
33,108,7.0
33,59,8.0
33,62,16.0
33,78,3.0
33,100,11.0
33,83,4.0
33,113,1.6600000000000001
33,50,8.61
33,26,6.0
33,146,0.96
33,118,2.0
33,149,0.28
