node_id,zone_id,x_coord,y_coord
170,0,2236616.42859,1387898.02765
171,0,2251730.9105,1397165.99599
172,0,2252317.03105,1397241.5736
173,0,2259216.67309,1405772.6694
174,0,2259532.76629,1406110.69562
175,0,2271002.54781,1386064.38401
176,0,2270504.97236,1390376.66541
177,0,2270553.1701,1389903.59287
178,0,2237805.88422,1390519.29177
179,0,2263419.10793,1384117.52078
180,0,2270338.8431,1387836.98447
181,0,2272842.62386,1389283.18925
182,0,2268579.34236,1386786.9239
183,0,2270673.64427,1388688.16321
184,0,2271907.55027,1397420.08505
185,0,2271992.65541,1397532.8181
186,0,2272322.96053,1400603.64529
187,0,2272246.96166,1400476.34895
188,0,2272336.20952,1402026.37833
189,0,2272372.9332,1402404.77784
190,0,2225942.31477,1372561.27388
191,0,2230331.91951,1383391.41232
192,0,2275218.70539,1390853.39806
193,0,2318183.26677,1442018.07624
194,0,2319556.82013,1441917.17454
195,0,2310637.92491,1532701.61305
196,0,2284871.62637,1394916.37287
197,0,2285321.07069,1395014.45273
198,0,2295180.48961,1390322.15404
199,0,2296735.43139,1389776.31655
200,0,2298645.68872,1390434.9901
201,0,2299623.5575,1390828.05066
202,0,2299878.66034,1390831.71503
203,0,2301974.10628,1391086.71616
204,0,2160943.63539,1313613.02104
205,0,2176518.80305,1316639.06026
206,0,2181110.51894,1316920.26508
207,0,2303422.73527,1390996.0313
208,0,2308388.22107,1390699.13786
209,0,2315260.77327,1536790.6052
210,0,2293980.68985,1388062.59393
211,0,2293525.07298,1387702.40337
212,0,2171836.43315,1284193.16813
213,0,2171620.35288,1288887.8592
214,0,2274857.42002,1373515.25032
215,0,2274981.98867,1373493.33205
216,0,2276641.94434,1370079.14827
217,0,2276574.45498,1369089.47078
218,0,2169677.97356,1289274.02051
219,0,2169940.19056,1289320.27041
220,0,2318169.94331,1421873.78615
221,0,2164856.94908,1403630.28556
222,0,2167266.62011,1407109.85209
223,0,2189769.7923,1303019.19249
224,0,2288377.20696,1388711.25208
225,0,2199425.45147,1312361.08982
226,0,2199287.54656,1313056.49525
227,0,2292681.15439,1391188.37901
228,0,2296402.08724,1513837.85943
229,0,2296157.06509,1513674.11075
230,0,2292856.63928,1512014.99071
231,0,2280624.93802,1498074.63801
232,0,2273450.11608,1397586.28584
233,0,2195762.40039,1315094.3022
234,0,2321790.45345,1345183.59471
235,0,2321607.92495,1345241.66677
236,0,2327339.2045,1340763.95427
237,0,2327415.48125,1340527.51806
238,0,2328299.04936,1339102.0534
239,0,2328393.61184,1338843.80621
240,0,2328911.53895,1338076.58333
241,0,2336981.53134,1333814.16732
242,0,2337121.63506,1333697.91197
243,0,2339761.86896,1331954.8856
244,0,2344189.46443,1329599.80764
245,0,2344877.60315,1329309.76655
246,0,2346396.95608,1328719.03938
247,0,2185661.87794,1369552.34486
248,0,2185195.8943,1369270.17547
249,0,2185389.67704,1370779.56845
250,0,2185529.51961,1370793.62715
251,0,2181282.98513,1372148.03291
252,0,2180736.80807,1372368.374
253,0,2179139.48745,1372661.78516
254,0,2178611.3612,1372827.51449
255,0,2333171.57702,1466634.1671
256,0,2333483.15021,1467031.16991
257,0,2336269.86216,1469752.82785
258,0,2267281.96208,1486137.96438
259,0,2339147.51913,1472063.67592
260,0,2340648.4866,1473073.73558
261,0,2263809.77184,1289607.37647
262,0,2264019.79439,1289410.67771
263,0,2243339.81278,1301136.77139
264,0,2243172.23471,1301097.03032
265,0,2239729.23405,1302001.77655
266,0,2176302.07383,1471121.55904
267,0,2177439.83566,1458180.82246
268,0,2175961.91342,1456865.60691
269,0,2174741.57137,1460978.70137
270,0,2174339.13353,1461125.84019
271,0,2172831.28418,1465221.96192
272,0,2169208.26945,1473486.09335
273,0,2264161.71668,1478674.12464
274,0,2264149.80135,1478863.35786
275,0,2262141.68594,1475863.46819
276,0,2261050.42139,1475038.68047
277,0,2299916.92962,1345071.77538
278,0,2257311.46299,1311955.62344
279,0,2275711.44522,1350944.02643
280,0,2281868.67733,1350059.98391
281,0,2282084.54074,1349972.55593
282,0,2294412.17685,1347160.25152
283,0,2176434.62967,1459982.31656
284,0,2349727.05408,1488476.76514
285,0,2151005.87311,1484213.90162
286,0,2370293.52771,1481692.34892
287,0,2373882.15275,1482785.48912
288,0,2274236.81464,1351174.2763
289,0,2249940.93246,1464941.04286
290,0,2249509.45202,1464112.03861
291,0,2247933.06607,1461618.22601
292,0,2247862.99206,1461374.53359
293,0,2249410.52276,1462813.12257
294,0,2248953.20904,1462948.45826
295,0,2235512.0348,1288299.50179
296,0,2234703.07251,1290626.12082
297,0,2234652.15693,1291073.76494
298,0,2234481.56967,1292635.04725
299,0,2233758.33621,1301205.33523
300,0,2350774.35218,1467813.44295
301,0,2244132.511,1450347.6767
302,0,2179530.08771,1452346.99652
303,0,2177807.12134,1453583.48355
304,0,2176769.14737,1455577.94872
305,0,2235303.75143,1473885.35043
306,0,2256898.24072,1315041.66812
307,0,2255863.83498,1320257.1029
308,0,2230002.00055,1306478.08518
309,0,2230620.69518,1305276.04788
310,0,2233885.15158,1303715.7098
311,0,2233495.43615,1303763.78844
312,0,2176724.90369,1372991.14408
313,0,2175589.06738,1373162.89505
314,0,2175114.87378,1373124.70451
315,0,2165154.6414,1374049.14492
316,0,2164334.14927,1374038.04422
317,0,2160922.18956,1374150.8875
318,0,2161709.27165,1374165.68143
319,0,2150046.44589,1371496.25764
320,0,2150237.7772,1371469.89155
321,0,2229844.38407,1457776.4837
322,0,2227777.16412,1456205.3766
323,0,2160007.54572,1377633.5531
324,0,2161542.98196,1395467.98659
325,0,2160831.65858,1393196.80282
326,0,2201082.25918,1404397.23088
327,0,2197206.596,1369317.1055
328,0,2197538.62453,1369559.84911
329,0,2120469.11069,1357635.37164
330,0,2237748.85087,1361773.61862
331,0,2240969.26733,1362499.11585
332,0,2249086.07262,1356995.01138
333,0,2242061.79861,1333460.70838
334,0,2234866.6004,1327448.42841
335,0,2241331.60387,1340389.95403
336,0,2253636.59108,1323083.62185
337,0,2246948.77768,1335825.00385
338,0,2236353.26606,1361605.25019
339,0,2238739.74587,1424081.4379
340,0,2198781.5187,1368558.93215
341,0,2199873.71008,1367940.59644
342,0,2172003.11917,1416522.44974
343,0,2173915.04186,1418876.47784
344,0,2234126.20195,1422947.76727
345,0,2238566.33185,1425446.30492
346,0,2203603.95197,1367292.52884
347,0,2205327.02857,1366181.29254
348,0,2223626.05562,1309363.05283
349,0,2224651.69366,1314487.50092
350,0,2225732.39885,1317173.99062
351,0,2196516.33819,1439275.06926
352,0,2238873.7397,1430903.91933
353,0,2212509.75076,1364159.9101
354,0,2210413.91833,1364696.85326
355,0,2128680.04834,1363681.74702
356,0,2124911.78094,1359430.16005
357,0,2196545.2256,1418056.95159
358,0,2228296.70179,1316305.97464
359,0,2136931.03479,1362703.4642
360,0,2231712.08243,1364831.11119
361,0,2218237.65728,1318345.18513
362,0,2212559.31332,1315587.18441
363,0,2209528.59104,1316086.62895
364,0,2207131.72674,1316788.32309
365,0,2205366.68171,1316986.2328
366,0,2204474.9125,1317043.40722
367,0,2201269.4527,1317052.94329
368,0,2246117.66189,1425888.00253
369,0,2250076.69203,1426056.50055
370,0,2249755.23171,1426118.84163
371,0,2259393.84564,1424515.69687
372,0,2181701.61946,1448601.75303
373,0,2181649.48078,1448438.19594
374,0,2195530.90151,1427150.0023
375,0,2263132.86605,1420294.12559
376,0,2264260.8756,1419648.87426
377,0,2265449.20918,1418596.06239
378,0,2267134.6917,1416946.06667
379,0,2269623.94952,1414644.1218
380,0,2270063.62745,1414239.84341
381,0,2198871.64089,1316387.14049
382,0,2232280.6807,1366416.40986
383,0,2231697.78259,1368200.57263
384,0,2231397.11095,1368299.44152
385,0,2230748.43935,1369112.22795
386,0,2228976.53082,1370462.32138
387,0,2228625.75986,1372668.1362
388,0,2228719.96046,1372667.93213
389,0,2228457.54006,1374960.8885
390,0,2228485.52983,1378050.09591
391,0,2197898.60708,1315771.60367
392,0,2199161.785,1314723.38135
393,0,2207952.14406,1318416.1138
394,0,2208491.94646,1320954.3702
395,0,2208214.54708,1321890.27909
396,0,2208159.28242,1322803.73429
397,0,2271315.01996,1411862.70085
398,0,2271338.5747,1410967.55008
399,0,2271829.93592,1418226.46601
400,0,2270475.72374,1417125.0276
401,0,2269443.44299,1416449.10047
402,0,2266096.76136,1413675.82387
403,0,2243465.48379,1448474.81693
404,0,2243544.96953,1448867.67343
405,0,2242768.42121,1446809.43706
406,0,2216642.56762,1398251.29566
407,0,2207529.93263,1414992.51513
408,0,2202897.40909,1420500.68653
409,0,2237446.33343,1421933.34574
410,0,2204702.82608,1413334.14771
411,0,2204848.59187,1413366.46786
412,0,2209924.04431,1417096.27077
413,0,2210124.58788,1417193.96152
414,0,2214428.92736,1420075.16343
415,0,2214991.1162,1420408.45541
416,0,2221934.10133,1424604.77543
417,0,2222140.22592,1424535.14467
418,0,2230398.13296,1423195.62438
419,0,2230668.24987,1423245.99436
420,0,2243176.18975,1424743.05206
421,0,2260844.09438,1424648.63361
422,0,2261082.27894,1426016.54
423,0,2261173.41262,1426129.23826
424,0,2262704.18711,1427859.59242
425,0,2263165.45063,1428041.03267
426,0,2272485.03927,1433519.70249
427,0,2272648.84931,1433570.51931
428,0,2264249.13186,1420027.31773
429,0,2207499.94089,1423609.28727
430,0,2225383.02619,1320176.6421
431,0,2238439.25566,1420748.87403
432,0,2238536.31747,1420734.13783
433,0,2238521.70333,1421032.54505
434,0,2238624.85994,1421032.35312
435,0,2204475.67824,1317305.38701
436,0,2204402.38607,1317225.55122
437,0,2204319.8754,1317116.63378
438,0,2204282.98375,1316993.02806
439,0,2202468.73901,1317016.58969
440,0,2201939.41101,1317134.61209
441,0,2201777.86507,1317065.96361
442,0,2201774.98515,1317120.55175
443,0,2201775.20431,1317193.32425
444,0,2266170.70971,1417929.45709
445,0,2266607.35975,1417627.01708
446,0,2269906.01129,1414458.30294
447,0,2269681.4786,1414494.88325
448,0,2272133.45238,1418339.0278
449,0,2270059.66912,1416721.4769
450,0,2247702.0288,1360424.76633
451,0,2191258.80769,1509818.19392
452,0,2191441.02387,1510021.35558
453,0,2198362.65307,1532673.04847
454,0,2200245.45245,1536338.85347
455,0,2198693.73738,1535066.45707
456,0,2198035.95851,1535447.0111
457,0,2205850.69058,1543850.92375
458,0,2205860.57475,1549251.18985
459,0,2226907.08778,1595208.25608
460,0,2124022.31028,1505193.43053
461,0,2123935.59687,1505379.50759
462,0,2088906.30702,1537685.45642
463,0,2105421.63882,1528658.90394
464,0,2361332.32614,1505306.98378
465,0,2404385.5363,1556646.26102
466,0,2440530.15725,1385006.06493
467,0,2429720.14901,1384073.95656
468,0,2428212.77506,1383510.84056
469,0,2426308.80872,1383339.14176
470,0,2440921.97733,1312909.35644
471,0,2424926.47225,1314186.46806
472,0,2425044.86342,1314270.64013
473,0,2421303.99688,1314073.67727
474,0,2395952.25887,1315202.47849
475,0,2392304.99648,1315253.04335
476,0,2382541.67316,1313092.6566
477,0,2370037.62796,1315800.91004
478,0,2370646.91841,1315613.12826
479,0,2257273.86694,1183055.00689
480,0,2257723.84012,1176003.28182
481,0,2308894.70366,1220839.85258
482,0,2297846.85436,1241176.43593
483,0,2281654.96647,1264662.71901
484,0,2274942.68724,1435082.57338
485,0,2275834.69005,1435693.28114
486,0,2276440.10288,1438673.05045
487,0,2277180.73231,1439877.01917
488,0,2278127.40167,1440942.60923
489,0,2290941.47644,1427346.80013
490,0,2285695.61816,1424120.60645
491,0,2273745.61385,1419655.03566
492,0,2270827.92612,1417383.08614
493,0,2270788.53052,1417444.97775
494,0,2270785.56826,1417532.31025
495,0,2278199.47174,1495969.07103
496,0,2277942.17895,1495929.19775
497,0,2354697.73508,1448265.42496
498,0,2288814.69395,1462228.77138
499,0,2347746.27326,1446746.73246
500,0,2348870.69293,1446908.71147
501,0,2350894.75679,1447468.92196
502,0,2352006.99604,1447638.27103
503,0,2355030.85646,1448440.71333
504,0,2354594.84159,1322063.49003
505,0,2194250.18918,1342480.17984
506,0,2195053.41231,1342546.70891
507,0,2195203.36969,1343772.46433
508,0,2186895.68486,1362587.08845
509,0,2176308.66273,1361923.63767
510,0,2196193.97696,1342524.85036
511,0,2147941.04492,1370982.18911
512,0,2148159.7456,1370959.31973
513,0,2133222.95526,1433637.09234
514,0,2149557.25658,1438540.95065
515,0,2154357.6479,1465031.87896
516,0,2216910.31906,1362674.74181
517,0,2217687.43758,1362257.96443
518,0,2223663.94761,1361104.58354
519,0,2224680.27399,1361546.1568
520,0,2230696.4214,1361714.87169
521,0,2232204.13099,1361700.82381
522,0,2228170.65513,1360461.2948
523,0,2228115.22709,1358743.95571
524,0,2227644.59483,1356241.57227
525,0,2226139.38688,1345292.50657
526,0,2225728.65345,1345227.93452
527,0,2225436.77969,1345272.25825
528,0,2222251.13055,1344719.28133
529,0,2222941.56126,1344728.57134
530,0,2224341.41837,1343750.15794
531,0,2225351.06989,1342346.96751
532,0,2226183.50261,1337833.15633
533,0,2226320.87012,1335322.17972
534,0,2226898.78267,1332515.49767
535,0,2227206.37622,1331266.76296
536,0,2226219.29978,1326636.96875
537,0,2225138.30555,1322323.98623
538,0,2225416.99332,1320391.24436
539,0,2197288.97116,1323247.31181
540,0,2196562.51395,1324504.94972
541,0,2195912.62516,1328749.70599
542,0,2197264.52633,1342485.06074
543,0,2198764.86617,1343713.86897
544,0,2207295.30679,1345445.9472
545,0,2207429.14773,1345452.84417
546,0,2215737.93361,1345339.39066
547,0,2215868.59115,1345291.75197
548,0,2212170.11856,1340716.74439
549,0,2208575.74025,1323708.59009
550,0,2208860.16226,1324202.65209
551,0,2214159.82062,1329238.76932
552,0,2220173.85584,1333473.52824
553,0,2221714.40065,1337734.32418
554,0,2221721.02203,1337959.90509
555,0,2223366.2005,1340313.88004
556,0,2226095.21276,1340515.04302
557,0,2229470.68993,1321517.59414
558,0,2225084.62948,1342886.09438
559,0,2224996.45577,1342900.84993
560,0,2224886.98322,1342912.01559
561,0,2224807.92629,1342923.11203
562,0,2226022.73981,1340751.71873
563,0,2226053.23942,1340788.0369
564,0,2224629.90499,1343549.3693
565,0,2195021.42911,1315667.94967
566,0,2207657.39235,1293761.66048
567,0,2177168.92347,1349937.98415
568,0,2177169.08948,1349981.64843
569,0,2233265.86476,1384662.52789
570,0,2230980.01204,1375202.93428
571,0,2231248.47575,1375719.06973
572,0,2231166.43096,1375715.60222
573,0,2215326.60306,1389590.8179
574,0,2116783.01439,1236027.42556
575,0,2226609.88233,1411472.46935
576,0,2239474.56756,1436015.32315
577,0,2296711.2943,1350293.04643
578,0,2236797.89641,1422363.95971
579,0,2236861.76176,1422443.89065
580,0,2237393.61011,1422926.83358
581,0,2237413.64419,1422293.64751
582,0,2237408.24,1422642.98047
583,0,2243674.56179,1407363.44902
584,0,2340931.3466,1331177.84713
585,0,2340696.80606,1331355.8097
586,0,2341094.01163,1330188.37109
587,0,2341434.33608,1330519.96885
588,0,2209218.32197,1411061.48297
589,0,2255643.6599,1497588.18229
590,0,2235051.72306,1436860.68104
591,0,2286203.24445,1454362.40686
592,0,2269994.48388,1478785.01255
593,0,2270457.65258,1478580.84202
594,0,2270920.81897,1478365.76273
595,0,2270424.28814,1478519.0098
596,0,2279223.99134,1471642.68267
597,0,2288399.93067,1475012.11064
598,0,2269461.17458,1471504.13373
599,0,2269436.60803,1481492.80766
600,0,2265454.92932,1475750.79716
601,0,2260789.7454,1430150.52615
602,0,2341688.06917,1439241.40856
603,0,2341718.34929,1439270.56303
604,0,2343837.54092,1441493.38044
605,0,2340821.64571,1440812.12655
606,0,2341297.33242,1441056.60638
607,0,2343470.75983,1421293.90968
608,0,2255054.95897,1426242.32006
609,0,2277165.88194,1469453.32124
610,0,2335025.59365,1340968.90399
611,0,2349226.35593,1440959.85362
612,0,2351957.38722,1434636.71567
613,0,2273687.24192,1488556.05042
614,0,2274041.42034,1488515.7631
615,0,2274626.20297,1489206.72825
616,0,2266196.97343,1497357.6752
617,0,2229553.48078,1477408.76759
618,0,2258497.46685,1492493.73119
619,0,2260738.66053,1480446.38357
620,0,2266636.48076,1472998.66159
621,0,2322619.55613,1455859.86122
622,0,2322556.05921,1455685.14503
623,0,2324024.4024,1457396.65342
624,0,2340229.88705,1443329.34297
625,0,2340911.30038,1448108.06504
626,0,2340534.12857,1449013.5944
627,0,2340057.51436,1449515.0806
628,0,2341070.84862,1446769.20978
629,0,2341174.62958,1446274.48013
630,0,2341567.31088,1445161.56995
631,0,2340027.16173,1449544.14846
632,0,2341532.00977,1444415.56291
633,0,2340962.61032,1444018.11456
634,0,2293335.27644,1344031.11736
635,0,2272183.50083,1334507.21777
636,0,2272712.25798,1333688.12229
637,0,2270140.59022,1329156.46272
638,0,2150536.96099,1481093.85865
639,0,2150336.90233,1482335.69705
640,0,2237380.82339,1443311.41158
641,0,2263876.77204,1336512.3673
642,0,2198362.80103,1459348.42773
643,0,2258626.42296,1377140.30114
644,0,2330385.54289,1299672.71559
645,0,2230029.5415,1369754.15843
646,0,2203905.28634,1418645.51964
647,0,2204852.35433,1413613.89486
648,0,2354143.23849,1448133.39537
649,0,2224836.98923,1323660.04885
650,0,2225214.74241,1323819.29
651,0,2161370.46688,1449433.18706
652,0,2241457.29818,1432271.06227
653,0,2341288.07194,1443279.90311
654,0,2255021.79861,1505532.73136
655,0,2270852.36996,1435944.44042
656,0,2349622.5615,1507027.70081
657,0,2336199.2852,1477568.99529
658,0,2369363.54893,1485703.84779
659,0,2383884.81188,1486691.15093
660,0,2180551.09092,1465195.76446
661,0,2184382.64231,1468234.71344
662,0,2200195.37315,1474695.15754
663,0,2200501.3335,1471779.4488
664,0,2267229.95168,1376206.82335
665,0,2340451.81935,1492159.33225
666,0,2341561.04351,1491254.84226
667,0,2317225.26016,1464679.95775
668,0,2320919.10152,1471669.20558
669,0,2312196.3857,1463665.42435
670,0,2370545.73947,1464823.11855
671,0,2371314.31504,1465232.5134
672,0,2290359.51861,1444765.76628
673,0,2296159.258,1453076.1742
674,0,2294255.68142,1450623.70141
675,0,2303049.4204,1433827.61722
676,0,2303960.16038,1442768.31916
677,0,2303460.98355,1437863.11539
678,0,2344128.85136,1413522.502
679,0,2343549.39681,1411385.67326
680,0,2344382.35873,1414443.49589
681,0,2344539.21472,1415058.68757
682,0,2345006.80204,1416846.04358
683,0,2344816.75386,1416121.63459
684,0,2345296.38381,1417949.04071
685,0,2345688.52246,1419423.35798
686,0,2347144.93227,1425029.40123
687,0,2336838.96043,1432637.6242
688,0,2331649.72147,1437998.55934
689,0,2329977.93642,1438888.22423
690,0,2301144.46161,1436465.3964
691,0,2244552.85531,1395255.87514
692,0,2261754.33107,1394868.09278
693,0,2201894.09548,1408830.4415
694,0,2315170.36729,1440560.61196
695,0,2313874.06476,1459765.49186
696,0,2315710.91279,1458907.80722
697,0,2317955.31546,1456045.51964
698,0,2177912.7609,1401725.77067
699,0,2349676.06894,1436841.49112
700,0,2350125.8456,1436278.24782
701,0,2265343.57685,1500444.30551
702,0,2262109.08135,1375098.60378
703,0,2417760.15653,1438127.47509
704,0,2417268.18966,1438311.14533
705,0,2428082.8429,1433045.84648
706,0,2458484.06589,1441460.45596
707,0,2473926.56585,1436231.78138
708,0,2148989.40011,1489962.14866
709,0,2421952.39453,1435520.45603
710,0,2433581.25251,1434499.64738
711,0,2451767.77749,1439639.49733
712,0,2466675.31854,1439560.97354
713,0,2228688.31223,1365074.03065
714,0,2353338.70499,1418865.06152
715,0,2349576.96383,1413090.99334
716,0,2362227.35618,1399462.42414
717,0,2368217.84518,1394079.32303
718,0,2372650.06532,1441867.08901
719,0,2347955.75742,1431871.6464
720,0,2308632.39644,1419001.29714
721,0,2296880.8891,1423489.1986
722,0,2213280.07927,1334859.17048
723,0,2290533.58782,1451250.07811
724,0,2221295.36737,1362150.84818
725,0,2221146.42869,1362154.84489
726,0,2219935.46392,1286699.73005
727,0,2321318.04167,1449982.11247
728,0,2321508.83427,1450196.95489
729,0,2323088.60243,1453127.50645
730,0,2321863.02155,1450761.25659
731,0,2322242.26161,1450335.82666
732,0,2321978.45964,1450448.41305
733,0,2322299.87468,1450310.4025
734,0,2322500.00355,1450223.23732
735,0,2321223.46607,1450749.82616
736,0,2321077.92437,1450811.57079
737,0,2322458.65258,1452559.32025
738,0,2322396.67501,1450547.0057
739,0,2322763.80978,1450110.6552
740,0,2324761.7359,1446346.2372
741,0,2324205.30164,1448216.08418
742,0,2323340.14294,1449634.46258
743,0,2287117.84826,1412228.69225
744,0,2289639.28613,1450628.02916
745,0,2351332.24476,1476121.9388
746,0,2350690.62433,1475862.45277
747,0,2346542.04536,1475426.10063
748,0,2352016.79556,1476079.48941
749,0,2376240.2212,1396653.14827
750,0,2228622.3829,1365507.17841
751,0,2229217.25606,1365109.27632
752,0,2228293.63454,1365282.29336
753,0,2236857.71748,1442464.5678
754,0,2436441.45119,1381617.97394
755,0,2390000.27734,1555714.87903
756,0,2107019.65859,1519063.52877
757,0,2274570.08923,1461344.09533
758,0,2253719.03021,1378944.15383
759,0,2258237.14027,1376827.84769
760,0,2260624.11253,1378480.62129
761,0,2261265.17752,1378494.44607
762,0,2259035.14721,1373402.87095
763,0,2144931.93644,1471881.40824
764,0,2289435.45091,1394467.43315
765,0,2257113.33806,1372302.71108
766,0,2171083.45664,1470552.73833
767,0,2255936.04645,1375986.57346
768,0,2251568.46332,1372892.3805
769,0,2173392.95826,1469328.07313
770,0,2173420.38143,1469367.99267
771,0,2175434.78029,1469330.94517
772,0,2266190.92653,1488122.20122
773,0,2265566.39858,1487253.13045
774,0,2265418.79258,1487991.97018
775,0,2265397.64432,1488035.65776
776,0,2265008.02929,1488945.77175
