cluster,feed_idx,stop_id,lon,lat
324,0,346,-77.100526,38.883065
324,0,580,-77.102948,38.881931
324,0,344,-77.104357,38.881163
324,0,342,-77.106249,38.880169
324,0,334,-77.1093,38.8791
324,0,1016,-77.108711,38.879995
324,0,1306,-77.1103,38.88
324,0,1023,-77.112232,38.88014
324,0,1346,-77.1123,38.882089
324,0,109,-77.114572,38.88198
324,0,83,-77.110876,38.882092
324,0,1102,-77.1029,38.88249
324,0,329,-77.115706,38.879628
324,0,326,-77.117801,38.879094
324,0,324,-77.121418,38.878216
324,0,321,-77.123549,38.877679
324,0,320,-77.125154,38.877246
324,0,318,-77.126451,38.87692
324,0,315,-77.127663,38.874961
324,0,314,-77.127676,38.875315
324,0,316,-77.127742,38.876446
324,0,317,-77.126256,38.876816
324,0,319,-77.125514,38.877004
324,0,322,-77.123323,38.877524
324,0,323,-77.121278,38.878032
324,0,325,-77.119228,38.878573
324,0,327,-77.117658,38.878972
324,0,1020,-77.115404,38.87953
324,0,330,-77.112711,38.879932
324,0,1344,-77.11161,38.882078
324,0,341,-77.1072,38.8798
324,0,343,-77.103827,38.881282
324,0,1077,-77.102437,38.882005
324,0,345,-77.100442,38.882907
324,0,110,-77.11298,38.882021
324,0,335,-77.109092,38.879183
324,0,1343,-77.11185,38.881526
324,6,29222,-77.111013,38.882052
324,6,12704,-77.109232,38.88063
324,6,26945,-77.109366,38.87866
324,6,31533,-77.110338,38.880022
324,6,10003,-77.114598,38.881964
324,6,29217,-77.111281,38.882022
324,6,29216,-77.111651,38.881745
324,6,10004,-77.114056,38.882255
324,6,10470,-77.112394,38.879202
324,6,29294,-77.112708,38.879939
324,6,29302,-77.111629,38.881562
324,6,10444,-77.115723,38.881233
324,6,10446,-77.11349,38.879622
324,6,29293,-77.111673,38.88194
324,6,12631,-77.111717,38.882069
324,6,12462,-77.127856,38.876437
324,6,7428,-77.125667,38.876974
324,6,12483,-77.123305,38.877547
324,6,12459,-77.121155,38.878062
324,6,12458,-77.119216,38.878597
324,6,12457,-77.117662,38.878983
324,6,12456,-77.115438,38.879531
324,6,12455,-77.112244,38.880183
324,6,12487,-77.115803,38.879632
324,6,12486,-77.117841,38.879098
324,6,12485,-77.119627,38.878651
324,6,12484,-77.121248,38.878276
324,6,12460,-77.123553,38.877701
324,6,7432,-77.125171,38.877246
324,6,12482,-77.126485,38.876914
324,6,12481,-77.128056,38.876522
324,16,1745,-77.112889,38.882072
324,16,1746,-77.102494,38.883634
324,16,1743,-77.101608,38.884177
324,16,1744,-77.112326,38.882295
2936,0,1126,-77.116248,38.883385
2936,0,116,-77.117833,38.885482
2936,0,112,-77.110737,38.885665
2936,0,114,-77.11396,38.885565
2936,0,115,-77.116057,38.885505
2936,0,430,-77.108417,38.889083
2936,0,432,-77.108326,38.887467
2936,0,504,-77.108288,38.885822
2936,0,505,-77.108067,38.885863
2936,0,429,-77.10814,38.88848
2936,0,108,-77.117061,38.884699
2936,0,160,-77.116348,38.885341
2936,0,811,-77.113828,38.885428
2936,0,162,-77.11064,38.88552
2936,0,427,-77.108039,38.890826
2936,0,428,-77.108208,38.890935
2936,0,1307,-77.1169,38.8852
2936,6,10441,-77.11707,38.884716
2936,6,10474,-77.116269,38.883496
2936,6,10440,-77.116756,38.884831
2936,6,12263,-77.117877,38.885486
2936,6,12303,-77.116313,38.885351
2936,6,12261,-77.113829,38.88545
2936,6,12260,-77.112417,38.885497
2936,6,12259,-77.111118,38.885521
2936,6,12258,-77.107775,38.885935
2936,6,12257,-77.105616,38.886006
2936,6,12256,-77.103025,38.886012
2936,6,12309,-77.103263,38.886182
2936,6,12308,-77.105321,38.886228
2936,6,48140,-77.109139,38.885823
2936,6,12306,-77.110799,38.885667
2936,6,12305,-77.112091,38.885642
2936,6,27032,-77.113941,38.885565
2936,6,27030,-77.116057,38.885499
8,0,117,-77.121054,38.88534
8,0,159,-77.121318,38.885184
8,6,12301,-77.121341,38.885217
8,6,12264,-77.1211,38.88533
2597,0,118,-77.125861,38.885192
2597,0,158,-77.125409,38.885027
2597,6,12294,-77.137443,38.883184
2597,6,12295,-77.136029,38.883135
2597,6,12296,-77.134088,38.883518
2597,6,12268,-77.131832,38.884028
2597,6,12267,-77.129965,38.88442
2597,6,12299,-77.12752,38.884888
2597,6,12265,-77.125399,38.885053
2597,6,12300,-77.126196,38.885187
2597,6,12266,-77.127881,38.884984
2597,6,12298,-77.129664,38.884612
2597,6,12297,-77.131478,38.884222
2597,6,12269,-77.133557,38.883795
2597,6,12270,-77.135515,38.883406
2597,6,12271,-77.137574,38.883417
11,0,91,-77.128507,38.888909
11,0,93,-77.130516,38.892847
11,0,90,-77.125114,38.888282
11,0,1124,-77.126179,38.888115
11,0,99,-77.130724,38.892639
11,0,100,-77.129646,38.891075
11,0,101,-77.128931,38.889413
11,0,102,-77.125513,38.888122
11,0,157,-77.128342,38.887832
31,0,94,-77.133429,38.893437
31,0,95,-77.137309,38.896116
31,0,96,-77.136024,38.896282
31,0,97,-77.133587,38.895711
31,0,119,-77.13184,38.894542
31,0,120,-77.1335,38.896653
31,0,121,-77.133641,38.898361
31,0,122,-77.134855,38.899407
31,0,123,-77.135728,38.901183
31,0,124,-77.136861,38.903021
31,0,1205,-77.138224,38.896094
31,0,1206,-77.133177,38.896224
31,0,1246,-77.134321,38.896449
31,0,1247,-77.137358,38.896442
31,0,1248,-77.13849,38.89628
31,0,153,-77.136924,38.902875
31,0,154,-77.136156,38.901566
31,0,155,-77.135734,38.90015
31,0,156,-77.134675,38.898968
31,0,98,-77.132048,38.894408
31,6,27274,-77.138227,38.896104
31,6,29143,-77.136147,38.896282
31,6,27281,-77.133152,38.896228
17,0,111,-77.107762,38.883656
17,0,163,-77.107941,38.883416
17,0,1120,-77.10743,38.88234
21,0,1127,-77.118664,38.888718
21,0,87,-77.119528,38.889456
21,0,1321,-77.1192,38.8898
21,0,106,-77.118886,38.888619
21,0,105,-77.119311,38.889364
21,0,1308,-77.1191,38.8901
21,6,4845,-77.119235,38.889829
21,6,10478,-77.11887,38.888645
21,6,27080,-77.118703,38.888782
21,6,10435,-77.119084,38.890111
23,0,89,-77.122233,38.88887
23,0,103,-77.122516,38.888716
32,0,125,-77.139189,38.903553
32,0,126,-77.141338,38.903995
32,0,151,-77.141537,38.903839
32,0,152,-77.139186,38.90337
34,0,127,-77.14478,38.903939
34,0,150,-77.144801,38.903735
35,0,128,-77.149028,38.901976
35,0,149,-77.148652,38.901943
508,0,129,-77.152507,38.90109
508,0,130,-77.155607,38.900944
508,0,131,-77.156718,38.900581
508,0,146,-77.15703,38.899871
508,0,164,-77.156195,38.90049
508,0,147,-77.154497,38.900612
508,0,148,-77.151986,38.900996
508,0,350,-77.156961,38.899149
508,0,348,-77.157317,38.89719
508,0,1280,-77.15699,38.89781
39,0,132,-77.160237,38.899135
39,0,145,-77.160087,38.898986
40,0,133,-77.162273,38.897187
40,0,134,-77.160611,38.896049
40,0,144,-77.16051,38.896164
40,0,143,-77.162083,38.897235
42,0,135,-77.157834,38.894392
42,0,867,-77.157901,38.894504
42,0,502,-77.157675,38.894731
42,0,503,-77.157483,38.894382
43,0,136,-77.156524,38.889853
43,0,137,-77.156449,38.888168
43,0,138,-77.15679,38.886727
43,0,1181,-77.1567,38.886298
43,0,140,-77.156185,38.887912
43,0,1196,-77.1562,38.889834
43,0,1197,-77.1548,38.89121
43,0,1198,-77.1534,38.89196
43,0,1199,-77.1515,38.89252
43,0,1200,-77.1503,38.89281
43,0,1253,-77.150116,38.893073
43,0,1254,-77.151715,38.89264
43,0,1255,-77.153054,38.892287
43,0,1256,-77.154739,38.891444
43,0,141,-77.15642,38.891168
43,6,12280,-77.156804,38.887404
43,6,29140,-77.156715,38.886297
43,6,27058,-77.153991,38.887407
43,6,12286,-77.154841,38.887555
43,6,29139,-77.156943,38.886376
43,6,14681,-77.158269,38.88764
43,6,27079,-77.160128,38.888588
43,6,14680,-77.156532,38.889854
43,6,12285,-77.156443,38.888168
43,6,14682,-77.156189,38.887919
43,6,27091,-77.159506,38.889084
43,6,29114,-77.157015,38.88682
43,6,12012,-77.15624,38.889818
43,6,27171,-77.154766,38.891227
43,6,27187,-77.153391,38.89198
43,6,27199,-77.151621,38.892512
43,6,27202,-77.150297,38.892802
43,18,3567,-77.157164,38.886602
43,18,3604,-77.157324,38.887227
51,0,579,-77.09838,38.884804
51,0,1154,-77.098939,38.886133
51,0,812,-77.098234,38.884734
51,6,12255,-77.099,38.886149
3215,0,338,-77.10869,38.876137
3215,0,339,-77.107651,38.875519
3215,0,289,-77.104912,38.873571
3215,0,285,-77.102958,38.87205
3215,0,1322,-77.11019,38.8746
3215,0,1323,-77.1109,38.8731
3215,0,1324,-77.1084,38.8718
3215,0,1303,-77.1085,38.8721
3215,0,1304,-77.111,38.8733
3215,0,1305,-77.1096,38.8748
3215,0,337,-77.108506,38.876432
3215,0,287,-77.103375,38.872723
3215,0,288,-77.104923,38.873799
3215,0,290,-77.106132,38.874686
3215,0,340,-77.107263,38.875493
3215,6,10448,-77.108666,38.87613
3215,6,26888,-77.109847,38.874867
3215,6,12680,-77.110869,38.87305
3215,6,31571,-77.10846,38.871784
3215,6,31570,-77.108484,38.872072
3215,6,10687,-77.110888,38.873261
3215,6,26882,-77.10998,38.874593
3215,6,11774,-77.10858,38.876478
3215,6,10451,-77.107653,38.875528
3215,6,10453,-77.106491,38.874697
3215,6,10982,-77.104792,38.873475
3215,6,26835,-77.102938,38.872045
3215,6,10456,-77.103411,38.872743
3215,6,11576,-77.104943,38.873804
3215,6,10452,-77.106163,38.874703
3215,6,10450,-77.107325,38.875517
3215,6,8273,-77.114982,38.869811
3215,6,8276,-77.112508,38.869792
3215,6,10689,-77.11182,38.871055
3215,6,12676,-77.107808,38.871845
3215,6,11577,-77.10683,38.872623
3215,6,10455,-77.105473,38.873596
3215,6,26880,-77.104357,38.874182
3215,6,26879,-77.104702,38.874223
3215,6,10454,-77.105648,38.873672
3215,6,11580,-77.106785,38.872826
3215,6,10406,-77.11145,38.872763
3215,6,10690,-77.111801,38.871675
3215,6,8275,-77.112886,38.869943
3215,6,11519,-77.114501,38.869987
61,0,284,-77.100215,38.869988
61,0,283,-77.099995,38.870168
61,6,26812,-77.100201,38.869984
61,6,26815,-77.100012,38.870184
8806,0,273,-77.098346,38.868553
8806,0,268,-77.094862,38.866471
8806,0,262,-77.092597,38.864809
8806,0,265,-77.09287,38.86551
8806,0,267,-77.094768,38.866626
8806,0,269,-77.09631,38.86762
8806,0,272,-77.098429,38.868802
8806,6,10551,-77.09836,38.868573
8806,6,10550,-77.097379,38.867978
8806,6,10508,-77.094843,38.866479
8806,6,10547,-77.0926,38.86486
8806,6,10509,-77.092905,38.865523
8806,6,26784,-77.09476,38.866622
8806,6,10506,-77.096342,38.867619
8806,6,10504,-77.098442,38.868808
8806,6,26816,-77.089808,38.870507
8806,6,26814,-77.091146,38.870187
8806,6,8284,-77.092498,38.869855
8806,6,8279,-77.09493,38.869269
8806,6,26796,-77.096636,38.868836
8806,6,8278,-77.097146,38.86857
8806,6,26800,-77.096207,38.868778
8806,6,8285,-77.094607,38.869214
8806,6,8280,-77.092771,38.869672
8806,6,26813,-77.091398,38.870017
8806,6,26823,-77.088527,38.870721
596,0,254,-77.092225,38.861576
596,0,251,-77.095501,38.860498
596,0,994,-77.087136,38.862261
596,0,1096,-77.08678,38.862707
596,0,1095,-77.091764,38.861409
596,0,252,-77.0936,38.8608
596,0,1094,-77.09121,38.861346
596,0,1097,-77.086579,38.862577
596,0,1076,-77.0877,38.8681
596,0,992,-77.087871,38.866039
596,0,993,-77.087525,38.864406
596,0,1009,-77.086861,38.86203
596,0,1010,-77.086937,38.86288
596,0,1011,-77.087166,38.863913
596,0,1012,-77.087526,38.865645
596,0,985,-77.087856,38.867474
596,0,250,-77.095991,38.860145
596,0,255,-77.091872,38.861734
596,6,9818,-77.092231,38.861544
596,6,10545,-77.091879,38.861791
596,6,29131,-77.086858,38.86204
596,6,12233,-77.086949,38.862876
596,6,12215,-77.087175,38.863928
596,6,12214,-77.087554,38.865641
596,6,14396,-77.087886,38.867504
596,6,29132,-77.088162,38.868778
596,6,26795,-77.088337,38.868523
596,6,12235,-77.08785,38.865917
596,6,12234,-77.087515,38.864345
596,6,9736,-77.087105,38.862015
596,6,9740,-77.095954,38.860152
596,6,9738,-77.091209,38.861358
596,6,9820,-77.086591,38.862544
596,6,12216,-77.086828,38.862706
596,6,10511,-77.091136,38.861599
596,6,9816,-77.095549,38.860503
596,6,31519,-77.093589,38.860763
596,6,9737,-77.089284,38.861895
596,6,9819,-77.08847,38.862273
596,6,9817,-77.093668,38.860933
67,0,249,-77.099049,38.859533
67,0,247,-77.100698,38.859058
67,0,1330,-77.102,38.8594
67,0,1093,-77.100819,38.857659
67,0,1331,-77.1005,38.856
67,0,1141,-77.100729,38.858212
67,0,248,-77.099212,38.859276
67,0,1295,-77.1002,38.8562
67,0,1296,-77.1018,38.8596
67,0,246,-77.101427,38.858588
67,6,12671,-77.102017,38.859396
67,6,12664,-77.101824,38.859607
67,6,9742,-77.101513,38.858582
67,6,9814,-77.100719,38.859042
67,6,9741,-77.099193,38.859278
67,6,9815,-77.099048,38.859541
69,0,245,-77.10404,38.858095
69,0,244,-77.104579,38.857735
69,6,26635,-77.104021,38.858108
69,6,9743,-77.104536,38.857751
427,0,1101,-77.10838,38.85682
427,0,1092,-77.106618,38.855267
427,0,1139,-77.106035,38.854745
427,0,1100,-77.1089,38.8565
427,6,9811,-77.108409,38.856209
427,6,10123,-77.106864,38.855658
427,6,46787,-77.108755,38.856639
427,6,26585,-77.105963,38.855376
427,6,29240,-77.108372,38.856335
427,6,42439,-77.10894,38.856496
427,6,40000,-77.108405,38.856825
430,0,236,-77.112897,38.855729
430,0,235,-77.116978,38.8543
430,0,239,-77.118447,38.855668
430,0,297,-77.119226,38.857169
430,0,296,-77.118713,38.858684
430,0,294,-77.117328,38.859762
430,0,237,-77.112638,38.856335
430,0,303,-77.128049,38.860135
430,0,300,-77.125547,38.857135
430,0,879,-77.120082,38.857787
430,0,232,-77.11502,38.853934
430,0,231,-77.114876,38.853812
430,0,240,-77.112483,38.856487
430,0,293,-77.117265,38.859907
430,0,295,-77.118611,38.85895
430,0,299,-77.1202,38.857858
430,0,301,-77.125584,38.857285
430,0,302,-77.126746,38.858817
430,0,304,-77.128019,38.86041
430,0,305,-77.128748,38.861018
430,0,1135,-77.123261,38.855599
430,0,1136,-77.121351,38.856304
430,0,1137,-77.119075,38.856503
430,6,26595,-77.123917,38.855861
430,6,26610,-77.125589,38.856962
430,6,26652,-77.12676,38.858823
430,6,26683,-77.128739,38.861021
430,6,9582,-77.128007,38.860141
430,6,26606,-77.125351,38.85659
430,6,26589,-77.1237,38.855499
430,6,9748,-77.116195,38.854299
430,6,9810,-77.112366,38.855735
430,6,9746,-77.112954,38.855721
430,6,9808,-77.116989,38.854389
430,6,9809,-77.114942,38.854934
430,6,29351,-77.112606,38.856316
430,6,26590,-77.123085,38.855737
430,6,8496,-77.121393,38.856266
430,6,26605,-77.119159,38.856502
430,6,10012,-77.119168,38.857173
430,6,10014,-77.118727,38.85868
430,6,26668,-77.117324,38.859768
77,0,292,-77.113817,38.858555
77,0,291,-77.113716,38.858687
77,6,10018,-77.11382,38.858563
86,0,1201,-77.14719,38.89366
86,0,1252,-77.1477,38.89368
86,6,27219,-77.147662,38.893506
88,0,1204,-77.14357,38.89483
88,0,1203,-77.140655,38.895533
88,0,1249,-77.1416,38.8955
88,0,1250,-77.143821,38.894898
88,6,27238,-77.143877,38.89469
88,6,27255,-77.140652,38.89554
91,0,1207,-77.13072,38.896284
91,0,1244,-77.130318,38.896464
91,6,27282,-77.130728,38.89628
92,0,1208,-77.126788,38.896387
92,0,1243,-77.127268,38.896516
92,6,27289,-77.126815,38.896389
476,0,1209,-77.124131,38.897257
476,0,1210,-77.122101,38.897951
476,0,1211,-77.119602,38.898546
476,0,413,-77.116484,38.898057
476,0,415,-77.115254,38.89744
476,0,1022,-77.114199,38.897124
476,0,1212,-77.112375,38.896989
476,0,1213,-77.110067,38.896968
476,0,1214,-77.10794,38.896705
476,0,1215,-77.106056,38.896245
476,0,1216,-77.104387,38.895835
476,0,1217,-77.10099,38.89621
476,0,1235,-77.10259,38.89646
476,0,1236,-77.105866,38.896395
476,0,1237,-77.10701,38.896731
476,0,1238,-77.110032,38.897088
476,0,1239,-77.112876,38.897062
476,0,416,-77.114189,38.897227
476,0,414,-77.115134,38.897586
476,0,412,-77.117304,38.898489
476,0,1240,-77.11857,38.89868
476,0,1241,-77.121694,38.898319
476,0,1242,-77.123277,38.897781
476,0,1318,-77.1239,38.8977
476,0,1319,-77.1228,38.8964
476,0,426,-77.107579,38.892962
476,0,423,-77.107591,38.895009
476,0,419,-77.108139,38.8964
476,0,418,-77.108656,38.89753
476,0,417,-77.108882,38.897631
476,0,420,-77.108276,38.896232
476,0,424,-77.107775,38.894793
476,0,425,-77.107763,38.893542
476,0,1310,-77.1221,38.8959
476,0,1311,-77.1231,38.8972
476,6,10430,-77.123859,38.897718
476,6,27288,-77.122784,38.896378
476,6,10484,-77.122142,38.895891
476,6,27304,-77.123143,38.897211
476,6,27309,-77.124083,38.897285
476,6,27328,-77.122099,38.897965
476,6,27338,-77.119599,38.898557
476,6,27330,-77.11645,38.898044
476,6,27311,-77.115226,38.897433
476,6,27302,-77.114251,38.897132
476,6,27300,-77.112407,38.896998
476,6,27301,-77.110115,38.896978
476,6,27294,-77.10802,38.896724
476,6,27280,-77.106058,38.896249
476,6,27266,-77.104384,38.895833
476,6,27277,-77.101108,38.896186
216,0,1218,-77.097497,38.895836
216,0,1232,-77.094767,38.894982
216,0,1219,-77.092764,38.894547
216,0,1220,-77.090934,38.894754
216,0,1245,-77.088206,38.89533
216,0,1221,-77.085983,38.895954
216,0,1223,-77.078214,38.8978
216,0,1227,-77.0804,38.89759
216,0,1228,-77.086885,38.895995
216,0,1229,-77.089187,38.89542
216,0,1230,-77.091573,38.894971
216,0,1231,-77.094536,38.895243
216,0,1233,-77.097317,38.896112
216,0,487,-77.08595,38.89711
216,0,485,-77.083989,38.897941
216,0,483,-77.0816,38.8982
216,0,480,-77.078677,38.895989
216,0,481,-77.078807,38.896129
216,0,482,-77.081802,38.898238
216,0,484,-77.083686,38.898077
216,0,486,-77.08607,38.89718
216,0,494,-77.095558,38.896283
216,0,495,-77.095297,38.896857
216,6,27263,-77.097472,38.895841
216,6,27247,-77.094856,38.89503
216,6,27236,-77.092735,38.894556
216,6,27239,-77.091399,38.89469
216,6,27253,-77.088201,38.895342
216,6,27268,-77.085936,38.895981
216,6,27321,-77.078215,38.897798
111,0,1222,-77.082255,38.896279
111,6,27279,-77.082252,38.896293
546,0,995,-77.087358,38.860105
546,0,996,-77.087721,38.858872
546,0,207,-77.087975,38.856638
546,0,554,-77.091477,38.855469
546,0,997,-77.088282,38.857171
546,0,998,-77.088585,38.85611
546,0,1007,-77.088319,38.855799
546,0,1008,-77.08808,38.85693
546,0,934,-77.08749,38.85881
546,0,935,-77.08718,38.85973
546,6,10542,-77.089472,38.856307
546,6,10515,-77.089105,38.85611
546,6,12220,-77.088324,38.8558
546,6,8535,-77.088167,38.856557
546,6,12219,-77.08749,38.858853
546,6,12218,-77.087203,38.859809
546,6,12232,-77.087369,38.860083
546,6,12231,-77.087729,38.858875
546,6,26618,-77.088289,38.85716
546,6,12230,-77.088595,38.85611
119,0,204,-77.084659,38.857353
120,0,202,-77.081825,38.858024
120,0,201,-77.082637,38.85906
122,0,198,-77.082992,38.860947
123,0,195,-77.083518,38.863351
123,0,1098,-77.084432,38.863348
123,6,9821,-77.083575,38.863336
123,6,9735,-77.08442,38.863328
394,0,1156,-77.080546,38.864103
394,0,562,-77.080983,38.866838
394,0,563,-77.080636,38.865062
394,0,568,-77.08041,38.86498
394,0,569,-77.080813,38.866991
394,6,26741,-77.080507,38.864087
394,6,26743,-77.081016,38.864249
125,0,188,-77.0733,38.8638
125,0,193,-77.07289,38.862314
125,0,186,-77.0747,38.8633
125,0,1084,-77.07353,38.8647
125,0,564,-77.077835,38.86483
125,0,185,-77.075445,38.865621
125,0,567,-77.077526,38.865088
125,6,9732,-77.077848,38.864832
125,6,26763,-77.075412,38.865635
125,6,9824,-77.077566,38.865082
2042,0,1341,-77.05982,38.86251
2042,6,45651,-77.059747,38.862763
2042,6,8513,-77.059195,38.860618
2042,6,47135,-77.059305,38.862624
2042,6,12930,-77.059547,38.862421
2042,6,29127,-77.061241,38.860727
2042,6,10890,-77.063318,38.861497
2042,6,8510,-77.060172,38.860451
2042,6,47133,-77.059343,38.862399
2042,18,2252,-77.059577,38.862974
152,0,972,-77.075119,38.848509
152,0,973,-77.075575,38.847712
152,0,974,-77.077244,38.846514
152,0,975,-77.077372,38.848119
152,0,969,-77.071209,38.846828
152,0,970,-77.072814,38.847565
152,0,971,-77.07418,38.84875
152,0,949,-77.077496,38.848384
152,0,950,-77.077651,38.846886
152,0,951,-77.075833,38.846964
152,0,952,-77.075135,38.848186
152,0,953,-77.074272,38.848574
152,0,954,-77.072247,38.84711
152,0,955,-77.070538,38.846454
152,0,1193,-77.077474,38.845371
134,0,976,-77.074834,38.8515
134,0,977,-77.073814,38.852988
134,0,978,-77.072736,38.854401
134,0,979,-77.071893,38.855807
134,0,945,-77.072159,38.855623
134,0,946,-77.073046,38.854262
134,0,947,-77.073819,38.853196
134,0,948,-77.075243,38.851254
138,0,980,-77.06924,38.85913
138,0,943,-77.06951,38.85918
139,0,981,-77.067666,38.86375
139,0,942,-77.06785,38.863878
8437,0,982,-77.065268,38.865345
8437,0,941,-77.065263,38.865547
8437,6,29122,-77.063353,38.863624
8437,6,10889,-77.063417,38.864375
142,0,823,-77.061809,38.865691
142,0,565,-77.058972,38.865328
142,0,880,-77.060018,38.86572
142,0,822,-77.06224,38.86603
142,6,29123,-77.061781,38.865715
142,6,26761,-77.058949,38.865336
142,6,26769,-77.060052,38.865775
142,6,26775,-77.062237,38.866052
143,0,530,-77.054603,38.868426
143,1,884,-77.054212,38.8688
143,1,829,-77.054941,38.868187
143,6,29221,-77.0544,38.868649
143,6,29349,-77.053337,38.869439
143,6,29200,-77.054212,38.8688
143,6,29198,-77.054016,38.868934
143,6,29312,-77.053842,38.869058
143,6,12928,-77.053532,38.869354
143,6,29322,-77.054777,38.868367
143,6,39860,-77.053593,38.869236
143,6,28910,-77.053508,38.86931
143,10,22,-77.05411,38.868415
143,16,1613,-77.054364,38.868145
143,18,3234,-77.054104,38.868342
143,18,36,-77.054181,38.869101
143,18,2781,-77.055097,38.868297
144,0,1340,-77.08726,38.83954
144,0,1111,-77.08888,38.84068
144,0,1005,-77.089412,38.84193
144,0,1339,-77.0874,38.8394
144,0,1112,-77.08717,38.83962
144,0,1006,-77.08991,38.84243
144,1,719,-77.086843,38.839972
144,6,31507,-77.089385,38.841965
144,6,8596,-77.088239,38.841855
144,6,30012,-77.087389,38.839279
144,6,30008,-77.087419,38.839422
144,6,31503,-77.089907,38.842433
144,6,30007,-77.087258,38.839359
144,6,30011,-77.087456,38.839318
145,0,223,-77.084493,38.844742
