ACRES,TAZ,NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPSSTCO,REGION,SQMI,JUR,Shape_Leng,Shape_Area,TAZ_Area
27.11824550180,1.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04237225860,0,4424.23035359000,1181270.77406000000,1181270.78481000000
106.86641932200,2.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.16697878019,0,12411.87641570000,4655101.22567000000,4393599.85444000000
471.49782797100,3.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.73671535621,0,26714.58332050000,20538445.38640000000,5637205.56633000000
167.36163190500,4.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.26150254985,0,18949.69644310000,7290272.68580000000,4450011.58074000000
30.53983443800,5.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04771849131,0,6819.23224791000,1330315.18812000000,888539.27219400000
125.66182303300,6.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.19634659849,0,9852.75657249000,5473829.01130000000,1149237.89964000000
52.09415774390,7.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.08139712147,0,7582.54985246000,2269221.51132000000,1972554.11470000000
45.28689535260,8.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.07076077399,0,5774.41402737000,1972697.16156000000,1972697.22320000000
93.90103809160,9.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.14672037202,0,10193.92328850000,4090329.21927000000,3832797.70512000000
37.41646600750,10.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05846322814,0,6141.99593362000,1629861.25928000000,1629801.46910000000
61.77208263780,11.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.09651887912,0,8590.53113746000,2690791.91970000000,2690168.86291000000
41.28531684780,12.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.06450830757,0,5747.37793839000,1798388.40189000000,1798388.31611000000
32.14170033310,13.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05022140677,0,4725.63664520000,1400092.46651000000,1400092.55511000000
23.44924708020,14.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.03663944856,0,4156.34936078000,1021449.20281000000,1021449.05972000000
66.12044364510,15.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.10331319320,0,6822.59599703000,2880206.52518000000,2880206.61261000000
13.40958440820,16.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.02095247564,0,3856.67962965000,584121.49681900000,584121.41697300000
38.65779270700,17.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.06040280110,0,5290.39949625000,1683933.45032000000,1683933.50060000000
32.06742697260,18.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05010535464,0,5242.93049821000,1396857.11892000000,1396857.23980000000
27.19458279980,19.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04249153562,0,4435.30745480000,1184596.02676000000,1184595.98555000000
35.58017806020,20.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05559402822,0,4989.42921377000,1549872.55630000000,1549872.58221000000
19.77848546480,21.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.03090388354,0,4393.31059923000,861550.82684700000,861550.96535900000
31.18228549980,22.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04872232109,0,4821.60214605000,1358300.35637000000,1358300.45250000000
22.69629934940,23.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.03546296773,0,4162.58289573000,988650.79965900000,988650.75983200000
26.89087474850,24.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04201699179,0,4430.91708285000,1171366.50404000000,1171366.56665000000
41.53275466130,25.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.06489492916,0,5640.46633420000,1809166.79304000000,1809166.90422000000
29.82163279620,26.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04659630124,0,4827.54504058000,1299030.32460000000,1299030.29767000000
26.33460516220,27.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04114782057,0,4478.48510376000,1147135.40086000000,1147135.41002000000
38.16308963310,28.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05962982755,0,5827.53139422000,1662384.18442000000,1662384.24423000000
22.95797384760,29.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.03587183414,0,4568.49070852000,1000049.34080000000,1000049.27767000000
22.72071429930,30.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.03550111609,0,4119.93120187000,989714.31487600000,989714.25171300000
16.90244445700,31.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.02641006946,0,4009.95021928000,736270.48054900000,736270.38775400000
56.67472053580,32.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.08855425084,0,6843.66884761000,2468750.82654000000,2468750.79858000000
50.08270258660,33.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.07825422279,0,6102.71781000000,2181602.52467000000,2181602.49888000000
27.72828451780,34.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04332544456,0,4657.97850176000,1207844.07359000000,1207844.02092000000
29.16278640970,35.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04556685377,0,4842.62527488000,1270330.97601000000,1270331.02297000000
32.46116967220,36.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05072057761,0,5238.86536421000,1414008.55092000000,1414008.42078000000
32.32094448010,37.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05050147575,0,5374.92561410000,1407900.34155000000,1407900.28655000000
34.85012538340,38.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05445332091,0,5010.81470557000,1518071.46170000000,1518071.48908000000
27.37248311170,39.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04276950486,0,4518.52156988000,1192345.36435000000,1192345.36555000000
42.96696163700,40.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.06713587756,0,5911.92542009000,1871640.84891000000,1871640.95200000000
35.67601507980,41.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05574377356,0,5497.11991324000,1554047.21688000000,1554047.05362000000
40.85627726460,42.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.06383793323,0,5593.10798032000,1779699.43765000000,1779699.52537000000
34.24010105000,43.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.05350015789,0,5357.08514299000,1491498.80174000000,1491498.76400000000
28.34769994630,44.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.04429328117,0,5175.35778911000,1234825.80966000000,1234825.87148000000
20.03827199640,45.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.03130979999,0,4837.69157641000,872867.12816200000,872867.08762600000
23.06679157540,46.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.03604186184,0,4778.37587613000,1004789.44102000000,1004789.52086000000
44.21898548140,47.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.06909216481,0,5997.28873628000,1926179.00757000000,1926178.92860000000
59.20352831180,48.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.09250551299,0,7252.56303350000,2578905.69326000000,2578905.75732000000
39.64793971460,49.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.06194990580,0,5911.51559195000,1727064.25397000000,1727064.31268000000
51.00950683130,50.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.07970235442,0,8122.97583883000,2221974.11757000000,2123164.12875000000
109.47071093800,51.00000000000,District of Columbia,District of Columbia,11,1,11001,TPB Modeled Region,0.17104798584,0,11034.63694040000,4768544.16844000000,4749104.82389000000
