link_id,directed_route_id,route_short_name,from_node_id,to_node_id,hour,load,num_trips,period_capacity,vc,state,empty_seats,excess_riders
382,1.1,Yellow-S,1001,1073,5.0,326.5,6.0,4500.0,0.07255555555555555,OVERSUPPLY,4173.5,0.0
382,1.1,Yellow-S,1001,1073,6.0,1251.0,6.0,4500.0,0.278,BALANCED,3249.0,0.0
382,1.1,Yellow-S,1001,1073,7.0,2245.5,6.0,4500.0,0.499,BALANCED,2254.5,0.0
382,1.1,Yellow-S,1001,1073,8.0,3178.8333333333335,6.0,4500.0,0.7064074074074075,BALANCED,1321.1666666666665,0.0
382,1.1,Yellow-S,1001,1073,9.0,2231.6666666666665,6.0,4500.0,0.4959259259259259,BALANCED,2268.3333333333335,0.0
382,1.1,Yellow-S,1001,1073,10.0,1050.5,6.0,4500.0,0.23344444444444445,BALANCED,3449.5,0.0
382,1.1,Yellow-S,1001,1073,11.0,734.6666666666666,6.0,4500.0,0.16325925925925924,OVERSUPPLY,3765.3333333333335,0.0
382,1.1,Yellow-S,1001,1073,12.0,537.1666666666666,6.0,4500.0,0.11937037037037036,OVERSUPPLY,3962.8333333333335,0.0
382,1.1,Yellow-S,1001,1073,13.0,461.1666666666667,6.0,4500.0,0.10248148148148148,OVERSUPPLY,4038.8333333333335,0.0
382,1.1,Yellow-S,1001,1073,14.0,450.5,6.0,4500.0,0.10011111111111111,OVERSUPPLY,4049.5,0.0
382,1.1,Yellow-S,1001,1073,15.0,408.8333333333333,6.0,4500.0,0.09085185185185185,OVERSUPPLY,4091.1666666666665,0.0
382,1.1,Yellow-S,1001,1073,16.0,515.5,6.0,4500.0,0.11455555555555555,OVERSUPPLY,3984.5,0.0
382,1.1,Yellow-S,1001,1073,17.0,715.5,6.0,4500.0,0.159,OVERSUPPLY,3784.5,0.0
382,1.1,Yellow-S,1001,1073,18.0,605.0,6.0,4500.0,0.13444444444444445,OVERSUPPLY,3895.0,0.0
382,1.1,Yellow-S,1001,1073,19.0,341.3333333333333,6.0,4500.0,0.07585185185185185,OVERSUPPLY,4158.666666666667,0.0
382,1.1,Yellow-S,1001,1073,20.0,184.5,6.0,4500.0,0.041,OVERSUPPLY,4315.5,0.0
382,1.1,Yellow-S,1001,1073,21.0,169.0,4.0,3000.0,0.05633333333333333,OVERSUPPLY,2831.0,0.0
382,1.1,Yellow-S,1001,1073,22.0,218.83333333333334,3.0,2250.0,0.09725925925925927,OVERSUPPLY,2031.1666666666667,0.0
382,1.1,Yellow-S,1001,1073,23.0,138.16666666666666,3.0,2250.0,0.061407407407407404,OVERSUPPLY,2111.8333333333335,0.0
384,1.1,Yellow-S,1002,1074,5.0,153.16666666666666,6.0,4500.0,0.03403703703703703,OVERSUPPLY,4346.833333333333,0.0
384,1.1,Yellow-S,1002,1074,6.0,452.0,6.0,4500.0,0.10044444444444445,OVERSUPPLY,4048.0,0.0
384,1.1,Yellow-S,1002,1074,7.0,1118.6666666666667,6.0,4500.0,0.24859259259259261,BALANCED,3381.333333333333,0.0
384,1.1,Yellow-S,1002,1074,8.0,1792.6666666666667,6.0,4500.0,0.3983703703703704,BALANCED,2707.333333333333,0.0
384,1.1,Yellow-S,1002,1074,9.0,1255.5,6.0,4500.0,0.279,BALANCED,3244.5,0.0
384,1.1,Yellow-S,1002,1074,10.0,649.5,6.0,4500.0,0.14433333333333334,OVERSUPPLY,3850.5,0.0
384,1.1,Yellow-S,1002,1074,11.0,449.8333333333333,6.0,4500.0,0.09996296296296296,OVERSUPPLY,4050.1666666666665,0.0
384,1.1,Yellow-S,1002,1074,12.0,377.6666666666667,6.0,4500.0,0.08392592592592593,OVERSUPPLY,4122.333333333333,0.0
384,1.1,Yellow-S,1002,1074,13.0,333.3333333333333,6.0,4500.0,0.07407407407407407,OVERSUPPLY,4166.666666666667,0.0
384,1.1,Yellow-S,1002,1074,14.0,314.0,6.0,4500.0,0.06977777777777777,OVERSUPPLY,4186.0,0.0
384,1.1,Yellow-S,1002,1074,15.0,316.6666666666667,6.0,4500.0,0.07037037037037037,OVERSUPPLY,4183.333333333333,0.0
384,1.1,Yellow-S,1002,1074,16.0,424.6666666666667,6.0,4500.0,0.09437037037037037,OVERSUPPLY,4075.3333333333335,0.0
384,1.1,Yellow-S,1002,1074,17.0,602.6666666666666,6.0,4500.0,0.13392592592592592,OVERSUPPLY,3897.3333333333335,0.0
384,1.1,Yellow-S,1002,1074,18.0,496.3333333333333,6.0,4500.0,0.1102962962962963,OVERSUPPLY,4003.6666666666665,0.0
384,1.1,Yellow-S,1002,1074,19.0,277.8333333333333,6.0,4500.0,0.061740740740740735,OVERSUPPLY,4222.166666666667,0.0
384,1.1,Yellow-S,1002,1074,20.0,138.16666666666666,6.0,4500.0,0.030703703703703702,OVERSUPPLY,4361.833333333333,0.0
384,1.1,Yellow-S,1002,1074,21.0,125.0,4.0,3000.0,0.041666666666666664,OVERSUPPLY,2875.0,0.0
384,1.1,Yellow-S,1002,1074,22.0,189.66666666666666,3.0,2250.0,0.08429629629629629,OVERSUPPLY,2060.3333333333335,0.0
384,1.1,Yellow-S,1002,1074,23.0,121.33333333333333,3.0,2250.0,0.053925925925925926,OVERSUPPLY,2128.6666666666665,0.0
386,1.1,Yellow-S,1003,1075,5.0,168.66666666666666,6.0,4500.0,0.03748148148148148,OVERSUPPLY,4331.333333333333,0.0
386,1.1,Yellow-S,1003,1075,6.0,460.5,6.0,4500.0,0.10233333333333333,OVERSUPPLY,4039.5,0.0
386,1.1,Yellow-S,1003,1075,7.0,809.5,6.0,4500.0,0.17988888888888888,OVERSUPPLY,3690.5,0.0
386,1.1,Yellow-S,1003,1075,8.0,1066.1666666666667,6.0,4500.0,0.23692592592592596,BALANCED,3433.833333333333,0.0
386,1.1,Yellow-S,1003,1075,9.0,768.1666666666666,6.0,4500.0,0.1707037037037037,OVERSUPPLY,3731.8333333333335,0.0
386,1.1,Yellow-S,1003,1075,10.0,336.6666666666667,6.0,4500.0,0.07481481481481482,OVERSUPPLY,4163.333333333333,0.0
386,1.1,Yellow-S,1003,1075,11.0,217.5,6.0,4500.0,0.04833333333333333,OVERSUPPLY,4282.5,0.0
386,1.1,Yellow-S,1003,1075,12.0,121.0,6.0,4500.0,0.02688888888888889,OVERSUPPLY,4379.0,0.0
386,1.1,Yellow-S,1003,1075,13.0,94.66666666666667,6.0,4500.0,0.021037037037037038,OVERSUPPLY,4405.333333333333,0.0
386,1.1,Yellow-S,1003,1075,14.0,102.5,6.0,4500.0,0.02277777777777778,OVERSUPPLY,4397.5,0.0
386,1.1,Yellow-S,1003,1075,15.0,70.0,6.0,4500.0,0.015555555555555555,OVERSUPPLY,4430.0,0.0
386,1.1,Yellow-S,1003,1075,16.0,76.33333333333333,6.0,4500.0,0.01696296296296296,OVERSUPPLY,4423.666666666667,0.0
386,1.1,Yellow-S,1003,1075,17.0,99.33333333333333,6.0,4500.0,0.022074074074074072,OVERSUPPLY,4400.666666666667,0.0
386,1.1,Yellow-S,1003,1075,18.0,91.33333333333333,6.0,4500.0,0.020296296296296295,OVERSUPPLY,4408.666666666667,0.0
386,1.1,Yellow-S,1003,1075,19.0,51.333333333333336,6.0,4500.0,0.011407407407407408,OVERSUPPLY,4448.666666666667,0.0
386,1.1,Yellow-S,1003,1075,20.0,35.333333333333336,6.0,4500.0,0.007851851851851853,OVERSUPPLY,4464.666666666667,0.0
386,1.1,Yellow-S,1003,1075,21.0,30.333333333333332,4.0,3000.0,0.01011111111111111,OVERSUPPLY,2969.6666666666665,0.0
386,1.1,Yellow-S,1003,1075,22.0,20.0,3.0,2250.0,0.008888888888888889,OVERSUPPLY,2230.0,0.0
386,1.1,Yellow-S,1003,1075,23.0,10.833333333333332,3.0,2250.0,0.004814814814814814,OVERSUPPLY,2239.1666666666665,0.0
388,1.1,Yellow-S,1004,1010,5.0,39.333333333333336,6.0,4500.0,0.008740740740740742,OVERSUPPLY,4460.666666666667,0.0
388,1.1,Yellow-S,1004,1010,6.0,392.1666666666667,6.0,4500.0,0.08714814814814816,OVERSUPPLY,4107.833333333333,0.0
388,1.1,Yellow-S,1004,1010,7.0,583.6666666666666,6.0,4500.0,0.12970370370370368,OVERSUPPLY,3916.3333333333335,0.0
388,1.1,Yellow-S,1004,1010,8.0,788.8333333333334,6.0,4500.0,0.1752962962962963,OVERSUPPLY,3711.1666666666665,0.0
388,1.1,Yellow-S,1004,1010,9.0,647.3333333333334,6.0,4500.0,0.14385185185185187,OVERSUPPLY,3852.6666666666665,0.0
388,1.1,Yellow-S,1004,1010,10.0,465.5,6.0,4500.0,0.10344444444444445,OVERSUPPLY,4034.5,0.0
388,1.1,Yellow-S,1004,1010,11.0,425.6666666666667,6.0,4500.0,0.0945925925925926,OVERSUPPLY,4074.3333333333335,0.0
388,1.1,Yellow-S,1004,1010,12.0,414.1666666666667,6.0,4500.0,0.09203703703703704,OVERSUPPLY,4085.8333333333335,0.0
388,1.1,Yellow-S,1004,1010,13.0,407.5,6.0,4500.0,0.09055555555555556,OVERSUPPLY,4092.5,0.0
388,1.1,Yellow-S,1004,1010,14.0,527.5,6.0,4500.0,0.11722222222222223,OVERSUPPLY,3972.5,0.0
388,1.1,Yellow-S,1004,1010,15.0,752.3333333333334,6.0,4500.0,0.1671851851851852,OVERSUPPLY,3747.6666666666665,0.0
388,1.1,Yellow-S,1004,1010,16.0,1206.5,6.0,4500.0,0.26811111111111113,BALANCED,3293.5,0.0
388,1.1,Yellow-S,1004,1010,17.0,1801.8333333333333,6.0,4500.0,0.4004074074074074,BALANCED,2698.166666666667,0.0
388,1.1,Yellow-S,1004,1010,18.0,1186.8333333333333,6.0,4500.0,0.2637407407407407,BALANCED,3313.166666666667,0.0
388,1.1,Yellow-S,1004,1010,19.0,609.1666666666666,6.0,4500.0,0.13537037037037036,OVERSUPPLY,3890.8333333333335,0.0
388,1.1,Yellow-S,1004,1010,20.0,366.8333333333333,6.0,4500.0,0.08151851851851852,OVERSUPPLY,4133.166666666667,0.0
388,1.1,Yellow-S,1004,1010,21.0,283.0,4.0,3000.0,0.09433333333333334,OVERSUPPLY,2717.0,0.0
388,1.1,Yellow-S,1004,1010,22.0,239.83333333333334,3.0,2250.0,0.1065925925925926,OVERSUPPLY,2010.1666666666667,0.0
388,1.1,Yellow-S,1004,1010,23.0,173.0,3.0,2250.0,0.0768888888888889,OVERSUPPLY,2077.0,0.0
390,1.1,Yellow-S,1005,1011,5.0,30.666666666666664,6.0,4500.0,0.006814814814814814,OVERSUPPLY,4469.333333333333,0.0
