path_id,o_zone_id,d_zone_id,link_sequence
123,2,14,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643
124,2,14,25;1078;1088;1112;1106;1098;1122;1076;1079;29;614;674;719;692;668;737;702;643
125,2,15,13;388;400;444;408;431
126,2,15,14;390;402;446;410;433
127,2,16,25;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1093
128,2,16,25;1078;1088;1112;1105;240;680;656;742;380;1122;1076;1080;1102;1084;1093
129,2,17,25;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1110;1095
130,2,17,25;1078;1088;1112;1105;240;680;656;743;601;7;752;758;818;764;784;826;831;286;1110;1095
131,2,18,25;1078;1088;1112;1105;240;680;656;742;372;597;587;583;576;593;570;572;595;579
132,2,18,25;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;576;593;570;572;595;579
133,2,19,25;1078;1088;1112;1105;240;680;655
134,2,19,25;1078;1088;1112;1105;245;1010;991
135,2,20,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;873
136,2,20,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;995
137,2,21,25;1078;1088;1112;1105;245;1010;992;1026;1004;997
138,2,21,23;976;986;1012;1010;992;1026;1004;997
139,2,22,13;388;400;443
140,2,22,14;390;402;445
141,2,23,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;877
142,2,23,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1001
143,2,24,25;1078;1088;1112;1105;240;680;656;742;374;745;604;616;676;721;694;669
144,2,24,25;1078;1088;1112;1105;240;680;656;742;375;747;606;618;678;723;696;671
145,2,25,25;1078;1088;1112;1105;245;1010;992;1026;1003
146,2,25,23;976;986;1012;1010;992;1026;1003
147,2,26,25;1078;1088;1112;1106;1098;1122;1076;1080;1101
148,2,26,25;1078;1088;1112;1105;240;680;656;742;374;745;604;616;675
149,2,27,24;1030;1034;1052;1038;1044;1042;1072;1067;1069;1055
150,2,27,13;388;399;49;1034;1052;1038;1044;1042;1072;1067;1069;1055
151,2,28,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;874;898;883
152,2,28,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1024;1007
153,2,29,25;1078;1088;1112;1105
154,2,29,23;976;985;93;574;590;299;1112;1105
155,2,30,25;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1107
156,2,30,25;1078;1088;1112;1105;240;680;656;742;380;1122;1076;1080;1102;1084;1094;1107
157,2,31,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;124;646;687
158,2,31,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;125;648;689
159,2,32,25;1078;1088;1112;1105;240;680;656;742;372;597;587;583;575;112;749;750
160,2,32,25;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;575;112;749;750
161,2,33,25;1078;1088;1112;1105;240;680;656;742;374;745;604;616;676;721;693
162,2,33,25;1078;1088;1112;1105;245;1010;992;1025;374;745;604;616;676;721;693
163,2,34,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;124;646;688;709;697
164,2,34,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;125;648;690;711;699
165,2,35,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;736;364;739;703
166,2,35,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;736;365;741;705
167,2,36,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;124;646;688;708
168,2,36,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;125;648;690;710
169,2,37,25;1078;1088;1112;1105;240;680;656;743;601;7;752;758;818;764;784;826;831
170,2,37,25;1078;1088;1112;1105;240;680;656;743;601;8;754;760;820;766;786;828;833
171,2,38,23;976;985;93;574;590
172,2,38,25;1078;1087;93;574;590
173,2,39,25;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1110;1096;1113
174,2,39,25;1078;1088;1112;1105;240;680;656;743;601;7;752;758;818;764;784;826;831;286;1110;1096;1113
175,2,40,25;1078;1088;1112;1105;240;680;656;742;374;745;604;616;676;720
176,2,40,25;1078;1088;1112;1105;245;1010;992;1025;374;745;604;616;676;720
177,2,41,25;1078;1088;1112;1105;240;680;656;742;372;597;587;583;576;592
178,2,41,25;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;576;592
179,2,42,13;388;400;444;408;432;420;511;501
180,2,42,14;390;402;446;410;434;422;513;503
181,2,43,13;388;400;444;408;432;420;511;502;507
182,2,43,14;390;402;446;410;434;422;513;504;508
183,2,44,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;893
184,2,44,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1015
185,2,45,13;388;400;444;408;432;420;510
186,2,45,14;390;402;446;410;434;422;512
187,2,46,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;894;895
188,2,46,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1019
189,2,47,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;874;897
190,2,47,25;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1023
191,2,48,25;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;736
192,2,48,25;1078;1088;1112;1106;1098;1122;1076;1079;29;614;674;719;692;668;736
193,2,49,25;1078;1088;1112;1105;240;680;656;742;372;597;587;583;576;593;570;572;594
194,2,49,25;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;576;593;570;572;594
195,2,50,25;1078;1088;1112;1105;240;680;656;742
196,2,50,25;1078;1088;1112;1105;245;1010;992;1025
197,3,1,26;394;381
198,3,1,27;396;383
199,3,2,26;394;382;523;438;462;490;414;387
200,3,2,27;396;384;525;440;464;492;416;389
201,3,4,26;394;382;523;438;462;490;414;388;399
202,3,4,27;396;384;525;440;464;492;416;390;401
203,3,5,29;614;674;719;692;668;737;702;643;124;646;688;709;698;625
204,3,5,29;614;674;719;692;668;737;702;643;125;648;690;711;700;626
205,3,6,32;758;818;763
206,3,6,33;760;820;765
207,3,7,26;394;382;523;438;462;490;414;388;400;444;407
208,3,7,27;396;384;525;440;464;492;416;390;402;446;409
209,3,8,26;394;381;10;859;880;876;867;119;988;1014;981
210,3,8,27;396;383;10;859;880;876;867;119;988;1014;981
211,3,9,26;394;381;10;859;880;876;867;119;988;1014;982;1002;1016;1020;996;1024;1008;984
212,3,9,27;396;383;10;859;880;876;867;119;988;1014;982;1002;1016;1020;996;1024;1008;984
213,3,10,26;394;381;10;859;880;876;867;119;988;1014;981;74;570;571
214,3,10,27;396;383;10;859;880;876;867;119;988;1014;981;74;570;571
215,3,11,26;394;382;523;438;461;238;554;556;538
216,3,11,27;396;384;525;440;463;238;554;556;538
217,3,12,26;394;382;523;438;462;490;414;388;400;444;408;432;419
218,3,12,27;396;384;525;440;464;492;416;390;402;446;410;434;421
219,3,13,26;394;381;10;859;880;876;867
220,3,13,27;396;383;10;859;880;876;867
221,3,14,29;614;674;719;692;668;737;702;643
222,3,14,29;614;674;719;692;668;736;364;739;703;273;702;643
223,3,15,26;394;382;523;438;462;490;414;388;400;444;408;431
224,3,15,27;396;384;525;440;464;492;416;390;402;446;410;433
225,3,16,32;758;818;764;783
226,3,16,33;760;820;766;785
227,3,17,32;758;818;764;784;826;831;286;1110;1095
228,3,17,33;760;820;766;786;828;833;286;1110;1095
229,3,18,26;394;381;10;859;880;876;867;119;988;1014;981;74;570;572;595;579
230,3,18,27;396;383;10;859;880;876;867;119;988;1014;981;74;570;572;595;579
231,3,19,26;394;382;523;437
232,3,19,27;396;384;525;439
233,3,20,26;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;873
234,3,20,27;396;383;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;873
235,3,21,26;394;381;10;859;880;875
236,3,21,27;396;383;10;859;880;875
237,3,22,26;394;382;523;438;462;490;414;388;400;443
238,3,22,27;396;384;525;440;464;492;416;390;402;445
239,3,23,26;394;381;10;859;880;876;867;119;988;1014;981;78;865;877
240,3,23,27;396;383;10;859;880;876;867;119;988;1014;981;78;865;877
241,3,24,29;614;674;719;692;667
242,3,24,30;616;676;721;694;669
243,3,25,26;394;381;10;859;879
244,3,25,27;396;383;10;859;879
245,3,26,29;614;673
246,3,26,30;616;675
247,3,27,26;394;382;523;438;461;238;554;556;538;100;1040;1030;1034;1052;1038;1044;1042;1072;1067;1069;1055
248,3,27,27;396;384;525;440;463;238;554;556;538;100;1040;1030;1034;1052;1038;1044;1042;1072;1067;1069;1055
249,3,28,26;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;874;898;883
250,3,28,27;396;383;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;874;898;883
251,3,29,26;394;382;523;438;461
252,3,29,27;396;384;525;440;463
253,3,30,32;758;818;764;784;825
254,3,30,33;760;820;766;786;827
255,3,31,29;614;674;719;692;668;737;702;643;124;646;687
256,3,31,29;614;674;719;692;668;737;702;643;125;648;689
257,3,32,26;394;381;10;859;880;876;867;112;749;750
258,3,32,27;396;383;10;859;880;876;867;112;749;750
259,3,33,29;614;674;719;691
260,3,33,30;616;676;721;693
261,3,34,29;614;674;719;692;668;737;702;643;124;646;688;709;697
262,3,34,29;614;674;719;692;668;737;702;643;125;648;690;711;699
263,3,35,29;614;674;719;692;668;736;364;739;703
264,3,35,29;614;674;719;692;668;736;365;741;705
265,3,36,29;614;674;719;692;668;737;702;643;124;646;688;708
266,3,36,29;614;674;719;692;668;737;702;643;125;648;690;710
267,3,37,32;758;818;764;784;826;831
268,3,37,33;760;820;766;786;828;833
269,3,38,26;394;382;523;438;462;489
270,3,38,27;396;384;525;440;464;491
271,3,39,32;758;818;764;784;826;831;286;1110;1096;1113
272,3,39,33;760;820;766;786;828;833;286;1110;1096;1113
273,3,40,29;614;674;718
274,3,40,30;616;676;720
275,3,41,26;394;381;10;859;879;208;587;583;576;592
276,3,41,27;396;383;10;859;879;208;587;583;576;592
277,3,42,26;394;382;523;438;462;490;414;388;400;444;408;432;420;511;501
278,3,42,27;396;384;525;440;464;492;416;390;402;446;410;434;422;513;503
279,3,43,26;394;382;523;438;462;490;414;388;400;444;408;432;420;511;502;507
280,3,43,27;396;384;525;440;464;492;416;390;402;446;410;434;422;513;504;508
281,3,44,26;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;893
282,3,44,27;396;383;10;859;880;876;867;119;988;1014;981;78;865;878;893
283,3,45,26;394;382;523;438;462;490;414;388;400;444;408;432;420;510
284,3,45,27;396;384;525;440;464;492;416;390;402;446;410;434;422;512
285,3,46,26;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;894;895
286,3,46,27;396;383;10;859;880;876;867;119;988;1014;981;78;865;878;894;895
287,3,47,26;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;874;897
288,3,47,27;396;383;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;874;897
289,3,48,29;614;674;719;692;668;736
290,3,48,30;616;676;721;694;669;204;668;736
291,3,49,26;394;381;10;859;880;876;867;119;988;1014;981;74;570;572;594
292,3,49,27;396;383;10;859;880;876;867;119;988;1014;981;74;570;572;594
293,3,50,26;394;382;522
294,3,50,27;396;384;524
295,4,1,50;1082;1078;1088;1112;1105;240;680;656;743;601
296,4,1,50;1082;1078;1087;94;634;713;680;656;743;601
297,4,2,42;566;563
298,4,2,43;620;607
299,4,3,50;1082;1078;1088;1112;1106;1098;1122;1076;1079
300,4,3,50;1082;1078;1088;1112;1105;240;680;656;742;374;745;604;615
301,4,5,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;124;646;688;709;698;625
302,4,5,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;125;648;690;711;700;626
303,4,6,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1083
304,4,6,50;1082;1078;1088;1112;1105;240;680;656;742;380;1122;1076;1080;1102;1083
305,4,7,38;400;444;407
306,4,7,39;402;446;409
307,4,8,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981
308,4,8,48;978;976;986;1012;1010;992;1026;1004;998;988;1014;981
309,4,9,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1024;1008;984
310,4,9,48;978;976;986;1012;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1024;1008;984
311,4,10,50;1082;1078;1088;1112;1105;240;680;656;742;372;597;587;583;576;593;570;571
312,4,10,50;1082;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;576;593;570;571
313,4,11,48;978;976;985
314,4,11,50;1082;1078;1087
315,4,12,38;400;444;408;432;419
316,4,12,39;402;446;410;434;421
317,4,13,50;1082;1078;1088;1112;1105;240;680;656;742;372;597;587;583;575
318,4,13,50;1082;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;575
319,4,14,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643
320,4,14,50;1082;1078;1088;1112;1106;1098;1122;1076;1079;29;614;674;719;692;668;737;702;643
321,4,15,38;400;444;408;431
322,4,15,39;402;446;410;433
323,4,16,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1093
324,4,16,50;1082;1078;1088;1112;1105;240;680;656;742;380;1122;1076;1080;1102;1084;1093
325,4,17,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1110;1095
326,4,17,50;1082;1078;1088;1112;1105;240;680;656;743;601;7;752;758;818;764;784;826;831;286;1110;1095
327,4,18,50;1082;1078;1088;1112;1105;240;680;656;742;372;597;587;583;576;593;570;572;595;579
328,4,18,50;1082;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;576;593;570;572;595;579
329,4,19,50;1082;1078;1088;1112;1105;240;680;655
330,4,19,50;1082;1078;1088;1112;1105;245;1010;991
331,4,20,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;873
332,4,20,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;995
333,4,21,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;997
334,4,21,48;978;976;986;1012;1010;992;1026;1004;997
335,4,22,38;400;443
336,4,22,39;402;445
337,4,23,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;877
338,4,23,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1001
339,4,24,50;1082;1078;1088;1112;1105;240;680;656;742;374;745;604;616;676;721;694;669
340,4,24,50;1082;1078;1088;1112;1105;240;680;656;742;375;747;606;618;678;723;696;671
341,4,25,50;1082;1078;1088;1112;1105;245;1010;992;1026;1003
342,4,25,48;978;976;986;1012;1010;992;1026;1003
343,4,26,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101
344,4,26,50;1082;1078;1088;1112;1105;240;680;656;742;374;745;604;616;675
345,4,27,49;1034;1052;1038;1044;1042;1072;1067;1069;1055
346,4,27,38;400;443;192;1052;1038;1044;1042;1072;1067;1069;1055
347,4,28,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;874;898;883
348,4,28,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1024;1007
349,4,29,50;1082;1078;1088;1112;1105
350,4,29,48;978;976;985;93;574;590;299;1112;1105
351,4,30,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1107
352,4,30,50;1082;1078;1088;1112;1105;240;680;656;742;380;1122;1076;1080;1102;1084;1094;1107
353,4,31,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;124;646;687
354,4,31,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;125;648;689
355,4,32,50;1082;1078;1088;1112;1105;240;680;656;742;372;597;587;583;575;112;749;750
356,4,32,50;1082;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;575;112;749;750
357,4,33,50;1082;1078;1088;1112;1105;240;680;656;742;374;745;604;616;676;721;693
358,4,33,50;1082;1078;1088;1112;1105;245;1010;992;1025;374;745;604;616;676;721;693
359,4,34,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;124;646;688;709;697
360,4,34,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;125;648;690;711;699
361,4,35,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;736;364;739;703
362,4,35,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;736;365;741;705
363,4,36,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;124;646;688;708
364,4,36,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;737;702;643;125;648;690;710
365,4,37,50;1082;1078;1088;1112;1105;240;680;656;743;601;7;752;758;818;764;784;826;831
366,4,37,50;1082;1078;1088;1112;1105;240;680;656;743;601;8;754;760;820;766;786;828;833
367,4,38,48;978;976;985;93;574;590
368,4,38,50;1082;1078;1087;93;574;590
369,4,39,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1110;1096;1113
370,4,39,50;1082;1078;1088;1112;1105;240;680;656;743;601;7;752;758;818;764;784;826;831;286;1110;1096;1113
371,4,40,50;1082;1078;1088;1112;1105;240;680;656;742;374;745;604;616;676;720
372,4,40,50;1082;1078;1088;1112;1105;245;1010;992;1025;374;745;604;616;676;720
373,4,41,50;1082;1078;1088;1112;1105;240;680;656;742;372;597;587;583;576;592
374,4,41,50;1082;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;576;592
375,4,42,38;400;444;408;432;420;511;501
376,4,42,39;402;446;410;434;422;513;503
377,4,43,38;400;444;408;432;420;511;502;507
378,4,43,39;402;446;410;434;422;513;504;508
379,4,44,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;893
380,4,44,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1015
381,4,45,38;400;444;408;432;420;510
382,4,45,39;402;446;410;434;422;512
383,4,46,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;894;895
384,4,46,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1019
385,4,47,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;874;897
386,4,47,50;1082;1078;1088;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1023
387,4,48,50;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101;219;674;719;692;668;736
388,4,48,50;1082;1078;1088;1112;1106;1098;1122;1076;1079;29;614;674;719;692;668;736
389,4,49,50;1082;1078;1088;1112;1105;240;680;656;742;372;597;587;583;576;593;570;572;594
390,4,49,50;1082;1078;1088;1112;1105;245;1010;992;1025;372;597;587;583;576;593;570;572;594
391,4,50,50;1082;1078;1088;1112;1105;240;680;656;742
392,4,50,50;1082;1078;1088;1112;1105;245;1010;992;1025
393,5,1,51;406;478;486;468;426;480;517;450;472;496;456;394;381
394,5,1,51;406;478;485;277;488;470;428;482;519;452;473;261;472;496;456;394;381
395,5,2,51;406;478;486;468;426;480;517;450;472;496;456;394;382;523;438;462;490;414;387
396,5,2,51;406;478;485;277;488;470;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;387
397,5,3,51;406;478;486;468;426;480;517;450;472;496;455;226;1054;1031
398,5,3,51;406;478;486;468;426;480;517;450;472;496;456;393
399,5,4,51;406;478;486;468;426;480;517;450;472;496;456;394;382;523;438;462;490;414;388;399
400,5,4,51;406;478;485;277;488;470;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;388;399
401,5,6,51;406;478;486;468;426;480;517;450;472;496;455;222;818;763
402,5,6,51;406;478;486;468;426;480;517;450;472;496;455;223;820;765
403,5,7,51;406;478;486;468;426;480;517;450;472;496;456;394;382;523;438;462;490;414;388;400;444;407
