path_id,o_zone_id,d_zone_id,link_sequence
1113,12,19,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;655
1114,12,19,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;655
1115,12,20,105;640;649;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;873
1116,12,20,106;642;651;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;873
1117,12,21,105;640;649;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;997
1118,12,21,106;642;651;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;997
1119,12,22,105;640;649;136;990;980;999
1120,12,22,106;642;651;136;990;980;999
1121,12,23,105;640;649;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;877
1122,12,23,106;642;651;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;877
1123,12,24,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;676;721;694;669
1124,12,24,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;676;721;694;669
1125,12,25,105;640;649;136;990;980;1000;978;976;986;1012;1010;992;1026;1003
1126,12,25,106;642;651;136;990;980;1000;978;976;986;1012;1010;992;1026;1003
1127,12,26,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;675
1128,12,26,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;675
1129,12,27,107;1042;1072;1067;1069;1055
1130,12,27,102;420;510;347;1072;1067;1069;1055
1131,12,28,105;640;649;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;874;898;883
1132,12,28,106;642;651;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;874;898;883
1133,12,29,105;640;649;136;990;980;1000;978;976;985;93;574;590;299;1112;1105
1134,12,29,106;642;651;136;990;980;1000;978;976;985;93;574;590;299;1112;1105
1135,12,30,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;742;380;1122;1076;1080;1102;1084;1094;1107
1136,12,30,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;742;380;1122;1076;1080;1102;1084;1094;1107
1137,12,31,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;687
1138,12,31,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;687
1139,12,32,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;575;112;749;750
1140,12,32,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;575;112;749;750
1141,12,33,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;676;721;693
1142,12,33,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;676;721;693
1143,12,34,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;688;709;697
1144,12,34,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;688;709;697
1145,12,35,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;736;364;739;703
1146,12,35,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;736;364;739;703
1147,12,36,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;688;708
1148,12,36,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;688;708
1149,12,37,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;764;784;826;831
1150,12,37,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;764;784;826;831
1151,12,38,105;640;649;136;990;980;1000;978;976;985;93;574;590
1152,12,38,106;642;651;136;990;980;1000;978;976;985;93;574;590
1153,12,39,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;764;784;826;831;286;1110;1096;1113
1154,12,39,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;764;784;826;831;286;1110;1096;1113
1155,12,40,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;676;720
1156,12,40,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;676;720
1157,12,41,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;576;592
1158,12,41,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;576;592
1159,12,42,102;420;511;501
1160,12,42,103;422;513;503
1161,12,43,102;420;511;502;507
1162,12,43,103;422;513;504;508
1163,12,44,105;640;649;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;893
1164,12,44,106;642;651;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;893
1165,12,45,102;420;510
1166,12,45,103;422;512
1167,12,46,105;640;649;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;895
1168,12,46,106;642;651;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;895
1169,12,47,105;640;649;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;874;897
1170,12,47,106;642;651;136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;874;897
1171,12,48,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;736
1172,12,48,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;736
1173,12,49,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;576;593;570;572;594
1174,12,49,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;576;593;570;572;594
1175,12,50,105;640;649;136;990;980;1000;978;976;985;94;634;713;680;656;742
1176,12,50,106;642;651;136;990;980;1000;978;976;985;94;634;713;680;656;742
1177,13,1,113;778;800;812;751
1178,13,1,114;780;802;814;753
1179,13,2,109;541;548;552;561;368;523;438;462;490;414;387
1180,13,2,109;541;548;552;561;369;525;440;464;492;416;389
1181,13,3,113;778;800;812;752;757
1182,13,3,114;780;802;814;754;759
1183,13,4,109;541;548;552;561;368;523;438;462;490;414;388;399
1184,13,4,109;541;548;552;561;369;525;440;464;492;416;390;401
1185,13,5,113;778;800;812;752;758;817;219;674;719;692;668;737;702;643;124;646;688;709;698;625
1186,13,5,114;780;802;814;754;760;819;219;674;719;692;668;737;702;643;124;646;688;709;698;625
1187,13,6,113;778;800;812;752;758;818;763
1188,13,6,114;780;802;814;754;760;820;765
1189,13,7,109;541;548;552;561;368;523;438;462;490;414;388;400;444;407
1190,13,7,109;541;548;552;561;369;525;440;464;492;416;390;402;446;409
1191,13,8,119;988;1014;981
1192,13,8,110;576;592;320;1014;981
1193,13,9,119;988;1014;982;1002;1016;1020;996;1024;1008;984
1194,13,9,119;988;1014;981;78;865;877;200;1002;1016;1020;996;1024;1008;984
1195,13,10,119;988;1014;981;74;570;571
1196,13,10,110;576;593;570;571
1197,13,11,109;541;548;552;562;546;554;556;538
1198,13,11,109;541;548;552;561;368;523;438;461;238;554;556;538
1199,13,12,109;541;548;552;561;368;523;438;462;490;414;388;400;444;408;432;419
1200,13,12,109;541;548;552;561;369;525;440;464;492;416;390;402;446;410;434;421
1201,13,14,113;778;800;812;752;758;817;219;674;719;692;668;737;702;643
1202,13,14,114;780;802;814;754;760;819;219;674;719;692;668;737;702;643
1203,13,15,109;541;548;552;561;368;523;438;462;490;414;388;400;444;408;431
1204,13,15,109;541;548;552;561;369;525;440;464;492;416;390;402;446;410;433
1205,13,16,113;778;800;812;752;758;818;764;783
1206,13,16,114;780;802;814;754;760;820;766;785
1207,13,17,113;778;800;812;752;758;818;764;784;826;831;286;1110;1095
1208,13,17,114;780;802;814;754;760;820;766;786;828;833;286;1110;1095
1209,13,18,119;988;1014;981;74;570;572;595;579
1210,13,18,110;576;593;570;572;595;579
1211,13,19,109;541;548;552;562;545
1212,13,19,109;541;548;552;561;368;523;437
1213,13,20,119;988;1014;981;78;865;878;894;896;873
1214,13,20,119;988;1014;982;1002;1016;1020;995
1215,13,21,109;541;547
1216,13,21,113;778;799
1217,13,22,109;541;548;552;561;368;523;438;462;490;414;388;400;443
1218,13,22,109;541;548;552;561;369;525;440;464;492;416;390;402;445
1219,13,23,119;988;1014;981;78;865;877
1220,13,23,119;988;1014;982;1001
1221,13,24,113;778;800;812;752;758;817;219;674;719;692;667
1222,13,24,114;780;802;814;754;760;819;219;674;719;692;667
1223,13,25,109;541;548;551
1224,13,25,113;778;800;811
1225,13,26,113;778;800;812;752;758;817
1226,13,26,114;780;802;814;754;760;819
1227,13,27,109;541;548;552;561;379;1074;1050;1057;1063;1040;1030;1034;1052;1038;1044;1042;1072;1067;1069;1055
1228,13,27,109;541;548;552;562;545;164;1050;1057;1063;1040;1030;1034;1052;1038;1044;1042;1072;1067;1069;1055
1229,13,28,119;988;1014;981;78;865;878;894;896;874;898;883
1230,13,28,119;988;1014;982;1002;1016;1020;996;1024;1007
1231,13,29,109;541;548;552;561;368;523;438;461
1232,13,29,109;541;548;552;561;369;525;440;463
1233,13,30,113;778;800;812;752;758;818;764;784;825
1234,13,30,114;780;802;814;754;760;820;766;786;827
1235,13,31,113;778;800;812;752;758;817;219;674;719;692;668;737;702;643;124;646;687
1236,13,31,114;780;802;814;754;760;819;219;674;719;692;668;737;702;643;124;646;687
1237,13,32,112;749;750
1238,13,33,113;778;800;812;752;758;817;219;674;719;691
1239,13,33,114;780;802;814;754;760;819;219;674;719;691
1240,13,34,113;778;800;812;752;758;817;219;674;719;692;668;737;702;643;124;646;688;709;697
1241,13,34,113;778;800;812;752;758;817;219;674;719;692;668;737;702;643;125;648;690;711;699
1242,13,35,113;778;800;812;752;758;817;219;674;719;692;668;736;364;739;703
1243,13,35,114;780;802;814;754;760;819;219;674;719;692;668;736;364;739;703
1244,13,36,113;778;800;812;752;758;817;219;674;719;692;668;737;702;643;124;646;688;708
1245,13,36,113;778;800;812;752;758;817;219;674;719;692;668;737;702;643;125;648;690;710
1246,13,37,113;778;800;812;752;758;818;764;784;826;831
1247,13,37,114;780;802;814;754;760;820;766;786;828;833
1248,13,38,109;541;548;552;561;368;523;438;462;489
1249,13,38,109;541;548;552;561;369;525;440;464;491
1250,13,39,113;778;800;812;752;758;818;764;784;826;831;286;1110;1096;1113
1251,13,39,114;780;802;814;754;760;820;766;786;828;833;286;1110;1096;1113
1252,13,40,113;778;800;812;752;758;817;219;674;718
1253,13,40,114;780;802;814;754;760;819;219;674;718
1254,13,41,110;576;592
1255,13,41,119;988;1013
1256,13,42,109;541;548;552;561;368;523;438;462;490;414;388;400;444;408;432;420;511;501
1257,13,42,109;541;548;552;561;369;525;440;464;492;416;390;402;446;410;434;422;513;503
1258,13,43,109;541;548;552;561;368;523;438;462;490;414;388;400;444;408;432;420;511;502;507
1259,13,43,109;541;548;552;561;369;525;440;464;492;416;390;402;446;410;434;422;513;504;508
1260,13,44,119;988;1014;981;78;865;878;893
1261,13,44,119;988;1014;982;1002;1015
1262,13,45,109;541;548;552;561;368;523;438;462;490;414;388;400;444;408;432;420;510
1263,13,45,109;541;548;552;561;369;525;440;464;492;416;390;402;446;410;434;422;512
1264,13,46,119;988;1014;981;78;865;878;894;895
1265,13,46,119;988;1014;982;1002;1016;1019
1266,13,47,119;988;1014;981;78;865;878;894;896;874;897
1267,13,47,119;988;1014;982;1002;1016;1020;996;1023
1268,13,48,113;778;800;812;752;758;817;219;674;719;692;668;736
1269,13,48,114;780;802;814;754;760;819;219;674;719;692;668;736
1270,13,49,119;988;1014;981;74;570;572;594
1271,13,49,110;576;593;570;572;594
1272,13,50,109;541;548;552;561
1273,13,50,113;778;800;811;207;552;561
1274,14,1,121;428;482;519;452;473;261;472;496;456;394;381
1275,14,1,121;428;482;519;452;473;263;476;500;460;398;385
1276,14,2,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;387
1277,14,2,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;494;418;391
1278,14,3,121;428;482;519;452;473;261;472;496;455;226;1054;1031
1279,14,3,121;428;482;519;452;473;263;476;500;459;226;1054;1031
1280,14,4,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;388;399
1281,14,4,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;494;418;392;403
1282,14,5,124;646;688;709;698;625
1283,14,5,125;648;690;711;700;626
1284,14,6,121;428;482;519;452;473;261;472;496;455;222;818;763
1285,14,6,121;428;482;519;452;473;263;476;500;459;222;818;763
1286,14,7,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;388;400;444;407
1287,14,7,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;494;418;392;404;448;411
1288,14,8,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981
1289,14,8,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981
1290,14,9,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;982;1002;1016;1020;996;1024;1008;984
1291,14,9,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;982;1002;1016;1020;996;1024;1008;984
1292,14,10,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981;74;570;571
1293,14,10,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981;74;570;571
1294,14,11,121;428;482;519;452;473;261;472;496;456;394;382;523;438;461;238;554;556;538
1295,14,11,121;428;482;519;452;473;263;476;500;460;398;386;527;442;465;238;554;556;538
1296,14,12,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;388;400;444;408;432;419
1297,14,12,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;494;418;392;404;448;412;436;423
1298,14,13,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867
1299,14,13,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867
1300,14,15,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;388;400;444;408;431
1301,14,15,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;494;418;392;404;448;412;435
1302,14,16,121;428;482;519;452;473;261;472;496;455;222;818;764;783
1303,14,16,121;428;482;519;452;473;263;476;500;459;222;818;764;783
1304,14,17,121;428;482;519;452;473;261;472;496;455;222;818;764;784;826;831;286;1110;1095
1305,14,17,121;428;482;519;452;473;263;476;500;459;222;818;764;784;826;831;286;1110;1095
1306,14,18,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981;74;570;572;595;579
1307,14,18,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981;74;570;572;595;579
1308,14,19,121;428;482;519;452;473;261;472;496;456;394;382;523;437
1309,14,19,121;428;482;519;452;473;263;476;500;460;398;386;527;441
1310,14,20,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;873
1311,14,20,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;873
1312,14,21,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;875
1313,14,21,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;875
1314,14,22,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;388;400;443
1315,14,22,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;494;418;392;404;447
1316,14,23,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981;78;865;877
1317,14,23,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981;78;865;877
1318,14,24,120;426;480;517;449
1319,14,24,121;428;482;519;451
1320,14,25,121;428;482;519;452;473;261;472;496;456;394;381;10;859;879
1321,14,25,121;428;482;519;452;473;263;476;500;460;398;385;10;859;879
1322,14,26,121;428;482;519;452;473;261;472;496;455
1323,14,26,121;428;482;519;452;473;263;476;500;459
1324,14,27,121;428;482;519;452;473;261;472;496;456;394;382;523;438;461;238;554;556;538;100;1040;1030;1034;1052;1038;1044;1042;1072;1067;1069;1055
1325,14,27,121;428;482;519;452;473;263;476;500;460;398;386;527;442;465;238;554;556;538;100;1040;1030;1034;1052;1038;1044;1042;1072;1067;1069;1055
1326,14,28,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;874;898;883
1327,14,28,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;874;898;883
1328,14,29,121;428;482;519;452;473;261;472;496;456;394;382;523;438;461
1329,14,29,121;428;482;519;452;473;263;476;500;460;398;386;527;442;465
1330,14,30,121;428;482;519;452;473;261;472;496;455;222;818;764;784;825
1331,14,30,121;428;482;519;452;473;263;476;500;459;222;818;764;784;825
1332,14,31,124;646;687
1333,14,31,125;648;689
1334,14,32,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;112;749;750
1335,14,32,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;112;749;750
1336,14,33,121;428;482;519;452;473
1337,14,33,120;426;479;271;482;519;452;473
1338,14,34,124;646;688;709;697
1339,14,34,125;648;690;711;699
1340,14,35,120;426;479
1341,14,35,121;428;481
1342,14,36,124;646;688;708
1343,14,36,125;648;690;710
1344,14,37,121;428;482;519;452;473;261;472;496;455;222;818;764;784;826;831
1345,14,37,121;428;482;519;452;473;263;476;500;459;222;818;764;784;826;831
1346,14,38,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;489
1347,14,38,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;493
1348,14,39,121;428;482;519;452;473;261;472;496;455;222;818;764;784;826;831;286;1110;1096;1113
1349,14,39,121;428;482;519;452;473;263;476;500;459;222;818;764;784;826;831;286;1110;1096;1113
1350,14,40,121;428;482;519;452;473;261;472;495
1351,14,40,121;428;482;519;452;473;263;476;499
1352,14,41,121;428;482;519;452;473;261;472;496;456;394;381;10;859;879;208;587;583;576;592
1353,14,41,121;428;482;519;452;473;263;476;500;460;398;385;10;859;879;208;587;583;576;592
1354,14,42,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;388;400;444;408;432;420;511;501
1355,14,42,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;494;418;392;404;448;412;436;424;515;505
1356,14,43,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;388;400;444;408;432;420;511;502;507
1357,14,43,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;494;418;392;404;448;412;436;424;515;506;509
1358,14,44,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;893
1359,14,44,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981;78;865;878;893
1360,14,45,121;428;482;519;452;473;261;472;496;456;394;382;523;438;462;490;414;388;400;444;408;432;420;510
1361,14,45,121;428;482;519;452;473;263;476;500;460;398;386;527;442;466;494;418;392;404;448;412;436;424;514
1362,14,46,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;894;895
1363,14,46,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981;78;865;878;894;895
1364,14,47,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;874;897
1365,14,47,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981;78;865;878;894;896;874;897
1366,14,48,120;426;480;516
1367,14,48,121;428;482;518
1368,14,49,121;428;482;519;452;473;261;472;496;456;394;381;10;859;880;876;867;119;988;1014;981;74;570;572;594
1369,14,49,121;428;482;519;452;473;263;476;500;460;398;385;10;859;880;876;867;119;988;1014;981;74;570;572;594
1370,14,50,121;428;482;519;452;473;261;472;496;456;394;382;522
1371,14,50,121;428;482;519;452;473;263;476;500;460;398;386;526
1372,15,1,136;990;980;1000;978;976;985;94;634;713;680;656;743;601
1373,15,1,136;990;980;1000;978;976;985;93;574;590;299;1112;1105;240;680;656;743;601
1374,15,2,136;990;980;999;185;585;566;563
1375,15,2,136;990;980;999;187;664;622;609
1376,15,3,136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;615
1377,15,3,136;990;980;1000;978;976;985;94;634;713;680;656;742;375;747;606;617
1378,15,4,136;990;980;999;185;585;565
1379,15,4,136;990;980;999;187;664;621
1380,15,5,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;688;709;698;625
1381,15,5,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;125;648;690;711;700;626
1382,15,6,136;990;980;1000;978;976;985;94;634;713;680;656;742;380;1122;1076;1080;1102;1083
1383,15,6,136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;763
1384,15,7,130;578;567
1385,15,7,136;990;979
1386,15,8,136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981
1387,15,8,136;990;980;1000;978;976;985;93;574;590;299;1112;1105;245;1010;992;1026;1004;998;988;1014;981
1388,15,9,136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1024;1008;984
1389,15,9,136;990;980;1000;978;976;985;93;574;590;299;1112;1105;245;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1024;1008;984
1390,15,10,136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;576;593;570;571
1391,15,10,136;990;980;1000;978;976;985;94;634;713;680;655;157;581;597;587;583;576;593;570;571
1392,15,11,136;990;980;1000;978;976;985
1393,15,11,136;990;980;999;185;585;566;563;23;976;985
1394,15,12,126;432;419
1395,15,12,127;434;421
1396,15,13,136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;575
1397,15,13,136;990;980;1000;978;976;985;94;634;713;680;655;157;581;597;587;583;575
1398,15,14,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643
1399,15,14,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;736;364;739;703;273;702;643
1400,15,16,136;990;980;1000;978;976;985;94;634;713;680;656;742;380;1122;1076;1080;1102;1084;1093
1401,15,16,136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;764;783
1402,15,17,136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;764;784;826;831;286;1110;1095
1403,15,17,136;990;980;1000;978;976;985;94;634;713;680;656;743;601;8;754;760;820;766;786;828;833;286;1110;1095
1404,15,18,136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;576;593;570;572;595;579
1405,15,18,136;990;980;1000;978;976;985;94;634;713;680;655;157;581;597;587;583;576;593;570;572;595;579
1406,15,19,136;990;980;1000;978;976;985;94;634;713;680;655
1407,15,19,136;990;980;1000;978;976;986;1012;1010;991
1408,15,20,136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;873
1409,15,20,136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;995
1410,15,21,136;990;980;1000;978;976;986;1012;1010;992;1026;1004;997
1411,15,21,136;990;980;1000;978;976;985;93;574;590;299;1112;1105;245;1010;992;1026;1004;997
1412,15,22,136;990;980;999
1413,15,22,130;578;567;65;628;661
1414,15,23,136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;877
1415,15,23,136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;982;1001
1416,15,24,136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;676;721;694;669
1417,15,24,136;990;980;1000;978;976;985;94;634;713;680;656;742;375;747;606;618;678;723;696;671
1418,15,25,136;990;980;1000;978;976;986;1012;1010;992;1026;1003
1419,15,25,136;990;980;1000;978;976;985;93;574;590;299;1112;1105;245;1010;992;1026;1003
1420,15,26,136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;675
1421,15,26,136;990;980;1000;978;976;985;94;634;713;680;656;742;375;747;606;618;677
1422,15,27,137;1044;1042;1072;1067;1069;1055
1423,15,27,126;432;419;107;1042;1072;1067;1069;1055
1424,15,28,136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;981;78;865;878;894;896;874;898;883
1425,15,28,136;990;980;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1024;1007
1426,15,29,136;990;980;1000;978;976;985;93;574;590;299;1112;1105
1427,15,29,136;990;980;1000;978;976;985;94;634;712;299;1112;1105
1428,15,30,136;990;980;1000;978;976;985;94;634;713;680;656;742;380;1122;1076;1080;1102;1084;1094;1107
1429,15,30,136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;764;784;825
1430,15,31,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;687
1431,15,31,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;125;648;689
1432,15,32,136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;575;112;749;750
1433,15,32,136;990;980;1000;978;976;985;94;634;713;680;655;157;581;597;587;583;575;112;749;750
1434,15,33,136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;676;721;693
1435,15,33,136;990;980;1000;978;976;985;94;634;713;680;656;742;375;747;606;618;678;723;695
1436,15,34,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;688;709;697
1437,15,34,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;125;648;690;711;699
1438,15,35,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;736;364;739;703
1439,15,35,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;736;365;741;705
1440,15,36,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;124;646;688;708
1441,15,36,136;990;980;1000;978;976;985;94;634;713;680;656;743;602;614;674;719;692;668;737;702;643;125;648;690;710
1442,15,37,136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;764;784;826;831
1443,15,37,136;990;980;1000;978;976;985;94;634;713;680;656;743;601;8;754;760;820;766;786;828;833
1444,15,38,136;990;980;1000;978;976;985;93;574;590
1445,15,38,136;990;980;1000;978;976;985;94;634;712
1446,15,39,136;990;980;1000;978;976;985;94;634;713;680;656;743;601;7;752;758;818;764;784;826;831;286;1110;1096;1113
1447,15,39,136;990;980;1000;978;976;985;94;634;713;680;656;743;601;8;754;760;820;766;786;828;833;286;1110;1096;1113
1448,15,40,136;990;980;1000;978;976;985;94;634;713;680;656;742;374;745;604;616;676;720
1449,15,40,136;990;980;1000;978;976;985;94;634;713;680;656;742;375;747;606;618;678;722
1450,15,41,136;990;980;1000;978;976;985;94;634;713;680;656;742;372;597;587;583;576;592
1451,15,41,136;990;980;1000;978;976;985;94;634;713;680;655;157;581;597;587;583;576;592
1452,15,42,126;432;420;511;501
1453,15,42,127;434;422;513;503
