link_id,directed_route_id,hour,num_trips,vehicle_capacity,period_capacity
388,1.1,23,3,750.0,2250.0
390,1.1,0,0,750.0,0.0
390,1.1,1,0,750.0,0.0
390,1.1,4,4,750.0,3000.0
390,1.1,5,6,750.0,4500.0
390,1.1,6,6,750.0,4500.0
390,1.1,7,6,750.0,4500.0
390,1.1,8,6,750.0,4500.0
390,1.1,9,6,750.0,4500.0
390,1.1,10,6,750.0,4500.0
390,1.1,11,6,750.0,4500.0
390,1.1,12,6,750.0,4500.0
390,1.1,13,6,750.0,4500.0
390,1.1,14,6,750.0,4500.0
390,1.1,15,6,750.0,4500.0
390,1.1,16,6,750.0,4500.0
390,1.1,17,6,750.0,4500.0
390,1.1,18,6,750.0,4500.0
390,1.1,19,6,750.0,4500.0
390,1.1,20,6,750.0,4500.0
390,1.1,21,4,750.0,3000.0
390,1.1,22,3,750.0,2250.0
390,1.1,23,3,750.0,2250.0
392,1.1,0,0,750.0,0.0
392,1.1,1,0,750.0,0.0
392,1.1,4,4,750.0,3000.0
392,1.1,5,6,750.0,4500.0
392,1.1,6,6,750.0,4500.0
392,1.1,7,6,750.0,4500.0
392,1.1,8,6,750.0,4500.0
392,1.1,9,6,750.0,4500.0
392,1.1,10,6,750.0,4500.0
392,1.1,11,6,750.0,4500.0
392,1.1,12,6,750.0,4500.0
392,1.1,13,6,750.0,4500.0
392,1.1,14,6,750.0,4500.0
392,1.1,15,6,750.0,4500.0
392,1.1,16,6,750.0,4500.0
392,1.1,17,6,750.0,4500.0
392,1.1,18,6,750.0,4500.0
392,1.1,19,6,750.0,4500.0
392,1.1,20,6,750.0,4500.0
392,1.1,21,4,750.0,3000.0
392,1.1,22,3,750.0,2250.0
392,1.1,23,3,750.0,2250.0
394,1.1,0,0,750.0,0.0
394,1.1,1,0,750.0,0.0
394,1.1,4,4,750.0,3000.0
394,1.1,5,6,750.0,4500.0
394,1.1,6,6,750.0,4500.0
394,1.1,7,6,750.0,4500.0
394,1.1,8,6,750.0,4500.0
394,1.1,9,6,750.0,4500.0
394,1.1,10,6,750.0,4500.0
394,1.1,11,6,750.0,4500.0
394,1.1,12,6,750.0,4500.0
394,1.1,13,6,750.0,4500.0
394,1.1,14,6,750.0,4500.0
394,1.1,15,6,750.0,4500.0
394,1.1,16,6,750.0,4500.0
394,1.1,17,6,750.0,4500.0
394,1.1,18,6,750.0,4500.0
394,1.1,19,6,750.0,4500.0
394,1.1,20,6,750.0,4500.0
394,1.1,21,4,750.0,3000.0
394,1.1,22,3,750.0,2250.0
394,1.1,23,3,750.0,2250.0
396,1.1,0,0,750.0,0.0
396,1.1,1,0,750.0,0.0
396,1.1,4,4,750.0,3000.0
396,1.1,5,6,750.0,4500.0
396,1.1,6,6,750.0,4500.0
396,1.1,7,6,750.0,4500.0
396,1.1,8,6,750.0,4500.0
396,1.1,9,6,750.0,4500.0
396,1.1,10,6,750.0,4500.0
396,1.1,11,6,750.0,4500.0
396,1.1,12,6,750.0,4500.0
396,1.1,13,6,750.0,4500.0
396,1.1,14,6,750.0,4500.0
396,1.1,15,6,750.0,4500.0
396,1.1,16,6,750.0,4500.0
396,1.1,17,6,750.0,4500.0
396,1.1,18,6,750.0,4500.0
396,1.1,19,6,750.0,4500.0
396,1.1,20,6,750.0,4500.0
396,1.1,21,4,750.0,3000.0
396,1.1,22,3,750.0,2250.0
396,1.1,23,3,750.0,2250.0
398,1.1,0,0,750.0,0.0
398,1.1,1,0,750.0,0.0
398,1.1,4,4,750.0,3000.0
398,1.1,5,6,750.0,4500.0
398,1.1,6,6,750.0,4500.0
398,1.1,7,6,750.0,4500.0
398,1.1,8,6,750.0,4500.0
398,1.1,9,6,750.0,4500.0
398,1.1,10,6,750.0,4500.0
398,1.1,11,6,750.0,4500.0
398,1.1,12,6,750.0,4500.0
398,1.1,13,6,750.0,4500.0
398,1.1,14,6,750.0,4500.0
398,1.1,15,6,750.0,4500.0
398,1.1,16,6,750.0,4500.0
398,1.1,17,6,750.0,4500.0
398,1.1,18,6,750.0,4500.0
398,1.1,19,6,750.0,4500.0
398,1.1,20,6,750.0,4500.0
398,1.1,21,4,750.0,3000.0
398,1.1,22,3,750.0,2250.0
398,1.1,23,3,750.0,2250.0
400,1.1,0,0,750.0,0.0
400,1.1,1,0,750.0,0.0
400,1.1,4,4,750.0,3000.0
400,1.1,5,6,750.0,4500.0
400,1.1,6,6,750.0,4500.0
400,1.1,7,6,750.0,4500.0
400,1.1,8,6,750.0,4500.0
400,1.1,9,6,750.0,4500.0
400,1.1,10,6,750.0,4500.0
400,1.1,11,6,750.0,4500.0
400,1.1,12,6,750.0,4500.0
400,1.1,13,6,750.0,4500.0
400,1.1,14,6,750.0,4500.0
400,1.1,15,6,750.0,4500.0
400,1.1,16,6,750.0,4500.0
400,1.1,17,6,750.0,4500.0
400,1.1,18,6,750.0,4500.0
400,1.1,19,6,750.0,4500.0
400,1.1,20,6,750.0,4500.0
400,1.1,21,4,750.0,3000.0
400,1.1,22,3,750.0,2250.0
400,1.1,23,3,750.0,2250.0
402,1.1,0,0,750.0,0.0
402,1.1,1,0,750.0,0.0
402,1.1,4,4,750.0,3000.0
402,1.1,5,6,750.0,4500.0
402,1.1,6,6,750.0,4500.0
402,1.1,7,6,750.0,4500.0
402,1.1,8,6,750.0,4500.0
402,1.1,9,6,750.0,4500.0
402,1.1,10,6,750.0,4500.0
402,1.1,11,6,750.0,4500.0
402,1.1,12,6,750.0,4500.0
402,1.1,13,6,750.0,4500.0
402,1.1,14,6,750.0,4500.0
402,1.1,15,6,750.0,4500.0
402,1.1,16,6,750.0,4500.0
402,1.1,17,6,750.0,4500.0
402,1.1,18,6,750.0,4500.0
402,1.1,19,6,750.0,4500.0
402,1.1,20,6,750.0,4500.0
402,1.1,21,4,750.0,3000.0
402,1.1,22,3,750.0,2250.0
402,1.1,23,3,750.0,2250.0
404,1.1,0,0,750.0,0.0
404,1.1,1,0,750.0,0.0
404,1.1,4,4,750.0,3000.0
404,1.1,5,6,750.0,4500.0
404,1.1,6,6,750.0,4500.0
404,1.1,7,6,750.0,4500.0
404,1.1,8,6,750.0,4500.0
404,1.1,9,6,750.0,4500.0
404,1.1,10,6,750.0,4500.0
404,1.1,11,6,750.0,4500.0
404,1.1,12,6,750.0,4500.0
404,1.1,13,6,750.0,4500.0
404,1.1,14,6,750.0,4500.0
404,1.1,15,6,750.0,4500.0
404,1.1,16,6,750.0,4500.0
404,1.1,17,6,750.0,4500.0
404,1.1,18,6,750.0,4500.0
404,1.1,19,6,750.0,4500.0
404,1.1,20,6,750.0,4500.0
404,1.1,21,4,750.0,3000.0
404,1.1,22,3,750.0,2250.0
404,1.1,23,3,750.0,2250.0
406,1.1,0,0,750.0,0.0
406,1.1,1,0,750.0,0.0
406,1.1,4,4,750.0,3000.0
406,1.1,5,6,750.0,4500.0
406,1.1,6,6,750.0,4500.0
406,1.1,7,6,750.0,4500.0
406,1.1,8,6,750.0,4500.0
406,1.1,9,6,750.0,4500.0
406,1.1,10,6,750.0,4500.0
406,1.1,11,6,750.0,4500.0
406,1.1,12,6,750.0,4500.0
406,1.1,13,6,750.0,4500.0
406,1.1,14,6,750.0,4500.0
406,1.1,15,6,750.0,4500.0
406,1.1,16,6,750.0,4500.0
406,1.1,17,6,750.0,4500.0
406,1.1,18,6,750.0,4500.0
406,1.1,19,6,750.0,4500.0
406,1.1,20,6,750.0,4500.0
406,1.1,21,4,750.0,3000.0
406,1.1,22,3,750.0,2250.0
406,1.1,23,3,750.0,2250.0
408,1.1,0,0,750.0,0.0
408,1.1,1,0,750.0,0.0
408,1.1,4,4,750.0,3000.0
408,1.1,5,6,750.0,4500.0
408,1.1,6,6,750.0,4500.0
408,1.1,7,6,750.0,4500.0
408,1.1,8,6,750.0,4500.0
408,1.1,9,6,750.0,4500.0
408,1.1,10,6,750.0,4500.0
408,1.1,11,6,750.0,4500.0
408,1.1,12,6,750.0,4500.0
408,1.1,13,6,750.0,4500.0
408,1.1,14,6,750.0,4500.0
408,1.1,15,6,750.0,4500.0
408,1.1,16,6,750.0,4500.0
408,1.1,17,6,750.0,4500.0
408,1.1,18,6,750.0,4500.0
408,1.1,19,6,750.0,4500.0
408,1.1,20,6,750.0,4500.0
408,1.1,21,4,750.0,3000.0
408,1.1,22,3,750.0,2250.0
408,1.1,23,3,750.0,2250.0
410,1.1,0,0,750.0,0.0
410,1.1,1,0,750.0,0.0
410,1.1,4,4,750.0,3000.0
410,1.1,5,6,750.0,4500.0
410,1.1,6,6,750.0,4500.0
410,1.1,7,6,750.0,4500.0
410,1.1,8,6,750.0,4500.0
410,1.1,9,6,750.0,4500.0
410,1.1,10,6,750.0,4500.0
410,1.1,11,6,750.0,4500.0
410,1.1,12,6,750.0,4500.0
410,1.1,13,6,750.0,4500.0
410,1.1,14,6,750.0,4500.0
410,1.1,15,6,750.0,4500.0
410,1.1,16,6,750.0,4500.0
410,1.1,17,6,750.0,4500.0
410,1.1,18,6,750.0,4500.0
410,1.1,19,6,750.0,4500.0
410,1.1,20,6,750.0,4500.0
410,1.1,21,4,750.0,3000.0
410,1.1,22,3,750.0,2250.0
410,1.1,23,3,750.0,2250.0
412,1.1,0,0,750.0,0.0
412,1.1,1,0,750.0,0.0
412,1.1,4,4,750.0,3000.0
412,1.1,5,6,750.0,4500.0
412,1.1,6,6,750.0,4500.0
412,1.1,7,6,750.0,4500.0
412,1.1,8,6,750.0,4500.0
412,1.1,9,6,750.0,4500.0
412,1.1,10,6,750.0,4500.0
412,1.1,11,6,750.0,4500.0
412,1.1,12,6,750.0,4500.0
412,1.1,13,6,750.0,4500.0
412,1.1,14,6,750.0,4500.0
412,1.1,15,6,750.0,4500.0
412,1.1,16,6,750.0,4500.0
412,1.1,17,6,750.0,4500.0
412,1.1,18,6,750.0,4500.0
412,1.1,19,6,750.0,4500.0
412,1.1,20,6,750.0,4500.0
412,1.1,21,4,750.0,3000.0
412,1.1,22,3,750.0,2250.0
412,1.1,23,3,750.0,2250.0
414,1.1,0,0,750.0,0.0
414,1.1,1,0,750.0,0.0
414,1.1,4,4,750.0,3000.0
414,1.1,5,6,750.0,4500.0
414,1.1,6,6,750.0,4500.0
414,1.1,7,6,750.0,4500.0
414,1.1,8,6,750.0,4500.0
414,1.1,9,6,750.0,4500.0
414,1.1,10,6,750.0,4500.0
414,1.1,11,6,750.0,4500.0
414,1.1,12,6,750.0,4500.0
414,1.1,13,6,750.0,4500.0
414,1.1,14,6,750.0,4500.0
414,1.1,15,6,750.0,4500.0
414,1.1,16,6,750.0,4500.0
414,1.1,17,6,750.0,4500.0
414,1.1,18,6,750.0,4500.0
414,1.1,19,6,750.0,4500.0
414,1.1,20,6,750.0,4500.0
414,1.1,21,4,750.0,3000.0
414,1.1,22,3,750.0,2250.0
414,1.1,23,3,750.0,2250.0
416,1.1,0,0,750.0,0.0
416,1.1,1,0,750.0,0.0
416,1.1,4,4,750.0,3000.0
416,1.1,5,6,750.0,4500.0
416,1.1,6,6,750.0,4500.0
416,1.1,7,6,750.0,4500.0
416,1.1,8,6,750.0,4500.0
416,1.1,9,6,750.0,4500.0
416,1.1,10,6,750.0,4500.0
416,1.1,11,6,750.0,4500.0
416,1.1,12,6,750.0,4500.0
416,1.1,13,6,750.0,4500.0
416,1.1,14,6,750.0,4500.0
416,1.1,15,6,750.0,4500.0
416,1.1,16,6,750.0,4500.0
416,1.1,17,6,750.0,4500.0
416,1.1,18,6,750.0,4500.0
416,1.1,19,6,750.0,4500.0
416,1.1,20,6,750.0,4500.0
416,1.1,21,4,750.0,3000.0
416,1.1,22,3,750.0,2250.0
416,1.1,23,3,750.0,2250.0
418,1.1,0,0,750.0,0.0
418,1.1,1,0,750.0,0.0
418,1.1,4,4,750.0,3000.0
418,1.1,5,6,750.0,4500.0
418,1.1,6,6,750.0,4500.0
418,1.1,7,6,750.0,4500.0
418,1.1,8,6,750.0,4500.0
418,1.1,9,6,750.0,4500.0
418,1.1,10,6,750.0,4500.0
418,1.1,11,6,750.0,4500.0
418,1.1,12,6,750.0,4500.0
418,1.1,13,6,750.0,4500.0
418,1.1,14,6,750.0,4500.0
418,1.1,15,6,750.0,4500.0
418,1.1,16,6,750.0,4500.0
418,1.1,17,6,750.0,4500.0
418,1.1,18,6,750.0,4500.0
418,1.1,19,6,750.0,4500.0
418,1.1,20,6,750.0,4500.0
418,1.1,21,4,750.0,3000.0
418,1.1,22,3,750.0,2250.0
418,1.1,23,3,750.0,2250.0
420,1.1,0,0,750.0,0.0
420,1.1,1,0,750.0,0.0
420,1.1,4,4,750.0,3000.0
420,1.1,5,6,750.0,4500.0
420,1.1,6,6,750.0,4500.0
420,1.1,7,6,750.0,4500.0
420,1.1,8,6,750.0,4500.0
420,1.1,9,6,750.0,4500.0
420,1.1,10,6,750.0,4500.0
420,1.1,11,6,750.0,4500.0
420,1.1,12,6,750.0,4500.0
420,1.1,13,6,750.0,4500.0
420,1.1,14,6,750.0,4500.0
420,1.1,15,6,750.0,4500.0
420,1.1,16,6,750.0,4500.0
420,1.1,17,6,750.0,4500.0
420,1.1,18,6,750.0,4500.0
420,1.1,19,6,750.0,4500.0
420,1.1,20,6,750.0,4500.0
420,1.1,21,4,750.0,3000.0
420,1.1,22,3,750.0,2250.0
420,1.1,23,3,750.0,2250.0
422,1.1,0,0,750.0,0.0
422,1.1,1,0,750.0,0.0
422,1.1,4,4,750.0,3000.0
422,1.1,5,6,750.0,4500.0
422,1.1,6,6,750.0,4500.0
422,1.1,7,6,750.0,4500.0
422,1.1,8,6,750.0,4500.0
422,1.1,9,6,750.0,4500.0
422,1.1,10,6,750.0,4500.0
422,1.1,11,6,750.0,4500.0
422,1.1,12,6,750.0,4500.0
422,1.1,13,6,750.0,4500.0
422,1.1,14,6,750.0,4500.0
422,1.1,15,6,750.0,4500.0
422,1.1,16,6,750.0,4500.0
422,1.1,17,6,750.0,4500.0
422,1.1,18,6,750.0,4500.0
422,1.1,19,6,750.0,4500.0
422,1.1,20,6,750.0,4500.0
422,1.1,21,4,750.0,3000.0
422,1.1,22,3,750.0,2250.0
422,1.1,23,3,750.0,2250.0
424,1.1,0,0,750.0,0.0
424,1.1,1,0,750.0,0.0
424,1.1,4,4,750.0,3000.0
424,1.1,5,6,750.0,4500.0
424,1.1,6,6,750.0,4500.0
424,1.1,7,6,750.0,4500.0
424,1.1,8,6,750.0,4500.0
424,1.1,9,6,750.0,4500.0
424,1.1,10,6,750.0,4500.0
424,1.1,11,6,750.0,4500.0
424,1.1,12,6,750.0,4500.0
424,1.1,13,6,750.0,4500.0
424,1.1,14,6,750.0,4500.0
424,1.1,15,6,750.0,4500.0
424,1.1,16,6,750.0,4500.0
424,1.1,17,6,750.0,4500.0
424,1.1,18,6,750.0,4500.0
424,1.1,19,6,750.0,4500.0
424,1.1,20,6,750.0,4500.0
424,1.1,21,4,750.0,3000.0
424,1.1,22,3,750.0,2250.0
424,1.1,23,3,750.0,2250.0
426,1.1,0,0,750.0,0.0
426,1.1,1,0,750.0,0.0
426,1.1,4,4,750.0,3000.0
426,1.1,5,6,750.0,4500.0
426,1.1,6,6,750.0,4500.0
426,1.1,7,6,750.0,4500.0
426,1.1,8,6,750.0,4500.0
426,1.1,9,6,750.0,4500.0
426,1.1,10,6,750.0,4500.0
426,1.1,11,6,750.0,4500.0
426,1.1,12,6,750.0,4500.0
426,1.1,13,6,750.0,4500.0
426,1.1,14,6,750.0,4500.0
426,1.1,15,6,750.0,4500.0
426,1.1,16,6,750.0,4500.0
426,1.1,17,6,750.0,4500.0
426,1.1,18,6,750.0,4500.0
426,1.1,19,6,750.0,4500.0
426,1.1,20,6,750.0,4500.0
426,1.1,21,4,750.0,3000.0
426,1.1,22,3,750.0,2250.0
426,1.1,23,3,750.0,2250.0
428,1.1,0,0,750.0,0.0
428,1.1,1,0,750.0,0.0
428,1.1,4,4,750.0,3000.0
428,1.1,5,6,750.0,4500.0
428,1.1,6,6,750.0,4500.0
428,1.1,7,6,750.0,4500.0
428,1.1,8,6,750.0,4500.0
428,1.1,9,6,750.0,4500.0
428,1.1,10,6,750.0,4500.0
428,1.1,11,6,750.0,4500.0
428,1.1,12,6,750.0,4500.0
428,1.1,13,6,750.0,4500.0
428,1.1,14,6,750.0,4500.0
428,1.1,15,6,750.0,4500.0
428,1.1,16,6,750.0,4500.0
428,1.1,17,6,750.0,4500.0
428,1.1,18,6,750.0,4500.0
428,1.1,19,6,750.0,4500.0
428,1.1,20,6,750.0,4500.0
428,1.1,21,4,750.0,3000.0
428,1.1,22,3,750.0,2250.0
428,1.1,23,3,750.0,2250.0
430,1.1,0,0,750.0,0.0
430,1.1,1,0,750.0,0.0
430,1.1,4,4,750.0,3000.0
430,1.1,5,6,750.0,4500.0
430,1.1,6,6,750.0,4500.0
430,1.1,7,6,750.0,4500.0
430,1.1,8,6,750.0,4500.0
430,1.1,9,6,750.0,4500.0
430,1.1,10,6,750.0,4500.0
430,1.1,11,6,750.0,4500.0
430,1.1,12,6,750.0,4500.0
430,1.1,13,6,750.0,4500.0
430,1.1,14,6,750.0,4500.0
430,1.1,15,6,750.0,4500.0
430,1.1,16,6,750.0,4500.0
430,1.1,17,6,750.0,4500.0
430,1.1,18,6,750.0,4500.0
430,1.1,19,6,750.0,4500.0
430,1.1,20,6,750.0,4500.0
430,1.1,21,4,750.0,3000.0
430,1.1,22,3,750.0,2250.0
430,1.1,23,3,750.0,2250.0
432,1.1,0,0,750.0,0.0
432,1.1,1,0,750.0,0.0
432,1.1,4,4,750.0,3000.0
432,1.1,5,6,750.0,4500.0
432,1.1,6,6,750.0,4500.0
432,1.1,7,6,750.0,4500.0
432,1.1,8,6,750.0,4500.0
432,1.1,9,6,750.0,4500.0
432,1.1,10,6,750.0,4500.0
432,1.1,11,6,750.0,4500.0
432,1.1,12,6,750.0,4500.0
432,1.1,13,6,750.0,4500.0
432,1.1,14,6,750.0,4500.0
432,1.1,15,6,750.0,4500.0
432,1.1,16,6,750.0,4500.0
432,1.1,17,6,750.0,4500.0
432,1.1,18,6,750.0,4500.0
432,1.1,19,6,750.0,4500.0
432,1.1,20,6,750.0,4500.0
432,1.1,21,4,750.0,3000.0
432,1.1,22,3,750.0,2250.0
432,1.1,23,3,750.0,2250.0
434,1.1,0,0,750.0,0.0
434,1.1,1,0,750.0,0.0
434,1.1,4,4,750.0,3000.0
434,1.1,5,6,750.0,4500.0
434,1.1,6,6,750.0,4500.0
434,1.1,7,6,750.0,4500.0
434,1.1,8,6,750.0,4500.0
434,1.1,9,6,750.0,4500.0
434,1.1,10,6,750.0,4500.0
434,1.1,11,6,750.0,4500.0
434,1.1,12,6,750.0,4500.0
434,1.1,13,6,750.0,4500.0
434,1.1,14,6,750.0,4500.0
434,1.1,15,6,750.0,4500.0
434,1.1,16,6,750.0,4500.0
434,1.1,17,6,750.0,4500.0
434,1.1,18,6,750.0,4500.0
434,1.1,19,6,750.0,4500.0
434,1.1,20,6,750.0,4500.0
434,1.1,21,4,750.0,3000.0
434,1.1,22,3,750.0,2250.0
434,1.1,23,3,750.0,2250.0
436,1.1,0,0,750.0,0.0
436,1.1,1,0,750.0,0.0
436,1.1,4,4,750.0,3000.0
436,1.1,5,6,750.0,4500.0
436,1.1,6,6,750.0,4500.0
436,1.1,7,6,750.0,4500.0
436,1.1,8,6,750.0,4500.0
436,1.1,9,6,750.0,4500.0
436,1.1,10,6,750.0,4500.0
436,1.1,11,6,750.0,4500.0
436,1.1,12,6,750.0,4500.0
436,1.1,13,6,750.0,4500.0
436,1.1,14,6,750.0,4500.0
436,1.1,15,6,750.0,4500.0
436,1.1,16,6,750.0,4500.0
436,1.1,17,6,750.0,4500.0
436,1.1,18,6,750.0,4500.0
436,1.1,19,6,750.0,4500.0
436,1.1,20,6,750.0,4500.0
436,1.1,21,4,750.0,3000.0
436,1.1,22,3,750.0,2250.0
436,1.1,23,3,750.0,2250.0
438,1.1,0,0,750.0,0.0
438,1.1,1,0,750.0,0.0
438,1.1,4,4,750.0,3000.0
438,1.1,5,6,750.0,4500.0
438,1.1,6,6,750.0,4500.0
438,1.1,7,6,750.0,4500.0
438,1.1,8,6,750.0,4500.0
438,1.1,9,6,750.0,4500.0
438,1.1,10,6,750.0,4500.0
438,1.1,11,6,750.0,4500.0
438,1.1,12,6,750.0,4500.0
438,1.1,13,6,750.0,4500.0
438,1.1,14,6,750.0,4500.0
438,1.1,15,6,750.0,4500.0
438,1.1,16,6,750.0,4500.0
438,1.1,17,6,750.0,4500.0
438,1.1,18,6,750.0,4500.0
438,1.1,19,6,750.0,4500.0
438,1.1,20,6,750.0,4500.0
438,1.1,21,4,750.0,3000.0
438,1.1,22,3,750.0,2250.0
438,1.1,23,3,750.0,2250.0
440,1.1,0,0,750.0,0.0
440,1.1,1,0,750.0,0.0
440,1.1,4,4,750.0,3000.0
440,1.1,5,6,750.0,4500.0
440,1.1,6,6,750.0,4500.0
440,1.1,7,6,750.0,4500.0
440,1.1,8,6,750.0,4500.0
440,1.1,9,6,750.0,4500.0
440,1.1,10,6,750.0,4500.0
440,1.1,11,6,750.0,4500.0
440,1.1,12,6,750.0,4500.0
440,1.1,13,6,750.0,4500.0
440,1.1,14,6,750.0,4500.0
440,1.1,15,6,750.0,4500.0
440,1.1,16,6,750.0,4500.0
440,1.1,17,6,750.0,4500.0
440,1.1,18,6,750.0,4500.0
440,1.1,19,6,750.0,4500.0
440,1.1,20,6,750.0,4500.0
440,1.1,21,4,750.0,3000.0
440,1.1,22,3,750.0,2250.0
440,1.1,23,3,750.0,2250.0
442,1.1,0,0,750.0,0.0
442,1.1,1,0,750.0,0.0
442,1.1,4,4,750.0,3000.0
442,1.1,5,6,750.0,4500.0
442,1.1,6,6,750.0,4500.0
442,1.1,7,6,750.0,4500.0
442,1.1,8,6,750.0,4500.0
442,1.1,9,6,750.0,4500.0
442,1.1,10,6,750.0,4500.0
442,1.1,11,6,750.0,4500.0
442,1.1,12,6,750.0,4500.0
442,1.1,13,6,750.0,4500.0
442,1.1,14,6,750.0,4500.0
442,1.1,15,6,750.0,4500.0
442,1.1,16,6,750.0,4500.0
442,1.1,17,6,750.0,4500.0
442,1.1,18,6,750.0,4500.0
442,1.1,19,6,750.0,4500.0
442,1.1,20,6,750.0,4500.0
442,1.1,21,4,750.0,3000.0
442,1.1,22,3,750.0,2250.0
442,1.1,23,3,750.0,2250.0
444,1.1,0,0,750.0,0.0
444,1.1,1,0,750.0,0.0
444,1.1,4,4,750.0,3000.0
444,1.1,5,6,750.0,4500.0
444,1.1,6,6,750.0,4500.0
444,1.1,7,6,750.0,4500.0
444,1.1,8,6,750.0,4500.0
444,1.1,9,6,750.0,4500.0
444,1.1,10,6,750.0,4500.0
444,1.1,11,6,750.0,4500.0
444,1.1,12,6,750.0,4500.0
444,1.1,13,6,750.0,4500.0
444,1.1,14,6,750.0,4500.0
444,1.1,15,6,750.0,4500.0
444,1.1,16,6,750.0,4500.0
444,1.1,17,6,750.0,4500.0
444,1.1,18,6,750.0,4500.0
444,1.1,19,6,750.0,4500.0
444,1.1,20,6,750.0,4500.0
444,1.1,21,4,750.0,3000.0
444,1.1,22,3,750.0,2250.0
444,1.1,23,3,750.0,2250.0
446,1.1,0,0,750.0,0.0
446,1.1,1,0,750.0,0.0
446,1.1,4,4,750.0,3000.0
446,1.1,5,6,750.0,4500.0
446,1.1,6,6,750.0,4500.0
446,1.1,7,6,750.0,4500.0
446,1.1,8,6,750.0,4500.0
446,1.1,9,6,750.0,4500.0
446,1.1,10,6,750.0,4500.0
446,1.1,11,6,750.0,4500.0
446,1.1,12,6,750.0,4500.0
446,1.1,13,6,750.0,4500.0
446,1.1,14,6,750.0,4500.0
446,1.1,15,6,750.0,4500.0
446,1.1,16,6,750.0,4500.0
446,1.1,17,6,750.0,4500.0
446,1.1,18,6,750.0,4500.0
446,1.1,19,6,750.0,4500.0
446,1.1,20,6,750.0,4500.0
446,1.1,21,4,750.0,3000.0
446,1.1,22,3,750.0,2250.0
446,1.1,23,3,750.0,2250.0
448,1.1,0,0,750.0,0.0
448,1.1,1,0,750.0,0.0
448,1.1,4,4,750.0,3000.0
448,1.1,5,6,750.0,4500.0
448,1.1,6,6,750.0,4500.0
448,1.1,7,6,750.0,4500.0
448,1.1,8,6,750.0,4500.0
448,1.1,9,6,750.0,4500.0
448,1.1,10,6,750.0,4500.0
448,1.1,11,6,750.0,4500.0
