node_id,zone_id,x_coord,y_coord
66,66,2253157.61467,1468220.60618
67,67,2254566.82445,1470516.44083
68,68,2257963.87835,1470700.25477
69,69,2257743.78102,1472669.97655
70,70,2262060.09621,1477874.14659
71,71,2259699.4218,1479228.18751
72,72,2263671.217,1480886.06281
73,73,2261193.0986,1481689.08646
74,74,2257958.36098,1481665.78237
75,75,2262054.62903,1483701.90986
76,76,2265791.37024,1485057.87467
77,77,2260889.32919,1486522.19491
78,78,2266432.23871,1487536.13448
79,79,2266566.91922,1489367.2112
80,80,2264692.08668,1489125.2107
81,81,2265941.33549,1492057.81802
82,82,2267541.65743,1493977.31221
83,83,2267210.12331,1498793.27699
84,84,2269750.95845,1490698.77973
85,85,2271700.46472,1489541.34372
86,86,2267576.70033,1484667.00702
87,87,2272018.53659,1486351.47149
88,88,2278486.20837,1489877.53629
89,89,2280323.77359,1486183.66343
90,90,2279144.52956,1481901.33374
91,91,2279622.37014,1475601.74496
92,92,2286286.65898,1485081.54752
93,93,2289031.77619,1482408.81501
94,94,2288197.09446,1477973.80255
95,95,2293135.56523,1476474.19072
96,96,2295928.99796,1477322.83076
97,97,2300380.326,1473445.8559
98,98,2309241.85716,1470812.67055
99,99,2300664.08659,1467550.27977
100,100,2295946.38441,1469990.5321
101,101,2292480.31588,1464323.29409
102,102,2293004.87979,1470127.28938
103,103,2289784.43774,1472524.38563
104,104,2284110.99437,1474328.09397
105,105,2286382.88188,1470050.76952
106,106,2288548.73975,1466663.27629
107,107,2286303.59169,1461761.09482
108,108,2289400.0832,1455602.87059
109,109,2284692.589,1457114.22157
110,110,2282387.0362,1459907.68153
111,111,2280509.65872,1466197.26476
112,112,2283792.17512,1468631.53548
113,113,2281197.66555,1471930.1191
114,114,2277071.28797,1472147.93953
115,115,2272651.14294,1470953.77165
116,116,2266593.27612,1470595.71757
117,117,2263348.19239,1472255.66701
118,118,2262032.45388,1474785.36503
119,119,2265368.84058,1477886.36999
120,120,2266998.33338,1476201.583
121,121,2270530.66916,1474026.922
122,122,2272862.7521,1476522.08827
123,123,2276903.77879,1478233.57434
124,124,2272227.15691,1480649.21649
125,125,2267152.67198,1481230.26881
126,126,2248727.06743,1465074.85001
127,127,2248185.77192,1466769.04576
128,128,2249100.55454,1468911.11267
129,129,2249993.81129,1470184.83257
130,130,2246688.4032,1472357.69699
131,131,2245746.86046,1469833.25158
132,132,2245643.27504,1467365.10133
133,133,2243892.73458,1468454.99482
134,134,2243215.55188,1470116.98264
135,135,2244468.14649,1475001.22189
136,136,2245050.88056,1478520.3405
137,137,2243131.40999,1481242.13296
138,138,2239435.26154,1479918.10641
139,139,2236110.31478,1479025.28569
140,140,2229551.14417,1478120.37641
141,141,2234222.02623,1476322.44332
142,142,2240312.08196,1475141.3466
143,143,2240403.7724,1471702.88891
144,144,2242562.68475,1469704.8788
145,145,2239493.06457,1468612.0821
146,146,2234945.97819,1471826.37456
147,147,2228717.40076,1474962.64946
148,148,2223676.97383,1474159.67239
149,149,2226518.83888,1469399.74227
150,150,2232055.37013,1467720.11473
151,151,2238035.0898,1465335.1674
152,152,2229735.25568,1462772.55507
153,153,2227377.40147,1458455.19264
154,154,2233560.37073,1460757.12833
155,155,2230807.10753,1456214.59574
156,156,2236427.08711,1457484.79071
157,157,2237920.19173,1460034.3532
158,158,2243195.17298,1457823.83203
159,159,2242713.84783,1459968.72472
160,160,2241128.37593,1463123.85456
161,161,2238793.83402,1462822.51757
162,162,2239730.57755,1465462.29772
163,163,2242128.93496,1466240.63081
164,164,2244065.47242,1465559.10822
165,165,2244092.51732,1463441.73549
166,166,2245824.0752,1462320.58386
167,167,2248678.9212,1461232.31471
168,168,2250063.20452,1458889.93652
169,169,2252193.62185,1454854.48134
170,170,2257359.28704,1460939.10007
171,171,2254721.06725,1465767.48642
172,172,2257828.20376,1469393.5602
173,173,2261948.92616,1465710.2759
174,174,2266933.4303,1466772.36367
175,175,2272540.81016,1468590.88333
176,176,2275581.31982,1463862.01746
177,177,2272876.42497,1456624.12872
178,178,2266514.59452,1452860.68677
179,179,2264934.47104,1455460.46241
180,180,2268812.80383,1459630.46621
181,181,2264803.92963,1459594.66904
182,182,2262050.17431,1455301.71142
183,183,2255708.63122,1452803.28531
184,184,2260235.83345,1452413.83727
185,185,2261809.52847,1448387.76461
186,186,2264869.98232,1444234.03834
187,187,2263669.92993,1440733.96693
188,188,2259520.17839,1442727.98099
189,189,2260409.93744,1441045.62051
190,190,2255876.63154,1446132.58671
191,191,2249083.39119,1445158.40723
192,192,2247015.02952,1447919.21765
193,193,2246334.2648,1452766.56097
194,194,2243753.58427,1456265.66848
195,195,2242983.05759,1453153.12779
196,196,2241921.30479,1450699.55363
197,197,2236304.86951,1451867.84656
198,198,2235538.10562,1444882.00686
199,199,2238237.62745,1441304.91133
200,200,2239780.33696,1444244.63084
201,201,2241625.99272,1446717.61835
202,202,2242998.72718,1445667.03252
203,203,2243322.11367,1443766.10916
204,204,2240935.10631,1441650.91326
205,205,2239181.5396,1438137.54135
206,206,2240723.67596,1435874.66267
207,207,2239326.74634,1435028.6309
208,208,2239156.59346,1432382.68672
209,209,2239250.30161,1430380.63659
210,210,2238098.6543,1433316.32724
211,211,2236972.57618,1432875.62143
212,212,2237569.6593,1436537.47729
213,213,2236385.82308,1437554.72952
214,214,2234961.25802,1434028.76774
215,215,2232075.63682,1436950.36524
216,216,2231541.96827,1439471.02326
217,217,2227888.37551,1433968.20028
218,218,2225544.15481,1435343.60238
219,219,2219878.38497,1428042.65832
220,220,2213856.12175,1422421.49568
221,221,2217806.32054,1424045.63318
222,222,2222405.53772,1425210.29161
223,223,2224673.87472,1431082.64568
224,224,2231229.01844,1433572.76308
225,225,2230758.08139,1430446.57018
226,226,2231687.11562,1428255.45383
227,227,2231509.59629,1427759.41643
228,228,2227184.50487,1428127.72672
229,229,2224945.41486,1424989.34684
230,230,2227064.76758,1424364.86975
231,231,2228804.34021,1424600.62321
232,232,2229285.69818,1426188.95238
233,233,2230247.59783,1426496.32021
234,234,2230306.24404,1425069.05502
235,235,2230278.43536,1424073.20071
236,236,2230955.56885,1423421.98252
237,237,2231483.24988,1424039.29559
238,238,2231497.57531,1425087.08451
239,239,2231412.39898,1426476.60732
240,240,2233998.6005,1430039.10085
241,241,2236791.49616,1430154.7289
242,242,2238072.23736,1430252.5581
243,243,2239564.22027,1427645.03576
244,244,2240675.18852,1429534.54149
245,245,2241183.54446,1430799.49762
246,246,2241091.65554,1427242.84365
247,247,2241050.96533,1424761.52086
248,248,2239590.86851,1424540.77392
249,249,2238308.56333,1427539.21281
250,250,2236957.99057,1427390.90339
251,251,2234865.49049,1427558.96342
252,252,2234303.38171,1426436.03654
253,253,2232357.6146,1427665.94681
254,254,2232457.76401,1426592.21076
255,255,2234804.50997,1424165.7435
256,256,2237954.76712,1424171.28647
257,257,2238170.13972,1421991.33939
258,258,2238012.1361,1420676.59103
259,259,2236779.50176,1419176.71444
260,260,2235638.43974,1420157.19837
261,261,2234188.97544,1421546.97414
262,262,2231099.43864,1421533.19529
263,263,2230483.04453,1419011.59404
264,264,2230631.8113,1416123.79076
265,265,2228964.97244,1415959.10736
266,266,2228509.90675,1419705.71633
267,267,2225344.25822,1417349.79257
268,268,2225440.74753,1421618.6446
269,269,2224114.11731,1423500.43053
270,270,2222641.20392,1423563.77522
271,271,2219330.12458,1421682.76422
272,272,2221922.66402,1419812.95497
273,273,2219236.08704,1417321.44223
274,274,2215164.9482,1415515.78902
275,275,2221616.35131,1414209.73356
276,276,2224711.51244,1411484.07595
277,277,2227020.59838,1412193.3311
278,278,2227705.54517,1410491.48411
279,279,2228469.16405,1413388.58461
280,280,2230646.81849,1412415.73124
281,281,2233468.10746,1415914.21998
282,282,2236053.12132,1415337.19226
283,283,2234218.12237,1411382.50693
284,284,2237417.81282,1412875.06661
285,285,2238423.97485,1416551.42146
286,286,2239269.88392,1420601.08659
287,287,2239601.57813,1422378.8875
288,288,2241007.70885,1423618.85057
289,289,2240940.94258,1422037.14015
290,290,2240745.37637,1417911.12051
291,291,2239135.27887,1413809.64676
292,292,2240654.77222,1413635.95223
293,293,2239960.97407,1407401.26358
294,294,2237785.32291,1411082.5469
295,295,2237331.06857,1405991.0748
296,296,2237188.59871,1401770.86769
297,297,2236098.53921,1400768.16497
298,298,2236017.7126,1402462.14583
299,299,2235979.49352,1404145.14214
300,300,2235209.79164,1408845.94901
301,301,2232932.16136,1405808.62143
302,302,2233450.62062,1401809.91682
303,303,2234672.53747,1399817.8985
304,304,2232508.67729,1399232.8626
305,305,2230608.81364,1406926.97549
306,306,2228698.51365,1407690.7817
307,307,2226069.12554,1406577.33577
308,308,2226886.70986,1401524.49417
309,309,2224647.23632,1397517.40113
310,310,2220690.94404,1402423.33194
311,311,2219450.60006,1406063.93686
312,312,2219601.79005,1410074.95476
313,313,2215158.35176,1409117.68928
314,314,2211606.14397,1407170.86509
315,315,2211468.54549,1404535.51505
316,316,2209830.4487,1398551.78522
317,317,2215055.92349,1402580.94842
318,318,2213312.69469,1400222.10734
319,319,2214854.41109,1397303.86186
320,320,2213466.93421,1394510.3914
321,321,2215658.24938,1392575.05701
322,322,2215343.38387,1392106.17869
323,323,2217506.76963,1391898.06034
324,324,2217246.81477,1393256.20198
325,325,2219228.77997,1394051.65052
326,326,2217673.6758,1396335.15546
327,327,2218557.94896,1397416.87377
328,328,2220107.82021,1399172.74198
329,329,2222560.70146,1397480.78113
330,330,2221783.97893,1394923.98998
331,331,2219628.82084,1391750.17809
332,332,2222293.58125,1391498.97485
333,333,2226244.53398,1389481.39391
334,334,2227801.00364,1391523.80452
335,335,2224777.8358,1391501.61231
336,336,2226611.81671,1395092.11202
337,337,2230040.67829,1394738.68917
338,338,2230701.11037,1396476.37401
339,339,2229294.03674,1397242.12576
340,340,2230009.7735,1399014.53298
341,341,2233845.32882,1397017.07602
342,342,2233306.29807,1396147.91437
343,343,2232015.08839,1394064.32011
344,344,2234466.3676,1394459.63592
345,345,2236241.8552,1396304.35074
346,346,2237058.18558,1399313.50778
347,347,2238518.12722,1400299.70364
348,348,2240045.53,1401528.9935
349,349,2241061.1405,1400593.3123
350,350,2240083.94725,1395961.4072
351,351,2238192.85753,1396714.49296
352,352,2237147.08206,1393567.47858
353,353,2238672.35591,1392664.29306
354,354,2240056.03425,1391233.54723
355,355,2237031.59607,1390804.87912
356,356,2236560.20364,1389372.40725
357,357,2234733.18433,1389040.35214
358,358,2235001.24154,1391021.59194
359,359,2233607.71414,1391723.53772
360,360,2230911.00398,1391720.42126
361,361,2231385.48433,1389710.19726
362,362,2231157.9277,1388175.76004
363,363,2231565.73463,1386140.95046
364,364,2229021.35848,1384933.04146
365,365,2229088.95415,1387228.09297
366,366,2226564.49364,1387471.65285
367,367,2227244.04609,1385759.23141
368,368,2226560.58355,1383807.5237
369,369,2224332.41806,1384599.63202
370,370,2224066.78079,1387849.68195
371,371,2222088.44879,1388410.93411
372,372,2220141.50255,1388366.70191
373,373,2221126.90544,1385345.13348
374,374,2222635.06581,1384844.34282
375,375,2224954.62875,1381969.71504
376,376,2224541.25721,1380023.64905
377,377,2222663.20059,1378386.23565
378,378,2222439.9996,1380218.62766
379,379,2221872.28485,1381767.94969
380,380,2222177.10183,1383181.93144
381,381,2219687.01134,1384599.24816
382,382,2218031.89916,1384270.96765
383,383,2220556.14969,1380239.14304
384,384,2219789.46979,1377640.89725
385,385,2218724.9857,1380324.04805
386,386,2216490.02725,1381292.79972
387,387,2214853.52691,1384466.39902
388,388,2216549.32929,1384534.03635
389,389,2218114.00825,1388653.52221
390,390,2217093.78621,1387136.23259
391,391,2215579.38012,1390135.25513
392,392,2214457.176,1389015.27279
393,393,2212484.4867,1390973.428
394,394,2211731.59975,1392467.8069
395,395,2209919.2999,1391554.04495
396,396,2209319.0009,1390763.14102
397,397,2213121.35518,1388186.52281
398,398,2208874.52607,1389038.86035
399,399,2211754.49013,1386133.84057
400,400,2210581.42062,1383488.07158
401,401,2204783.73078,1389720.58503
402,402,2203411.47073,1385857.07635
403,403,2201878.87996,1385262.35346
404,404,2200725.20116,1386624.88453
405,405,2198564.21238,1384876.33324
406,406,2201740.23424,1383838.70211
407,407,2201273.19875,1382285.15502
408,408,2203398.46911,1384141.22578
409,409,2203651.54538,1382199.87074
410,410,2206665.09151,1381838.08997
411,411,2210936.66138,1379993.98966
412,412,2214299.89022,1375647.19323
413,413,2209183.57303,1377396.30161
414,414,2209121.4265,1374465.85668
415,415,2211140.90179,1374814.85992
416,416,2215395.17937,1372924.74658
417,417,2216635.34848,1371447.59828
418,418,2214162.74384,1371434.28433
419,419,2210833.49492,1372153.5224
420,420,2206293.91968,1372657.03386
421,421,2205507.91765,1375883.62649
422,422,2206706.98841,1378418.85206
423,423,2203389.47766,1378209.85379
424,424,2201370.72907,1380383.97378
425,425,2200346.0218,1377753.20214
426,426,2197945.83074,1379658.65404
427,427,2198371.30823,1383837.60205
428,428,2196290.08536,1381848.48234
429,429,2193092.27319,1378529.78195
430,430,2189097.82284,1375129.20345
431,431,2191779.73776,1372655.15656
432,432,2194183.88911,1372325.61064
433,433,2193429.05992,1374461.03615
434,434,2195111.3305,1376945.39208
435,435,2196062.51528,1373851.24768
436,436,2197965.24638,1371997.75434
437,437,2200188.07822,1374073.4326
438,438,2201442.99697,1371456.25772
439,439,2202779.65998,1370163.47552
440,440,2202557.97276,1368333.28529
441,441,2202505.58376,1366675.4848
442,442,2205043.69089,1366268.82091
443,443,2205733.60945,1367764.08203
444,444,2208687.72559,1368650.36044
445,445,2208400.3223,1370244.41204
446,446,2212409.35201,1368616.97337
447,447,2211237.43473,1367617.44551
448,448,2208797.05379,1366371.63928
449,449,2213411.61149,1367248.29796
450,450,2214503.25497,1369937.94514
451,451,2216951.83899,1369928.32376
452,452,2214841.19852,1367876.96107
453,453,2215881.64329,1367675.03496
454,454,2216993.60662,1367115.38779
455,455,2219093.97414,1367542.49028
456,456,2219116.19981,1370717.63551
457,457,2221202.45319,1370080.48258
458,458,2222630.09436,1369771.27815
459,459,2222768.44874,1368084.99969
460,460,2221275.42942,1367508.5914
461,461,2222714.93015,1366485.3628
462,462,2224054.18174,1366487.48977
463,463,2225726.64165,1365644.04526
464,464,2225565.01139,1366172.74597
465,465,2225607.36104,1367765.5023
466,466,2224067.16367,1368083.59943
467,467,2225228.03208,1370299.22
468,468,2224782.77214,1371747.8759
469,469,2223537.05875,1372367.42814
470,470,2223016.26846,1371938.66981
471,471,2223483.98439,1370332.90005
472,472,2221774.80473,1370987.13956
473,473,2221315.78465,1372022.6785
474,474,2221513.72881,1373811.72413
475,475,2219666.74399,1372292.70158
476,476,2218454.28874,1375087.81869
477,477,2219506.19608,1377001.7463
478,478,2222760.45204,1374212.05404
479,479,2223299.11829,1374408.01887
480,480,2224408.35262,1374166.75689
481,481,2224136.73669,1373173.19752
482,482,2224231.71255,1372530.562
483,483,2225788.48601,1372283.5474
484,484,2226574.90898,1373266.61367
485,485,2225445.12745,1375114.96595
486,486,2227256.78032,1374883.66031
487,487,2228338.54161,1372865.02786
488,488,2228721.65173,1374771.58868
489,489,2228812.19781,1372988.06896
490,490,2229285.95014,1372101.54186
491,491,2229301.15517,1372577.28566
492,492,2229307.78245,1373387.24303
493,493,2229296.58989,1374779.31012
494,494,2229176.37884,1376576.64839
495,495,2228674.82768,1376571.24158
496,496,2227222.96838,1376526.54613
497,497,2224986.32784,1376566.03916
498,498,2224713.0423,1375458.3255
499,499,2224054.99341,1375288.8055
500,500,2223757.09604,1376294.16471
501,501,2222792.29056,1376489.60756
502,502,2222924.73518,1375332.79852
503,503,2221735.69064,1376143.26803
504,504,2222894.0187,1377586.30353
505,505,2224008.44561,1378089.37404
506,506,2225212.65678,1379150.87848
507,507,2225510.92587,1378713.94792
508,508,2225217.00389,1377834.45953
509,509,2227259.07264,1378142.90149
510,510,2226911.69538,1378949.37856
511,511,2227079.08874,1380035.8672
512,512,2228322.20535,1380857.62572
513,513,2228760.18512,1378298.76667
514,514,2229176.52878,1378424.89142
515,515,2229193.28793,1379953.9146
516,516,2229233.52374,1380887.4777
517,517,2231131.33687,1382705.05936
518,518,2231270.05182,1380226.83138
519,519,2233339.16218,1380714.69917
520,520,2234247.69908,1384738.35812
521,521,2235415.70527,1386365.86274
522,522,2234272.347,1387204.07432
523,523,2236402.63243,1388269.32612
524,524,2236855.01243,1386478.79362
525,525,2238534.03007,1388176.51036
526,526,2239486.32869,1390065.77693
527,527,2240923.69524,1390502.863
528,528,2240966.47304,1389282.63578
529,529,2240742.01877,1388244.91443
530,530,2239915.17626,1386794.36943
531,531,2240956.88153,1386790.57646
532,532,2241022.43881,1383592.78725
533,533,2238612.8603,1383844.03248
534,534,2239453.14142,1380503.59592
535,535,2241022.62254,1380110.84408
536,536,2241186.20882,1377218.23996
537,537,2240037.29741,1377909.93739
538,538,2237212.91592,1378627.63248
539,539,2236130.79046,1382905.21054
540,540,2235030.95801,1382611.17537
541,541,2234335.1077,1381852.92754
542,542,2235153.86098,1378657.02448
543,543,2233689.40295,1377486.41659
544,544,2231767.74505,1378453.1827
545,545,2231433.53049,1379471.42672
546,546,2230087.88817,1379968.46969
547,547,2229910.14148,1378488.58158
548,548,2230084.51351,1376673.62458
549,549,2230884.74517,1376432.48037
550,550,2231577.52299,1376685.46412
551,551,2232086.37204,1376083.8085
552,552,2230701.47192,1374673.24045
553,553,2229987.50353,1374794.00531
554,554,2229926.06697,1373007.7077
555,555,2229877.66812,1372091.1134
556,556,2230501.73413,1372100.5248
557,557,2230561.39412,1372975.58637
558,558,2231035.06968,1372978.91117
559,559,2230968.10393,1372120.68027
560,560,2231830.5589,1372131.65105
561,561,2231855.74881,1372955.98733
562,562,2231191.93354,1374721.1567
563,563,2231952.09409,1374591.69108
564,564,2233212.9728,1374543.56585
565,565,2234522.6608,1375314.91043
566,566,2234355.95542,1374325.68406
567,567,2234302.98604,1373262.32169
568,568,2233174.87216,1372870.90843
569,569,2233261.23255,1372132.52441
570,570,2234173.23433,1372309.13396
571,571,2234928.51169,1372299.89153
572,572,2236007.71295,1372239.36475
573,573,2235451.42272,1373858.43237
574,574,2237130.70644,1374355.27915
575,575,2237240.49296,1372309.10903
576,576,2239110.19034,1374258.1737
577,577,2240598.10501,1374377.78238
578,578,2240646.7893,1372315.12969
579,579,2239020.9871,1372323.37672
580,580,2240581.63129,1371551.64171
581,581,2240477.47861,1370198.04567
582,582,2239592.69233,1370189.901
583,583,2238829.34904,1370242.55017
584,584,2239043.06711,1371384.44815
585,585,2237522.58361,1371269.44838
586,586,2238015.60591,1370227.90978
587,587,2238218.39061,1369000.84563
588,588,2237027.26996,1368678.12876
589,589,2236738.9815,1369372.95119
590,590,2236223.75156,1370640.86499
591,591,2234822.5329,1369673.51686
592,592,2234817.80719,1368755.20045
593,593,2233859.22807,1368746.34384
594,594,2233963.261,1369662.70028
595,595,2234870.24541,1370499.69631
596,596,2234848.10864,1371367.66701
597,597,2234039.20704,1370930.05011
598,598,2233175.78292,1371061.57904
599,599,2231801.1728,1371207.4905
600,600,2231773.53834,1369918.76079
601,601,2233031.29961,1369757.99208
602,602,2232969.38602,1368797.17904
603,603,2231807.49431,1368878.47252
604,604,2230826.0888,1369584.34414
605,605,2230925.43145,1369148.99953
606,606,2230725.18808,1368892.41409
607,607,2230795.41629,1368376.35246
608,608,2231300.78043,1367929.16438
609,609,2230780.20109,1367907.51153
610,610,2230772.97867,1367443.63254
611,611,2231531.81934,1367494.89917
612,612,2231396.34783,1366998.24399
613,613,2230765.6273,1366980.0357
614,614,2230757.43605,1366467.26605
615,615,2230749.961,1365984.03933
616,616,2231366.22223,1365974.46848
617,617,2231378.36033,1366489.11214
618,618,2231807.9556,1366509.29484
619,619,2231799.77681,1365966.33333
620,620,2232522.66578,1365955.21458
621,621,2233114.12228,1365950.24314
622,622,2233122.79647,1366558.18287
623,623,2232521.95844,1366576.1907
624,624,2232875.84684,1367374.72257
625,625,2232929.6361,1368153.70067
626,626,2233818.6855,1368086.39044
627,627,2234730.22961,1368120.26045
628,628,2234869.38747,1367766.50164
629,629,2233814.18157,1367414.05517
630,630,2234784.82169,1367237.65296
631,631,2234746.21875,1366557.23044
632,632,2233800.89387,1366549.08085
633,633,2233791.32663,1365939.5883
634,634,2235127.15008,1365982.65416
635,635,2235643.45219,1366689.17637
636,636,2236091.78627,1367673.48477
637,637,2237381.96217,1367784.16499
638,638,2239288.01347,1368972.02187
639,639,2237929.97091,1367167.84274
640,640,2237005.42749,1365705.89192
641,641,2238721.54085,1366185.28072
642,642,2239978.0449,1367802.35623
643,643,2240113.73098,1366004.0826
644,644,2239898.5116,1364625.9925
645,645,2240075.54668,1363935.56803
646,646,2239483.34806,1363369.94646
647,647,2237817.20178,1363588.78657
648,648,2237931.99814,1364655.07283
649,649,2236310.72415,1363866.11935
650,650,2234172.30094,1363630.8403
651,651,2236443.83872,1364892.02609
652,652,2235021.293,1365303.15027
653,653,2233895.92452,1365114.96495
654,654,2233190.42265,1364859.3736
655,655,2232304.34667,1363988.91865
656,656,2232360.77536,1364876.39916
657,657,2231871.66938,1365465.01314
658,658,2231210.39807,1364737.8617
659,659,2231625.34966,1364366.64493
660,660,2231388.48367,1363910.71769
661,661,2230579.36718,1364047.38769
662,662,2230125.82576,1364371.16624
663,663,2229769.75856,1364669.71683
664,664,2229404.69072,1364968.37994
665,665,2229770.55187,1365379.1429
666,666,2230122.0154,1365073.13334
667,667,2231020.73014,1365363.84208
668,668,2230550.54177,1365520.60226
669,669,2230097.26611,1365671.62394
670,670,2230153.02715,1365988.26832
671,671,2230168.59536,1366475.17713
672,672,2230176.80991,1366988.724
673,673,2230184.22689,1367452.3507
674,674,2229669.49006,1367461.14136
675,675,2229648.29555,1366989.11245
676,676,2229651.21779,1366476.84346
677,677,2229550.18977,1365996.56588
678,678,2229301.06954,1365632.1939
679,679,2229054.32167,1365254.67005
680,680,2228745.30457,1365457.6142
681,681,2228380.83909,1365747.29177
682,682,2228656.9409,1366037.98542
683,683,2228907.75766,1366329.18267
684,684,2229113.51971,1366065.80032
685,685,2229326.36312,1366515.94115
686,686,2229197.70918,1366707.33119
687,687,2229329.21318,1367129.55672
688,688,2229175.47563,1367496.56025
689,689,2229024.81287,1367174.02875
690,690,2228837.87952,1367016.23543
691,691,2228557.76525,1366777.36747
692,692,2228252.903,1366517.45198
693,693,2227916.90072,1366178.431
694,694,2227602.67464,1366647.16005
695,695,2227400.2797,1367117.02263
696,696,2227753.28621,1367428.38323
697,697,2227880.07861,1366968.31689
698,698,2228169.79818,1367219.8866
699,699,2228378.47722,1367516.28397
700,700,2228687.12818,1367568.74581
701,701,2228765.9046,1367934.15518
702,702,2229219.3863,1367930.6542
703,703,2229677.28302,1367926.18702
704,704,2230191.55923,1367916.68671
705,705,2230199.53198,1368379.44924
706,706,2229685.16785,1368389.56306
707,707,2229229.24225,1368394.21364
708,708,2228772.98234,1368398.08043
709,709,2228786.29727,1368942.84476
710,710,2228813.9255,1369388.55516
711,711,2229248.30029,1369385.70149
712,712,2229238.60444,1369135.17378
713,713,2229233.86167,1368818.35354
714,714,2229648.32475,1369230.07746
715,715,2229770.44393,1368861.81343
716,716,2230213.21207,1369123.37787
717,717,2229743.3321,1369803.54088
718,718,2229285.45671,1369862.83341
719,719,2228814.01769,1369666.08052
720,720,2229803.52719,1370259.47828
721,721,2230322.99892,1370070.71095
722,722,2230821.84701,1370169.02965
723,723,2230832.59928,1370957.41947
724,724,2230882.21598,1371631.19273
725,725,2230409.82815,1371659.91938
726,726,2230333.7699,1370927.02616
727,727,2229809.19943,1370918.83195
728,728,2229854.40308,1371642.64678
729,729,2229275.60272,1371611.45786
730,730,2229266.53975,1370923.32637
731,731,2228892.7029,1371387.26212
732,732,2228376.15636,1370801.35581
733,733,2227431.37479,1371323.34755
734,734,2227567.61828,1369986.89353
735,735,2226425.3827,1370824.93089
736,736,2226680.4734,1368887.2015
737,737,2227490.78871,1369081.6624
738,738,2228356.74597,1369382.48463
739,739,2228331.00356,1368956.79323
740,740,2228315.54953,1368398.67262
741,741,2228310.52001,1367934.65649
742,742,2227671.33592,1368141.48744
743,743,2227036.97892,1367983.67477
744,744,2226656.51872,1367746.92721
745,745,2226802.462,1366800.59905
746,746,2227021.12987,1366107.40916
747,747,2227617.39672,1365569.43517
748,748,2228031.91295,1365313.88647
749,749,2228394.80462,1365051.4408
750,750,2228095.2501,1364596.30293
751,751,2227717.77644,1364849.25124
752,752,2227320.23885,1365114.58667
753,753,2226780.14708,1365463.64995
754,754,2226648.18377,1365074.09889
755,755,2225858.77655,1364270.02832
756,756,2226992.0502,1364650.96063
757,757,2227453.42133,1364442.60606
758,758,2227828.40549,1364192.9645
759,759,2227339.72241,1363503.93865
760,760,2226968.22939,1363719.12424
761,761,2226649.03481,1364048.33191
762,762,2225939.85316,1363624.9302
763,763,2226391.11505,1363375.6223
764,764,2227812.24443,1363410.49001
765,765,2228187.19578,1363956.02534
766,766,2228451.84223,1364357.94383
767,767,2228729.65795,1364810.68374
768,768,2229098.24711,1364546.63505
769,769,2228833.27782,1364110.63855
770,770,2228566.842,1363705.45432
771,771,2228261.08671,1363285.13987
772,772,2228728.39319,1363155.15949
773,773,2229060.47159,1363372.06686
774,774,2229669.49662,1363462.56635
775,775,2229245.47221,1363828.32382
776,776,2229478.93303,1364278.1661
